abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri
"CHINATOWN has been celebrating its Saints' Memorial Week, and during the ceremonies a meek-eyed but holy Lama from Lhassa has been entertained by the members of the colony, and it seems has been a means of grace for all good Buddhists.  ",https://www.nytimes.com/1904/05/01/archives/a-live-lama-from-lhassa.html,,,PART,8,The New York Times,[],"{'main': 'A LIVE LAMA FROM LHASSA.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'A LIVE LAMA FROM LHASSA.', 'name': None, 'seo': None, 'sub': None}",[],1904-05-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/01034e3f-3a2d-5339-bfc3-d168cca4747b,0,nyt://article/01034e3f-3a2d-5339-bfc3-d168cca4747b
Rogers bequest; Dino armor,https://www.nytimes.com/1904/05/01/archives/famous-armor-for-new-york.html,Rogers bequest; Dino armor,,,6,The New York Times,[],"{'main': 'FAMOUS ARMOR FOR NEW YORK.', 'kicker': None, 'content_kicker': None, 'print_headline': 'FAMOUS ARMOR FOR NEW YORK.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'METROP MUSEUM OF ART', 'rank': 1, 'major': 'N'}]",1904-05-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/020499f0-0d3b-5f58-9084-404d739b7cd6,0,nyt://article/020499f0-0d3b-5f58-9084-404d739b7cd6
,https://www.nytimes.com/1904/05/01/archives/found-sixtydollar-bill-it-was-of-ancient-continental-currency-with.html,,,,1,The New York Times,[],"{'main': 'FOUND SIXTY-DOLLAR BILL.; It Was of Ancient Continental Currency, with a Latin Motto.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FOUND SIXTY-DOLLAR BILL.; It Was of Ancient Continental Currency, with a Latin Motto.', 'name': None, 'seo': None, 'sub': None}",[],1904-05-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/03d2c39f-d039-5b40-95ac-069efabbee54,0,nyt://article/03d2c39f-d039-5b40-95ac-069efabbee54
,https://www.nytimes.com/1904/05/01/archives/parents-saw-him-drown.html,,,,1,The New York Times,[],"{'main': 'Parents Saw Him Drown.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Parents Saw Him Drown.', 'name': None, 'seo': None, 'sub': None}",[],1904-05-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/04932dd3-dd52-5679-812e-c4b78beaf0f8,0,nyt://article/04932dd3-dd52-5679-812e-c4b78beaf0f8
,https://www.nytimes.com/1904/05/01/archives/opposed-to-married-teachers.html,,,,6,The New York Times,[],"{'main': 'Opposed to Married Teachers.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Opposed to Married Teachers.', 'name': None, 'seo': None, 'sub': None}",[],1904-05-01T05:00:00+0000,article,None,Archives,"{'original': 'To the Editor of The New York Times:', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/049ea354-677c-5ff5-a590-503367350fe1,0,nyt://article/049ea354-677c-5ff5-a590-503367350fe1
,https://www.nytimes.com/1904/05/01/archives/notes-of-theroughbreds.html,,,,13,The New York Times,[],"{'main': 'Notes of Theroughbreds.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Notes of Theroughbreds.', 'name': None, 'seo': None, 'sub': None}",[],1904-05-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0512c324-9285-5060-8337-77e16cb48883,0,nyt://article/0512c324-9285-5060-8337-77e16cb48883
,https://www.nytimes.com/1904/05/01/archives/connecticut-girl-an-arizona-bride.html,,,,1,The New York Times,[],"{'main': 'Connecticut Girl an Arizona Bride.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Connecticut Girl an Arizona Bride.', 'name': None, 'seo': None, 'sub': None}",[],1904-05-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/06d3099b-4f5b-553a-a4f2-953f5fc93f8f,0,nyt://article/06d3099b-4f5b-553a-a4f2-953f5fc93f8f
"LAKEWOOD, N.J., April 30. -- With the closing of the Lakewood Hotel this week the knell of the Lakewood season was sounded. Several of the smaller hotels have closed and there has been a general exodus of visitors during the week.  ",https://www.nytimes.com/1904/05/01/archives/amid-lakewood-pines-many-leaving-the-hotels-but-lake-parties.html,,,,20,The New York Times,[],"{'main': 'AMID LAKEWOOD PINES.; Many Leaving the Hotels, but Lake Parties Continue.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'AMID LAKEWOOD PINES.; Many Leaving the Hotels, but Lake Parties Continue.', 'name': None, 'seo': None, 'sub': None}",[],1904-05-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/077370df-58cf-5fc7-8ea5-4778b6350173,0,nyt://article/077370df-58cf-5fc7-8ea5-4778b6350173
,https://www.nytimes.com/1904/05/01/archives/chicago-3-detroit-3.html,,,,12,The New York Times,[],"{'main': 'CHICAGO, 3; DETROIT, 3.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'CHICAGO, 3; DETROIT, 3.', 'name': None, 'seo': None, 'sub': None}",[],1904-05-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/07b5aba0-c3e5-5f90-8a3c-a62e5a8cd4a4,0,nyt://article/07b5aba0-c3e5-5f90-8a3c-a62e5a8cd4a4
,https://www.nytimes.com/1904/05/01/archives/the-incense-fiddle.html,,,PART,8,The New York Times,[],"{'main': 'THE INCENSE FIDDLE.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'THE INCENSE FIDDLE.', 'name': None, 'seo': None, 'sub': None}",[],1904-05-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/09224371-0e9b-5eef-ae31-361f881bd296,0,nyt://article/09224371-0e9b-5eef-ae31-361f881bd296
