abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,subsection_name
,https://www.nytimes.com/1872/09/01/archives/sensation-in-the-mouses-ear.html,,,,3,The New York Times,[],"{'main': ""SENSATION IN THE MOUSE'S EAR."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""SENSATION IN THE MOUSE'S EAR."", 'name': None, 'seo': None, 'sub': None}",[],1872-09-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/051adfbc-af7c-5a0b-8ce9-7ae24dac622f,0,nyt://article/051adfbc-af7c-5a0b-8ce9-7ae24dac622f,
,https://www.nytimes.com/1872/09/01/archives/france-the-french-minister-pleased-with-his-american-reception.html,,,,1,The New York Times,[],"{'main': 'FRANCE.; The French Minister Pleased With His American Reception.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FRANCE.; The French Minister Pleased With His American Reception.', 'name': None, 'seo': None, 'sub': None}",[],1872-09-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0844a35d-9497-55ed-aeff-bff08065d618,0,nyt://article/0844a35d-9497-55ed-aeff-bff08065d618,
"The following changes for the six months ending July 1, 1872, on the staff of the navy, is noted in the Blue Book, together with some that have occurred since the publication of the Register: Medical Directors Jonathan M. Foltz...  ",https://www.nytimes.com/1872/09/01/archives/the-navy-changes-in-the-staff-for-the-six-months-ending-july-1.html,,,,6,The New York Times,[],"{'main': 'THE NAVY.; Changes in the Staff for the Six Months Ending July 1.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'THE NAVY.; Changes in the Staff for the Six Months Ending July 1.', 'name': None, 'seo': None, 'sub': None}",[],1872-09-01 05:00:00+00:00,article,,Archives,"{'original': 'From Our Own Correspondent', 'person': [{'firstname': 'From', 'middlename': 'Our', 'lastname': 'Own', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/09e118e0-5c41-5c80-af3d-88a45b5b61fb,0,nyt://article/09e118e0-5c41-5c80-af3d-88a45b5b61fb,
,https://www.nytimes.com/1872/09/01/archives/article-1-no-title.html,,,,4,The New York Times,[],"{'main': 'Article 1 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1872-09-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/149c8029-94f6-558a-94d4-b8c419cce458,0,nyt://article/149c8029-94f6-558a-94d4-b8c419cce458,
Lottery; Pandora's Box,https://www.nytimes.com/1872/09/01/archives/pandoras-box.html,Lottery; Pandora's Box,,,4,The New York Times,[],"{'main': ""Pandora's Box."", 'kicker': None, 'content_kicker': None, 'print_headline': ""Pandora's Box."", 'name': None, 'seo': None, 'sub': None}",[],1872-09-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/170c0ea0-dd95-51a3-bd31-0abf7e438369,0,nyt://article/170c0ea0-dd95-51a3-bd31-0abf7e438369,
,https://www.nytimes.com/1872/09/01/archives/how-to-sleep.html,,,,2,The New York Times,[],"{'main': 'HOW TO SLEEP.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'HOW TO SLEEP.', 'name': None, 'seo': None, 'sub': None}",[],1872-09-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1b0aa7c1-ded8-560f-a053-f9bacfb82555,0,nyt://article/1b0aa7c1-ded8-560f-a053-f9bacfb82555,
,https://www.nytimes.com/1872/09/01/archives/sheepruns-in-newzealand.html,,,,2,The New York Times,[],"{'main': 'SHEEP-RUNS IN NEW-ZEALAND', 'kicker': '2', 'content_kicker': None, 'print_headline': 'SHEEP-RUNS IN NEW-ZEALAND', 'name': None, 'seo': None, 'sub': None}",[],1872-09-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/2103838a-7abb-5634-bcef-abe894369b77,0,nyt://article/2103838a-7abb-5634-bcef-abe894369b77,
,https://www.nytimes.com/1872/09/01/archives/died.html,,,,5,The New York Times,[],"{'main': 'DIED.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'DIED.', 'name': None, 'seo': None, 'sub': None}",[],1872-09-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/21bcc7d2-1e35-553c-bbe9-5ecce58cfa7b,0,nyt://article/21bcc7d2-1e35-553c-bbe9-5ecce58cfa7b,
Rallie--Passier,https://www.nytimes.com/1872/09/01/archives/ralliepapier.html,Rallie--Passier,,,3,The New York Times,[],"{'main': 'RALLIE-PAPIER.""', 'kicker': None, 'content_kicker': None, 'print_headline': 'RALLIE-PAPIER.""', 'name': None, 'seo': None, 'sub': None}",[],1872-09-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/225ed394-0527-5bd6-aef7-f2be77d44b77,0,nyt://article/225ed394-0527-5bd6-aef7-f2be77d44b77,
"The result of the Roman municipal elections, held on Sunday last, has given great satisfaction to all the friends of the liberal cause in Italy. The question of what is the real political...  ",https://www.nytimes.com/1872/09/01/archives/italy-the-roman-municipal-elections-significance-of-the-result-the.html,,,,6,The New York Times,[],"{'main': 'ITALY.; The Roman Municipal Elections Significance of the Result The Vote ofthe Capital Incidents of the Contest Public Sentiment Toward the Monarch of Spain The Pope and the Elections. THE VOTE OF THE CAPITAL. INCIDENTS OF THE ELECTION. THE MONARCHS OF SPAIN. THE POPE AND THE ELECTIONS. MODERN MIRACLES.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'ITALY.; The Roman Municipal Elections Significance of the Result The Vote ofthe Capital Incidents of the Contest Public Sentiment Toward the Monarch of Spain The Pope and the Elections. THE VOTE OF THE CAPITAL. INCIDENTS OF THE ELECTION. THE MONARCHS OF SPAIN. THE POPE AND THE ELECTIONS. MODERN MIRACLES.', 'name': None, 'seo': None, 'sub': None}",[],1872-09-01 05:00:00+00:00,article,,Archives,"{'original': 'From Our Own Correspondent', 'person': [{'firstname': 'From', 'middlename': 'Our', 'lastname': 'Own', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/27491dae-9a8d-5e53-80dc-e551b35910e3,0,nyt://article/27491dae-9a8d-5e53-80dc-e551b35910e3,
