abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,subsection_name
"The obsequies of Rev. Dr. CONE, late Pastor of the First Baptist Church, of this City, took place in the Meeting-House, Broome-street, Thursday afternoon. The number of persons present was very large. Every pew was filled, the aisles and entry was thronged, and hundreds went away, being unable to ob. tain an entrance.  ",https://www.nytimes.com/1855/09/01/archives/newyork-city-funeral-of-dr-core-whig-senatorial-convention-german.html,,,,8.0,The New York Times,[],"{'main': 'NEW-YORK CITY.; Funeral of Dr. Core. Whig Senatorial Convention. German Demecratlc Organization. The Hurlgate Catastrophe. Fires.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'NEW-YORK CITY.; Funeral of Dr. Core. Whig Senatorial Convention. German Demecratlc Organization. The Hurlgate Catastrophe. Fires.', 'name': None, 'seo': None, 'sub': None}",[],1855-09-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0e071197-ac6d-5b90-acc4-6d3df9fc72ee,0,nyt://article/0e071197-ac6d-5b90-acc4-6d3df9fc72ee,
"The Canada's mails arrived from Boston at an early hour yesterday morning. Our exchanges contain very little intelligence of importancc, in addition to what was given by telegraph from Halifax. KOSSUTH. (from whom we have a letter, which we shall publish at our earliest convenience.) has gone to the Isle of Wight.  ",https://www.nytimes.com/1855/09/01/archives/the-canadas-mails-details-of-the-european-news-interesting-from.html,,,,2.0,The New York Times,[],"{'main': ""THE CANADA'S MAILS.; DETAILS OF THE EUROPEAN NEWS. INTERESTING FROM SPAIN. Popular Opposition to Sending Spanish Troops to the Crimea. Attack on Mr. Dodge--The Cholera, & c. THE WAR. The Battle on the Tehernaya. The Operations on the Tchernaya. The Late Sortie on the Woronzoff Road. New Slege Works. Army Surgeons and Times Correspondence. COMMERCIAL INTELLICENCE. London Markets."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""THE CANADA'S MAILS.; DETAILS OF THE EUROPEAN NEWS. INTERESTING FROM SPAIN. Popular Opposition to Sending Spanish Troops to the Crimea. Attack on Mr. Dodge--The Cholera, & c. THE WAR. The Battle on the Tehernaya. The Operations on the Tchernaya. The Late Sortie on the Woronzoff Road. New Slege Works. Army Surgeons and Times Correspondence. COMMERCIAL INTELLICENCE. London Markets."", 'name': None, 'seo': None, 'sub': None}",[],1855-09-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/15449706-681b-5163-9373-e57034629a1d,0,nyt://article/15449706-681b-5163-9373-e57034629a1d,
"The Association met at 7 o'clock. Mrs. GEORGIANA STUART and Prof. NASH sang a Duet, with piano accompaniment, which was pleasingly executed. Prof. CHARLES DAVIES offered the following resolution:...  ",https://www.nytimes.com/1855/09/01/archives/educational-american-association-for-the-advancement-of-education.html,,,,2.0,The New York Times,[],"{'main': ""EDUCATIONAL.; American Association for the Advancement of Education. FIFTH ANNUAL MEETING. WEDNESDAY'S EVENING SESSION. THIRD DAY -- MORNING SESSION. AFTERNOON SESSION. FOURTH DAY."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""EDUCATIONAL.; American Association for the Advancement of Education. FIFTH ANNUAL MEETING. WEDNESDAY'S EVENING SESSION. THIRD DAY -- MORNING SESSION. AFTERNOON SESSION. FOURTH DAY."", 'name': None, 'seo': None, 'sub': None}",[],1855-09-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/15f7d8db-9db0-514a-ba69-42755adbc2fb,0,nyt://article/15f7d8db-9db0-514a-ba69-42755adbc2fb,
"WILLIAM M. BURWELL and JOHN W. BRYCE have bargained for the entire ownership of the American Organ in this city, which is held at $15,000. The entire number of applications under the Bounty Lend Law of March last, up to the present time, is ?? of which 10.709 were filed in August During the ?? month 8,700 warrants were issued. The entire number issued is now 21,000.  ",https://www.nytimes.com/1855/09/01/archives/latest-intelligence-by-telegraph-to-the-newyork-daily-times-from.html,,,,4.0,The New York Times,[],"{'main': 'LATEST INTELLIGENCE; By Telegraph to the New-york Daily Times. From Washington.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'LATEST INTELLIGENCE; By Telegraph to the New-york Daily Times. From Washington.', 'name': None, 'seo': None, 'sub': None}",[],1855-09-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/19e7927c-0787-5e0f-814d-914f7eccfe4a,0,nyt://article/19e7927c-0787-5e0f-814d-914f7eccfe4a,
"The Convention met to-day at 10 o'clock in Corinthian Holl. A very general uneasiness was manifest among the delegates; apprehensions of serious contrarity of sentiment and uncompromising hostility were prevalent; threatening manifestations of rupture were playably exhibited during the morning in the excited conferences, and animated discussions took place among the groups of delegates who occupied the hall of the Syracuse House.  ",https://www.nytimes.com/1855/09/01/archives/the-softs-at-syracuse-the-administration-in-danger-the-tournament.html,,,,7.0,The New York Times,[],"{'main': 'THE SOFTS AT SYRACUSE,; The Administration In Danger. THE TOURNAMENT. RESOLUTIONS. AFTERNOON SESSION. EVENING SESSION. THIRD DAY.', 'kicker': '2', 'content_kicker': None, 'print_headline': 'THE SOFTS AT SYRACUSE,; The Administration In Danger. THE TOURNAMENT. RESOLUTIONS. AFTERNOON SESSION. EVENING SESSION. THIRD DAY.', 'name': None, 'seo': None, 'sub': None}",[],1855-09-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1e645fd8-1376-5075-8259-7ff385b4ab12,0,nyt://article/1e645fd8-1376-5075-8259-7ff385b4ab12,
,https://www.nytimes.com/1855/09/01/archives/insurance.html,,,,6.0,The New York Times,[],"{'main': 'INSURANCE.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'INSURANCE.', 'name': None, 'seo': None, 'sub': None}",[],1855-09-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/264ec9fd-7e74-5997-88f2-011ff9d39721,0,nyt://article/264ec9fd-7e74-5997-88f2-011ff9d39721,
,https://www.nytimes.com/1855/09/01/archives/financial.html,,,,6.0,The New York Times,[],"{'main': 'FINANCIAL.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FINANCIAL.', 'name': None, 'seo': None, 'sub': None}",[],1855-09-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/3725748c-e2c9-58bc-bce7-49b87a561c26,0,nyt://article/3725748c-e2c9-58bc-bce7-49b87a561c26,
"Private hospitalities afford a refreshing change from the hotel gayety, and the past week has been marked by several brilliant entertainments. These brought together the residents of Newport and the casual visitors, in a most agree able manner, and revived the domestic charm that always gives peculiar attraction, at a watering place, to select reunions.  ",https://www.nytimes.com/1855/09/01/archives/splendid-fashionable-entertainments-at-newport-the-society.html,,,,4.0,The New York Times,[],"{'main': 'Splendid Fashionable Entertainments at Newport.; The Society, Amusements, &c., of the Season.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Splendid Fashionable Entertainments at Newport.; The Society, Amusements, &c., of the Season.', 'name': None, 'seo': None, 'sub': None}",[],1855-09-01 05:00:00+00:00,article,,Archives,"{'original': 'Special Correspondence of the N. Y. Daily Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/3ca01519-4b3d-58f7-9301-9c57a1ba0166,0,nyt://article/3ca01519-4b3d-58f7-9301-9c57a1ba0166,
,https://www.nytimes.com/1855/09/01/archives/religious-notices.html,,,,5.0,The New York Times,[],"{'main': 'RELIGIOUS NOTICES.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'RELIGIOUS NOTICES.', 'name': None, 'seo': None, 'sub': None}",[],1855-09-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/3db71b5e-7361-571a-ba27-9ba0d48ba48f,0,nyt://article/3db71b5e-7361-571a-ba27-9ba0d48ba48f,
,https://www.nytimes.com/1855/09/01/archives/irish-emigration-aid-society.html,,,,1.0,The New York Times,[],"{'main': 'Irish Emigration Aid Society.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Irish Emigration Aid Society.', 'name': None, 'seo': None, 'sub': None}",[],1855-09-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/4c115592-7bf3-5d3f-8b5a-0e8da8e93a8c,0,nyt://article/4c115592-7bf3-5d3f-8b5a-0e8da8e93a8c,
