abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri
,https://www.nytimes.com/1879/11/01/archives/heavy-weather-at-sea.html,,,8,The New York Times,[],"{'main': 'HEAVY WEATHER AT SEA.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'HEAVY WEATHER AT SEA.', 'name': None, 'seo': None, 'sub': None}",[],1879-11-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/002c720c-341e-502c-8f23-53ebb5b64518,0,nyt://article/002c720c-341e-502c-8f23-53ebb5b64518
,https://www.nytimes.com/1879/11/01/archives/marriage-announcement-1-no-title.html,,,5,The New York Times,[],"{'main': 'Marriage Announcement 1 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Marriage Announcement 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1879-11-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/01657de0-3195-5079-b756-708e971f76a9,0,nyt://article/01657de0-3195-5079-b756-708e971f76a9
,https://www.nytimes.com/1879/11/01/archives/cold-weater-and-snow.html,,,5,The New York Times,[],"{'main': 'COLD WEATER AND SNOW.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'COLD WEATER AND SNOW.', 'name': None, 'seo': None, 'sub': None}",[],1879-11-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/01fa592d-505a-5229-b85d-3509d2f80d05,0,nyt://article/01fa592d-505a-5229-b85d-3509d2f80d05
,https://www.nytimes.com/1879/11/01/archives/nominations-for-assembly.html,,,5,The New York Times,[],"{'main': 'NOMINATIONS FOR ASSEMBLY.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'NOMINATIONS FOR ASSEMBLY.', 'name': None, 'seo': None, 'sub': None}",[],1879-11-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/05041ab2-f172-5cd3-af4b-7c3fabb055d8,0,nyt://article/05041ab2-f172-5cd3-af4b-7c3fabb055d8
"NEW-HAVEN, Oct. 31. In the Hayden trial to-day, the arsenic experiments and investigations gave way to testimony which in the public mind is more directly related to the killing of Mary Stannard.",https://www.nytimes.com/1879/11/01/archives/the-murder-in-rockland-tracing-mr-haydens-twobladed-knife-leaving.html,,,1,The New York Times,[],"{'main': ""THE MURDER IN ROCKLAND; TRACING MR. HAYDEN'S TWO-BLADED KNIFE. LEAVING THE ARSENIC AND TAKING US OTHER COUNTS THE TWO STOMACHS WITHDRAWN DRUGGIST TYLER'S STORY A SURVEYOR SHOWS HIS MAP."", 'kicker': None, 'content_kicker': None, 'print_headline': ""THE MURDER IN ROCKLAND; TRACING MR. HAYDEN'S TWO-BLADED KNIFE. LEAVING THE ARSENIC AND TAKING US OTHER COUNTS THE TWO STOMACHS WITHDRAWN DRUGGIST TYLER'S STORY A SURVEYOR SHOWS HIS MAP."", 'name': None, 'seo': None, 'sub': None}",[],1879-11-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/058fe9ec-f4e5-5f1c-b03a-c8669e94c92a,0,nyt://article/058fe9ec-f4e5-5f1c-b03a-c8669e94c92a
Evangelical Alliance; Session at Edinburgh,https://www.nytimes.com/1879/11/01/archives/methods-of-church-work.html,Evangelical Alliance; Session at Edinburgh,,2,The New York Times,[],"{'main': 'METHODS OF CHURCH WORK.', 'kicker': None, 'content_kicker': None, 'print_headline': 'METHODS OF CHURCH WORK.', 'name': None, 'seo': None, 'sub': None}",[],1879-11-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0a1b6241-609b-52a9-be51-4ccde3184277,0,nyt://article/0a1b6241-609b-52a9-be51-4ccde3184277
Business Element in the Canvass,https://www.nytimes.com/1879/11/01/archives/the-business-element-in-the-canvas.html,Business Element in the Canvass,,4,The New York Times,[],"{'main': 'THE BUSINESS ELEMENT IN THE CANVAS.', 'kicker': None, 'content_kicker': None, 'print_headline': 'THE BUSINESS ELEMENT IN THE CANVAS.', 'name': None, 'seo': None, 'sub': None}",[],1879-11-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0b86261e-2df0-5883-9ccd-b91537b46358,0,nyt://article/0b86261e-2df0-5883-9ccd-b91537b46358
Communist Sentences and Pardons; Number of,https://www.nytimes.com/1879/11/01/archives/current-foreign-topics.html,Communist Sentences and Pardons; Number of,,1,The New York Times,[],"{'main': 'CURRENT FOREIGN TOPICS.', 'kicker': None, 'content_kicker': None, 'print_headline': 'CURRENT FOREIGN TOPICS.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'DEATHS', 'rank': 1, 'major': 'N'}]",1879-11-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0bbcd3f2-e0d1-5a0e-9bdd-968b41af8746,0,nyt://article/0bbcd3f2-e0d1-5a0e-9bdd-968b41af8746
,https://www.nytimes.com/1879/11/01/archives/marine-intelligence-cleared-arrived-sailed.html,,,8,The New York Times,[],"{'main': 'MARINE INTELLIGENCE.; CLEARED. ARRIVED. SAILED.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'MARINE INTELLIGENCE.; CLEARED. ARRIVED. SAILED.', 'name': None, 'seo': None, 'sub': None}",[],1879-11-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/10e3e0f8-c134-5f09-a7b6-1a9e8c648dda,0,nyt://article/10e3e0f8-c134-5f09-a7b6-1a9e8c648dda
,https://www.nytimes.com/1879/11/01/archives/editorial-article-1-no-title.html,,,4,The New York Times,[],"{'main': 'Editorial Article 1 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Editorial Article 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1879-11-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/11be66fb-7d5f-5ecc-a72f-9ba41dbe3f68,0,nyt://article/11be66fb-7d5f-5ecc-a72f-9ba41dbe3f68
