abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,print_section
,https://www.nytimes.com/1879/02/01/archives/his-dread-of-the-stomachpump.html,,,2,The New York Times,[],"{'main': 'HIS DREAD OF THE STOMACH-PUMP.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'HIS DREAD OF THE STOMACH-PUMP.', 'name': None, 'seo': None, 'sub': None}",[],1879-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/02401d57-2a05-5b00-b364-4a1e06a28e54,0,nyt://article/02401d57-2a05-5b00-b364-4a1e06a28e54,
Message on the New-York Custom-house Nominations,https://www.nytimes.com/1879/02/01/archives/secretary-shermans-letter-all-the-charges-reiterated-mr-arthur-and.html,Message on the New-York Custom-house Nominations,,2,The New York Times,[],"{'main': ""SECRETARY SHERMAN'S LETTER.; ALL THE CHARGES REITERATED. MR. ARTHUR AND THE JAY COMMISSION. MR. ARTHUR'S COMPLIANT OF UNFAIR TREATMENT. THE ALLEGED BRIBERY OF CLERKS. FREE PERMITS. THE INCREASE OF EXPENSES AND DECREASE OF RECEIPTS. THE CHARGES AGAINST MR. LYDECKER. MR. ARTHUR'S OFFICE HOURS. THE SHERMAN-ARTHUR INTERVIEWS."", 'kicker': None, 'content_kicker': None, 'print_headline': ""SECRETARY SHERMAN'S LETTER.; ALL THE CHARGES REITERATED. MR. ARTHUR AND THE JAY COMMISSION. MR. ARTHUR'S COMPLIANT OF UNFAIR TREATMENT. THE ALLEGED BRIBERY OF CLERKS. FREE PERMITS. THE INCREASE OF EXPENSES AND DECREASE OF RECEIPTS. THE CHARGES AGAINST MR. LYDECKER. MR. ARTHUR'S OFFICE HOURS. THE SHERMAN-ARTHUR INTERVIEWS."", 'name': None, 'seo': None, 'sub': None}",[],1879-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0d04ab4b-7ef2-55e6-be5a-f584298644b4,0,nyt://article/0d04ab4b-7ef2-55e6-be5a-f584298644b4,
Law as to,https://www.nytimes.com/1879/02/01/archives/the-ladies-car.html,Law as to,,4,The New York Times,[],"{'main': ""THE LADIES' CAR."", 'kicker': None, 'content_kicker': None, 'print_headline': ""THE LADIES' CAR."", 'name': None, 'seo': None, 'sub': None}",[],1879-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0e037a19-5691-5787-9733-ec80fcfc7467,0,nyt://article/0e037a19-5691-5787-9733-ec80fcfc7467,
Fourth Article on Three Neutrality Rules; Diplomatic Correspondence as to,https://www.nytimes.com/1879/02/01/archives/international-neutrality-the-correspondence-between-the-united.html,Fourth Article on Three Neutrality Rules; Diplomatic Correspondence as to,,1,The New York Times,[],"{'main': 'INTERNATIONAL NEUTRALITY.; THE CORRESPONDENCE BETWEEN THE UNITED STATES AND GREAT BRITAIN IN REGARD TO THE FOURTH ARTICLE OF THE WASHINGTON TREATY.', 'kicker': None, 'content_kicker': None, 'print_headline': 'INTERNATIONAL NEUTRALITY.; THE CORRESPONDENCE BETWEEN THE UNITED STATES AND GREAT BRITAIN IN REGARD TO THE FOURTH ARTICLE OF THE WASHINGTON TREATY.', 'name': None, 'seo': None, 'sub': None}",[],1879-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1062f71c-856c-5698-a4bd-948c751f6f7f,0,nyt://article/1062f71c-856c-5698-a4bd-948c751f6f7f,
,https://www.nytimes.com/1879/02/01/archives/punished-for-his-rascality.html,,,5,The New York Times,[],"{'main': 'PUNISHED FOR HIS RASCALITY.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'PUNISHED FOR HIS RASCALITY.', 'name': None, 'seo': None, 'sub': None}",[],1879-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1210e0b2-3499-55ba-81f4-74873e694d18,0,nyt://article/1210e0b2-3499-55ba-81f4-74873e694d18,
Rensselaer County (Troy) Alms-house Frauds,https://www.nytimes.com/1879/02/01/archives/renssalaer-county-frauds-history-of-the-barefaced-swindling-of-a.html,Rensselaer County (Troy) Alms-house Frauds,,5,The New York Times,[],"{'main': 'RENSSALAER COUNTY FRAUDS.; HISTORY OF THE BAREFACED SWINDLING OF A DEMOCRATIC RING--SOME OF THE EVIDENCE OBTAINED IN AN INVESTIGATION.', 'kicker': None, 'content_kicker': None, 'print_headline': 'RENSSALAER COUNTY FRAUDS.; HISTORY OF THE BAREFACED SWINDLING OF A DEMOCRATIC RING--SOME OF THE EVIDENCE OBTAINED IN AN INVESTIGATION.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'DEATHS', 'rank': 1, 'major': 'N'}]",1879-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/12805c52-3a66-556e-a36d-3d497553f908,0,nyt://article/12805c52-3a66-556e-a36d-3d497553f908,
,https://www.nytimes.com/1879/02/01/archives/creditors-of-memphis-alarmed.html,,,5,The New York Times,[],"{'main': 'CREDITORS OF MEMPHIS ALARMED.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'CREDITORS OF MEMPHIS ALARMED.', 'name': None, 'seo': None, 'sub': None}",[],1879-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1377afc2-8e38-549b-8f62-0c9059a19c01,0,nyt://article/1377afc2-8e38-549b-8f62-0c9059a19c01,
,https://www.nytimes.com/1879/02/01/archives/dangers-of-ice-yachting.html,,,5,The New York Times,[],"{'main': 'DANGERS OF ICE YACHTING.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'DANGERS OF ICE YACHTING.', 'name': None, 'seo': None, 'sub': None}",[],1879-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/13c8e8fe-bc63-5141-9e12-a271a6559d10,0,nyt://article/13c8e8fe-bc63-5141-9e12-a271a6559d10,
,https://www.nytimes.com/1879/02/01/archives/editorial-article-11-no-title.html,,,4,The New York Times,[],"{'main': 'Editorial Article 11 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Editorial Article 11 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1879-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/147e73b0-5308-5bd8-a752-715a0ad79fa5,0,nyt://article/147e73b0-5308-5bd8-a752-715a0ad79fa5,
,https://www.nytimes.com/1879/02/01/archives/a-bankrupt-city.html,,,8,The New York Times,[],"{'main': 'A BANKRUPT CITY.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'A BANKRUPT CITY.', 'name': None, 'seo': None, 'sub': None}",[],1879-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/170e7c06-daa3-5eea-a377-72ffa5c77b39,0,nyt://article/170e7c06-daa3-5eea-a377-72ffa5c77b39,
