abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,print_section
Failure,https://www.nytimes.com/1898/12/01/archives/big-failure-in-the-south-the-birmingham-rolling-company-assigns-may.html,Failure,,2,The New York Times,[],"{'main': 'BIG FAILURE IN THE SOUTH.; The Birmingham Rolling Company Assigns -- May Be Reorganized Without Suspension of Business.', 'kicker': None, 'content_kicker': None, 'print_headline': 'BIG FAILURE IN THE SOUTH.; The Birmingham Rolling Company Assigns -- May Be Reorganized Without Suspension of Business.', 'name': None, 'seo': None, 'sub': None}",[],1898-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/067615af-f306-5e87-b031-0d57d8b5f17f,0,nyt://article/067615af-f306-5e87-b031-0d57d8b5f17f,
Cuban War Report by Capt. J. W. Miller,https://www.nytimes.com/1898/12/01/archives/the-naval-militias-future-capt-miller-in-his-report-on-its-work.html,Cuban War Report by Capt. J. W. Miller,,12,The New York Times,[],"{'main': ""THE NAVAL MILITIA'S FUTURE.; Capt. Miller, in His Report on Its Work, Makes Recommendations to Increase Its Usefulness."", 'kicker': None, 'content_kicker': None, 'print_headline': ""THE NAVAL MILITIA'S FUTURE.; Capt. Miller, in His Report on Its Work, Makes Recommendations to Increase Its Usefulness."", 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'New York State', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'NAVAL MILITIA', 'rank': 2, 'major': 'N'}]",1898-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/076b4743-cd98-5c0b-9f83-9386dd9f0140,0,nyt://article/076b4743-cd98-5c0b-9f83-9386dd9f0140,
Wagner Cycles; Dates,https://www.nytimes.com/1898/12/01/archives/plans-for-two-wagner-cycles-dates-set-for-the-performances-at-the.html,Wagner Cycles; Dates,,6,The New York Times,[],"{'main': 'PLANS FOR TWO WAGNER CYCLES.; Dates Set for the Performances at the Metropolitan Opera House.', 'kicker': None, 'content_kicker': None, 'print_headline': 'PLANS FOR TWO WAGNER CYCLES.; Dates Set for the Performances at the Metropolitan Opera House.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'METROPOLITAN OPERA HOUSE', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'AMUSEMENTS', 'rank': 2, 'major': 'N'}]",1898-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/08b89818-ab1b-595e-b979-2fd3fc24da34,0,nyt://article/08b89818-ab1b-595e-b979-2fd3fc24da34,
"LONDON, Dec. 1. -- The Madrid corresspondent of The Daily Mail says: ""Lieut. Gen. Correa, Minister of War, declares that the Government has 140,000 troops in readiness to take the field in the event of a Carlist rising and will soon have 200,000 available. He says, however, he does not believe that the Carlists intend to move yet.  ",https://www.nytimes.com/1898/12/01/archives/don-carlos-is-feared-spanish-minister-of-war-has-140000-troops-in.html,,,7,The New York Times,[],"{'main': 'DON CARLOS IS FEARED; Spanish Minister of War Has 140,000 Troops in Readiness. FOUR HUNDRED GUNS SEIZED Reported that Sagasta Now Admits that Carlism Is the Greatest Existing Danger to Spain.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'DON CARLOS IS FEARED; Spanish Minister of War Has 140,000 Troops in Readiness. FOUR HUNDRED GUNS SEIZED Reported that Sagasta Now Admits that Carlism Is the Greatest Existing Danger to Spain.', 'name': None, 'seo': None, 'sub': None}",[],1898-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0ac83f3a-9a2a-5017-ab6f-af36b4b56711,0,nyt://article/0ac83f3a-9a2a-5017-ab6f-af36b4b56711,
,https://www.nytimes.com/1898/12/01/archives/appointments-of-postmasters.html,,,4,The New York Times,[],"{'main': 'Appointments of Postmasters.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Appointments of Postmasters.', 'name': None, 'seo': None, 'sub': None}",[],1898-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0d5bd6c8-9bb8-517a-8d06-1c31550666ea,0,nyt://article/0d5bd6c8-9bb8-517a-8d06-1c31550666ea,
Marriage,https://www.nytimes.com/1898/12/01/archives/weddings-of-a-day.html,Marriage,,7,The New York Times,[],"{'main': 'WEDDINGS OF A DAY.', 'kicker': None, 'content_kicker': None, 'print_headline': 'WEDDINGS OF A DAY.', 'name': None, 'seo': None, 'sub': None}",[],1898-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/14420897-833a-593c-9d6a-cd409074c52f,0,nyt://article/14420897-833a-593c-9d6a-cd409074c52f,
,https://www.nytimes.com/1898/12/01/archives/a-marion-ind-concerns-stock-seized.html,,,1,The New York Times,[],"{'main': ""A Marion (Ind.) Concern's Stock Seized"", 'kicker': '1', 'content_kicker': None, 'print_headline': ""A Marion (Ind.) Concern's Stock Seized"", 'name': None, 'seo': None, 'sub': None}",[],1898-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/169649f1-256e-5465-950c-e72669770c2a,0,nyt://article/169649f1-256e-5465-950c-e72669770c2a,
Countryman's Report Advising Prosecution of Aldridge and Adams,https://www.nytimes.com/1898/12/01/archives/the-canal-frauds-criminal-charges-against-aldridge-and-adams.html,Countryman's Report Advising Prosecution of Aldridge and Adams,,1,The New York Times,[],"{'main': 'THE CANAL FRAUDS; Criminal Charges Against Aldridge and Adams. INDICTMENTS TO BE ASKED Judge Countryman Recommends the Prosecution. ACTION BY GOV. BLACK Attorney General Must Open Proceedings at Once -- Governor-Elect Roosevelt Invited to be Represented by Special Counsel.', 'kicker': None, 'content_kicker': None, 'print_headline': 'THE CANAL FRAUDS; Criminal Charges Against Aldridge and Adams. INDICTMENTS TO BE ASKED Judge Countryman Recommends the Prosecution. ACTION BY GOV. BLACK Attorney General Must Open Proceedings at Once -- Governor-Elect Roosevelt Invited to be Represented by Special Counsel.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Canals', 'rank': 1, 'major': 'N'}]",1898-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/19624c17-a3e5-5f7d-94d6-c7fb7f8ff8a0,0,nyt://article/19624c17-a3e5-5f7d-94d6-c7fb7f8ff8a0,
,https://www.nytimes.com/1898/12/01/archives/fourthclass-postmasters.html,,,4,The New York Times,[],"{'main': 'Fourth-Class Postmasters.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Fourth-Class Postmasters.', 'name': None, 'seo': None, 'sub': None}",[],1898-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/19c83134-091d-5c07-8efe-92fd9ec69466,0,nyt://article/19c83134-091d-5c07-8efe-92fd9ec69466,
,https://www.nytimes.com/1898/12/01/archives/bedstead-factory-in-marion-ind.html,,,4,The New York Times,[],"{'main': 'Bedstead Factory in Marion, Ind.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Bedstead Factory in Marion, Ind.', 'name': None, 'seo': None, 'sub': None}",[],1898-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1fa4fd1f-8cbf-5c51-a216-8350cb85d8c1,0,nyt://article/1fa4fd1f-8cbf-5c51-a216-8350cb85d8c1,
