abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,subsection_name
,https://www.nytimes.com/1890/10/01/archives/front-page-11-no-title.html,,,,1,The New York Times,[],"{'main': 'Front Page 11 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Front Page 11 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1890-10-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/027f5a22-dfff-50bc-8070-3ea51b517a78,0,nyt://article/027f5a22-dfff-50bc-8070-3ea51b517a78,
,https://www.nytimes.com/1890/10/01/archives/jubal-a-earlys-narrow-escape.html,,,,1,The New York Times,[],"{'main': ""JUBAL A. EARLY'S NARROW ESCAPE."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""JUBAL A. EARLY'S NARROW ESCAPE."", 'name': None, 'seo': None, 'sub': None}",[],1890-10-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/04eaeb98-a5ab-5f26-baef-b4e2f094bfe0,0,nyt://article/04eaeb98-a5ab-5f26-baef-b4e2f094bfe0,
"Perfect racing weather for this season of the year, a crowd numbering about ten thousand people, and seven good races were the features of the cloning day of the Brooklyn Jockey Club's meeting. In spite of unfavorable weather and other adverse conditions, the meeting has been a thorough financial success, as well as a success from a sporting point.",https://www.nytimes.com/1890/10/01/archives/the-windup-at-brooklyn-capt-sam-browns-horses-win-in-three-races.html,,,,3,The New York Times,[],"{'main': ""THE WIND-UP AT BROOKLYN; CAPT. SAM BROWN'S HORSES WIN IN THREE RACES. ESPERANZA CAPTURES THE HOLLY HANDICAP AND THE BROOKWOOD IS WON BY DEMUTH."", 'kicker': None, 'content_kicker': None, 'print_headline': ""THE WIND-UP AT BROOKLYN; CAPT. SAM BROWN'S HORSES WIN IN THREE RACES. ESPERANZA CAPTURES THE HOLLY HANDICAP AND THE BROOKWOOD IS WON BY DEMUTH."", 'name': None, 'seo': None, 'sub': None}",[],1890-10-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/08a62af9-ce08-505b-8e6b-336c283d7b05,0,nyt://article/08a62af9-ce08-505b-8e6b-336c283d7b05,
Tinware Prices Advanced by Tariff Law Circular,https://www.nytimes.com/1890/10/01/archives/out-of-his-own-mouth-wanamakers-ideas-as-to-the-effect-of-heavy.html,Tinware Prices Advanced by Tariff Law Circular,,,4,The New York Times,[],"{'main': ""OUT OF HIS OWN MOUTH.; WANAMAKER'S IDEAS AS TO THE EFFECT OF HEAVY DUTIES."", 'kicker': None, 'content_kicker': None, 'print_headline': ""OUT OF HIS OWN MOUTH.; WANAMAKER'S IDEAS AS TO THE EFFECT OF HEAVY DUTIES."", 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'WANAMAKER, JOHN', 'rank': 1, 'major': 'N'}]",1890-10-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0c113e2b-529f-54d9-ac84-79a0814cfbdc,0,nyt://article/0c113e2b-529f-54d9-ac84-79a0814cfbdc,
National Congress at Cincinnati,https://www.nytimes.com/1890/10/01/archives/criminal-anthropology-dr-hamilton-d-wey-before-the-national-prison.html,National Congress at Cincinnati,,,2,The New York Times,[],"{'main': 'CRIMINAL ANTHROPOLOGY.; DR. HAMILTON D. WEY BEFORE THE NATIONAL PRISON ASSOCIATION.', 'kicker': None, 'content_kicker': None, 'print_headline': 'CRIMINAL ANTHROPOLOGY.; DR. HAMILTON D. WEY BEFORE THE NATIONAL PRISON ASSOCIATION.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'PRISONS', 'rank': 1, 'major': 'N'}]",1890-10-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/10ea8a3a-2787-5a70-80e1-871c69f4aeab,0,nyt://article/10ea8a3a-2787-5a70-80e1-871c69f4aeab,
Deputy Commissioners; Appointments Proposed,https://www.nytimes.com/1890/10/01/archives/overworked-commissioners-deputies-proposed-to-consider-routine.html,Deputy Commissioners; Appointments Proposed,,,5,The New York Times,[],"{'main': 'OVERWORKED COMMISSIONERS.; DEPUTIES PROPOSED TO CONSIDER ROUTINE RAILROAD PROBLEMS.', 'kicker': None, 'content_kicker': None, 'print_headline': 'OVERWORKED COMMISSIONERS.; DEPUTIES PROPOSED TO CONSIDER ROUTINE RAILROAD PROBLEMS.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}]",1890-10-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/11fbadc8-ea75-5817-9429-6ff6703dbb2a,0,nyt://article/11fbadc8-ea75-5817-9429-6ff6703dbb2a,
,https://www.nytimes.com/1890/10/01/archives/collector-bailey-defeated.html,,,,1,The New York Times,[],"{'main': 'COLLECTOR BAILEY DEFEATED.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'COLLECTOR BAILEY DEFEATED.', 'name': None, 'seo': None, 'sub': None}",[],1890-10-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/12bead15-8492-5a0c-9e39-8175b28219b5,0,nyt://article/12bead15-8492-5a0c-9e39-8175b28219b5,
Tariff-Bill Position Approved,https://www.nytimes.com/1890/10/01/archives/senator-paddock-indorsed-his-constituents-approve-his-course-on-the.html,Tariff-Bill Position Approved,,,1,The New York Times,[],"{'main': 'SENATOR PADDOCK INDORSED.; HIS CONSTITUENTS APPROVE HIS COURSE ON THE TARIFF BILL.', 'kicker': None, 'content_kicker': None, 'print_headline': 'SENATOR PADDOCK INDORSED.; HIS CONSTITUENTS APPROVE HIS COURSE ON THE TARIFF BILL.', 'name': None, 'seo': None, 'sub': None}",[],1890-10-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/156191c4-af7b-5078-8839-f13daa3d9a70,0,nyt://article/156191c4-af7b-5078-8839-f13daa3d9a70,
,https://www.nytimes.com/1890/10/01/archives/congressman-lawler-for-sheriff.html,,,,1,The New York Times,[],"{'main': 'CONGRESSMAN LAWLER FOR SHERIFF.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'CONGRESSMAN LAWLER FOR SHERIFF.', 'name': None, 'seo': None, 'sub': None}",[],1890-10-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/159b75c3-c41c-59dd-8e52-a07e31e94c08,0,nyt://article/159b75c3-c41c-59dd-8e52-a07e31e94c08,
"""Suzette"" Presented in Trenton by Minnie Palmer",https://www.nytimes.com/1890/10/01/archives/minnie-palmer-in-comic-opera.html,"""Suzette"" Presented in Trenton by Minnie Palmer",,,4,The New York Times,[],"{'main': 'MINNIE PALMER IN COMIC OPERA.', 'kicker': None, 'content_kicker': None, 'print_headline': 'MINNIE PALMER IN COMIC OPERA.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",1890-10-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/15a3cd90-6eb5-5f7a-804e-c1a7e9ccfcc1,0,nyt://article/15a3cd90-6eb5-5f7a-804e-c1a7e9ccfcc1,
"Cruttenden, A.",https://www.nytimes.com/1890/10/01/archives/murdered-in-mexico-a-buffalo-man-killed-and-his-friend-severely.html,"Cruttenden, A.",,,1,The New York Times,[],"{'main': 'MURDERED IN MEXICO.; A BUFFALO MAN KILLED AND HIS FRIEND SEVERELY INJURED.', 'kicker': None, 'content_kicker': None, 'print_headline': 'MURDERED IN MEXICO.; A BUFFALO MAN KILLED AND HIS FRIEND SEVERELY INJURED.', 'name': None, 'seo': None, 'sub': None}",[],1890-10-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/16e447e3-921f-51a9-8865-0061a02e984e,0,nyt://article/16e447e3-921f-51a9-8865-0061a02e984e,
,https://www.nytimes.com/1890/10/01/archives/three-years-for-carelessness.html,,,,1,The New York Times,[],"{'main': 'THREE YEARS FOR CARELESSNESS.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'THREE YEARS FOR CARELESSNESS.', 'name': None, 'seo': None, 'sub': None}",[],1890-10-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1d0e97df-1fb3-5328-8533-c85629304cce,0,nyt://article/1d0e97df-1fb3-5328-8533-c85629304cce,
