abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,subsection_name
,https://www.nytimes.com/1891/06/01/archives/editorial-article-4-no-title.html,,,,4,The New York Times,[],"{'main': 'Editorial Article 4 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Editorial Article 4 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1891-06-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/005c9601-a914-5755-a681-71a2727b1546,0,nyt://article/005c9601-a914-5755-a681-71a2727b1546,
,https://www.nytimes.com/1891/06/01/archives/front-page-3-no-title.html,,,,1,The New York Times,[],"{'main': 'Front Page 3 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Front Page 3 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1891-06-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/074889c9-3890-5fbe-9f42-d11a6e5e1096,0,nyt://article/074889c9-3890-5fbe-9f42-d11a6e5e1096,
Republican State League of Clubs President Stuart Retires,https://www.nytimes.com/1891/06/01/archives/republicans-at-odds-the-color-line-causes-trouble-in-the.html,Republican State League of Clubs President Stuart Retires,,,5,The New York Times,[],"{'main': 'REPUBLICANS AT ODDS.; THE COLOR LINE CAUSES TROUBLE IN THE PENNSYLVANIA LEAGUE.', 'kicker': None, 'content_kicker': None, 'print_headline': 'REPUBLICANS AT ODDS.; THE COLOR LINE CAUSES TROUBLE IN THE PENNSYLVANIA LEAGUE.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Pennsylvania', 'rank': 1, 'major': 'N'}]",1891-06-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/08463af4-5b81-56c6-83fc-01b28849d9eb,0,nyt://article/08463af4-5b81-56c6-83fc-01b28849d9eb,
,https://www.nytimes.com/1891/06/01/archives/the-newark-does-good-work-her-trial-trip-proves-satisfactory-in.html,,,,1,The New York Times,[],"{'main': 'THE NEWARK DOES GOOD WORK.; HER TRIAL TRIP PROVES SATISFACTORY IN EVERY PARTICULAR.', 'kicker': None, 'content_kicker': None, 'print_headline': 'THE NEWARK DOES GOOD WORK.; HER TRIAL TRIP PROVES SATISFACTORY IN EVERY PARTICULAR.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'United States Navy', 'rank': 1, 'major': 'N'}]",1891-06-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0e87f754-55e6-53e1-9a70-ca45b8295e03,0,nyt://article/0e87f754-55e6-53e1-9a70-ca45b8295e03,
Suicide,https://www.nytimes.com/1891/06/01/archives/an-old-minstrels-suicide.html,Suicide,,,5,The New York Times,[],"{'main': ""AN OLD MINSTREL'S SUICIDE."", 'kicker': None, 'content_kicker': None, 'print_headline': ""AN OLD MINSTREL'S SUICIDE."", 'name': None, 'seo': None, 'sub': None}",[],1891-06-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1134d025-3562-5944-a458-5a89bcac4a4e,0,nyt://article/1134d025-3562-5944-a458-5a89bcac4a4e,
"Harte, B.; ""A Sappho of Green Springs and other Stories""",https://www.nytimes.com/1891/06/01/archives/new-books.html,"Harte, B.; ""A Sappho of Green Springs and other Stories""",,,3,The New York Times,[],"{'main': 'NEW BOOKS.', 'kicker': None, 'content_kicker': None, 'print_headline': 'NEW BOOKS.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Reviews', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 4, 'major': 'N'}]",1891-06-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/135becf2-c916-5dc7-9d85-b36fe8027080,0,nyt://article/135becf2-c916-5dc7-9d85-b36fe8027080,
,https://www.nytimes.com/1891/06/01/archives/newjerseys-autocrat-gov-abbett-complete-master-of-the-state.html,,,,3,The New York Times,[],"{'main': ""NEW-JERSEY'S AUTOCRAT; GOV. ABBETT COMPLETE MASTER OF THE STATE. EXTRAORDINARY POWERS CONFERRED ON HIM BY THE RECENT LEGISLATURE -- A SINGULAR EXPONENT OF DEMOCRATIC HOME RULE."", 'kicker': None, 'content_kicker': None, 'print_headline': ""NEW-JERSEY'S AUTOCRAT; GOV. ABBETT COMPLETE MASTER OF THE STATE. EXTRAORDINARY POWERS CONFERRED ON HIM BY THE RECENT LEGISLATURE -- A SINGULAR EXPONENT OF DEMOCRATIC HOME RULE."", 'name': None, 'seo': None, 'sub': None}",[],1891-06-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1542cbe5-2df5-554b-90d8-e33e1731f3b1,0,nyt://article/1542cbe5-2df5-554b-90d8-e33e1731f3b1,
,https://www.nytimes.com/1891/06/01/archives/cattle-traffic-with-england.html,,,,1,The New York Times,[],"{'main': 'CATTLE TRAFFIC WITH ENGLAND.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'CATTLE TRAFFIC WITH ENGLAND.', 'name': None, 'seo': None, 'sub': None}",[],1891-06-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1942cfc7-89ee-547b-b42b-1225085266a9,0,nyt://article/1942cfc7-89ee-547b-b42b-1225085266a9,
,https://www.nytimes.com/1891/06/01/archives/victoria-sealers-object.html,,,,1,The New York Times,[],"{'main': 'VICTORIA SEALERS OBJECT.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'VICTORIA SEALERS OBJECT.', 'name': None, 'seo': None, 'sub': None}",[],1891-06-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1abe3f8b-7777-52d2-ae7c-267d09e2a7de,0,nyt://article/1abe3f8b-7777-52d2-ae7c-267d09e2a7de,
,https://www.nytimes.com/1891/06/01/archives/king-milans-debts.html,,,,6,The New York Times,[],"{'main': ""KING MILAN'S DEBTS."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""KING MILAN'S DEBTS."", 'name': None, 'seo': None, 'sub': None}",[],1891-06-01 05:00:00+00:00,article,,Archives,"{'original': 'From the London Truth', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/1cadd9e5-26c3-5adb-8e92-8aa9db459ba7,0,nyt://article/1cadd9e5-26c3-5adb-8e92-8aa9db459ba7,
