abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,print_section
,https://www.nytimes.com/1853/01/01/archives/post-offices.html,,,5,The New York Times,[],"{'main': 'Post Offices.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Post Offices.', 'name': None, 'seo': None, 'sub': None}",[],1853-01-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/005f7481-a87f-5551-ae93-6233135e2181,0,nyt://article/005f7481-a87f-5551-ae93-6233135e2181,
,https://www.nytimes.com/1853/01/01/archives/financial.html,,,7,The New York Times,[],"{'main': 'FINANCIAL.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FINANCIAL.', 'name': None, 'seo': None, 'sub': None}",[],1853-01-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0846e697-f008-52ad-8868-8bd49e9f9743,0,nyt://article/0846e697-f008-52ad-8868-8bd49e9f9743,
,https://www.nytimes.com/1853/01/01/archives/newyork-city-the-president-of-the-board-of-alderman-ejected-from.html,,,6,The New York Times,[],"{'main': ""NEW-YORK CITY.; THE PRESIDENT OF THE BOARD OF ALDERMAN EJECTED FROM THE MAYOR'S OFFICE FOR INSULTING MAYOR KINGSLAND. VISIT OF BOYS TO THE TRACT HOUSE. APPOINTMENTS BY THE COUNTY CLERK AND COUNSEL TO THE CORPORATION. WATCH PRESENTAIION. FIRES. EMPLOYMENT PROCURED FOR EMIGRANTS. THE NEW SHERIFF AND HIS APPOINTMENTS. SUNDAY SCHOOL MEETING. BOARD OF ALBERHEN. THE MAYOR AT HOME ON NEW-YEAR'S DAY. BOARD OF ASSISTANTS SUPERIOR COURT. SUPREME COURT COURT CALENDAR"", 'kicker': '1', 'content_kicker': None, 'print_headline': ""NEW-YORK CITY.; THE PRESIDENT OF THE BOARD OF ALDERMAN EJECTED FROM THE MAYOR'S OFFICE FOR INSULTING MAYOR KINGSLAND. VISIT OF BOYS TO THE TRACT HOUSE. APPOINTMENTS BY THE COUNTY CLERK AND COUNSEL TO THE CORPORATION. WATCH PRESENTAIION. FIRES. EMPLOYMENT PROCURED FOR EMIGRANTS. THE NEW SHERIFF AND HIS APPOINTMENTS. SUNDAY SCHOOL MEETING. BOARD OF ALBERHEN. THE MAYOR AT HOME ON NEW-YEAR'S DAY. BOARD OF ASSISTANTS SUPERIOR COURT. SUPREME COURT COURT CALENDAR"", 'name': None, 'seo': None, 'sub': None}",[],1853-01-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/10e8f994-9315-5629-957b-9991a2aee4a1,0,nyt://article/10e8f994-9315-5629-957b-9991a2aee4a1,
,https://www.nytimes.com/1853/01/01/archives/article-9-no-title.html,,,4,The New York Times,[],"{'main': 'Article 9 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 9 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1853-01-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/166e18b9-429c-5f25-a4d3-c7f6157e9bbd,0,nyt://article/166e18b9-429c-5f25-a4d3-c7f6157e9bbd,
"JOHN W. WEEKE has been appointed Inspector of Hulle, and H. RENWICK Inspector of Bollers in New-York, by the Secretary of the Treasury. The following have been confirmed in the Senate: WM. R. SMITH, Collector, Galveston, vice JOHN B. ASHS, whose commission was revoked. FREDRICK L. HENNUP, appraiser for Philadelphia, Vice JOHN H. WITHERS removed.  ",https://www.nytimes.com/1853/01/01/archives/latest-intelligence-appointments-c.html,,,8,The New York Times,[],"{'main': 'LATEST INTELLIGENCE; Appointments, & c.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'LATEST INTELLIGENCE; Appointments, & c.', 'name': None, 'seo': None, 'sub': None}",[],1853-01-01T05:00:00+0000,article,None,Archives,"{'original': 'By Telegraph To the New-York Daily Times.special Dispatch To New-York Daily Times', 'person': [], 'organization': None}",Archives,nyt://article/1a480366-9ba7-5a38-a5a5-b61182dbca8d,0,nyt://article/1a480366-9ba7-5a38-a5a5-b61182dbca8d,
,https://www.nytimes.com/1853/01/01/archives/shipping-at-buenos-ayres.html,,,8,The New York Times,[],"{'main': 'Shipping at Buenos Ayres.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Shipping at Buenos Ayres.', 'name': None, 'seo': None, 'sub': None}",[],1853-01-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1c8ef15f-6972-5af2-b7ee-80469b615f57,0,nyt://article/1c8ef15f-6972-5af2-b7ee-80469b615f57,
"TO ALL WHOM IT MAY CONCERN. Satisfactory evidence having been exhibited to one that OLIVER O'DONNELL has been appointed Consul of Nicaragua for the port of Baltimore, in the State of Maryland, I do hereby recognize him as such, and declare him free to exercise and enjoy such functions, powers and privileges as are allowed to the Consuls of the most favored nations in the United States.  ",https://www.nytimes.com/1853/01/01/archives/official-millard-fillmore-president-of-the-united-states-of-america.html,,,5,The New York Times,[],"{'main': 'OFFICIAL.; Millard Fillmore, President of the United States of America.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'OFFICIAL.; Millard Fillmore, President of the United States of America.', 'name': None, 'seo': None, 'sub': None}",[],1853-01-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1defbca9-57e5-5609-b757-80903677178b,0,nyt://article/1defbca9-57e5-5609-b757-80903677178b,
Yanez resigns Foreign Portfolio,https://www.nytimes.com/1853/01/01/archives/important-from-mexicothetehnantepc-bouteanother-ministerial-crisis.html,Yanez resigns Foreign Portfolio,,8,The New York Times,[],"{'main': 'Important from Mexico--TheTehnantepc boute.--Another Ministerial Crisis.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Important from Mexico--TheTehnantepc boute.--Another Ministerial Crisis.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Mexico', 'rank': 1, 'major': 'N'}]",1853-01-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/215b182a-211a-599c-b34b-1a30b21c42ce,0,nyt://article/215b182a-211a-599c-b34b-1a30b21c42ce,
,https://www.nytimes.com/1853/01/01/archives/railroads.html,,,7,The New York Times,[],"{'main': 'RAILROADS.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'RAILROADS.', 'name': None, 'seo': None, 'sub': None}",[],1853-01-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/2f8fa1cc-d31f-5e2a-9ece-b897545a9484,0,nyt://article/2f8fa1cc-d31f-5e2a-9ece-b897545a9484,
"We continue our HISTORY OF 1852 in this morning's Times, We suspend the regular continuation of our political sketches of the several nations, in order to present a complete chronological summary of the events of the year,--including a list of the deaths of distinguished persons which have occurred within that period.  ",https://www.nytimes.com/1853/01/01/archives/article-1-no-title.html,,,4,The New York Times,[],"{'main': 'Article 1 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1853-01-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/336f4345-f8eb-57e9-9413-bbff61327c7b,0,nyt://article/336f4345-f8eb-57e9-9413-bbff61327c7b,
