abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,print_section
,https://www.nytimes.com/1903/04/01/archives/newark-methodist-conference-ten-years-for-girls-murder.html,,,4,The New York Times,[],"{'main': ""Newark Methodist Conference.; Ten Years for Girl's Murder."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""Newark Methodist Conference.; Ten Years for Girl's Murder."", 'name': None, 'seo': None, 'sub': None}",[],1903-04-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0101846e-8b43-52b5-a443-103914a22759,0,nyt://article/0101846e-8b43-52b5-a443-103914a22759,
,https://www.nytimes.com/1903/04/01/archives/in-continental-centres.html,,,11,The New York Times,[],"{'main': 'In Continental Centres.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'In Continental Centres.', 'name': None, 'seo': None, 'sub': None}",[],1903-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/027da2bf-1205-5f57-b995-99ae76585faa,0,nyt://article/027da2bf-1205-5f57-b995-99ae76585faa,
,https://www.nytimes.com/1903/04/01/archives/final-assessment-list-n0-rush-to-swear-off-on-the-last-day-amounts.html,,,5,The New York Times,[],"{'main': 'FINAL ASSESSMENT LIST; N0 Rush to ""Swear Off"" on the Last Day. Amounts of Personal Property on Which Wealthy Residents of the City Must Pay Taxes.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FINAL ASSESSMENT LIST; N0 Rush to ""Swear Off"" on the Last Day. Amounts of Personal Property on Which Wealthy Residents of the City Must Pay Taxes.', 'name': None, 'seo': None, 'sub': None}",[],1903-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/02fbd02e-5add-55f2-b5b4-330968391220,0,nyt://article/02fbd02e-5add-55f2-b5b4-330968391220,
"BOSTON, March 31 -- The money market continues quiet and unchanged. The demand is not great and banks are not eager to put out funds. Call loans, 5 @ 6 per cent.; time loans on collateral, 5 @ 6 per cent.; time loans on Mercantile paper, 5 1/2 @ 6 per cent.; Clearing House loans, 4 1/2 per cent.; New York funds, 10 cents discount.  ",https://www.nytimes.com/1903/04/01/archives/boston-stock-market.html,,,11,The New York Times,[],"{'main': 'BOSTON STOCK MARKET.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'BOSTON STOCK MARKET.', 'name': None, 'seo': None, 'sub': None}",[],1903-04-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0313d449-3eba-5aaf-bf6b-6cf2f98ea75e,0,nyt://article/0313d449-3eba-5aaf-bf6b-6cf2f98ea75e,
"PHILADELPHIA, March 31 -- Bishop Whitaker, in speaking of the controversy which has been aroused by the utterances credited to the Rev. W.S. Rainsford of New York at St. Stephen's Church in this city, said to-day that if a stenographic report of the remarks had been made he would like to see it, after which he would be prepared to discuss the subject.  ",https://www.nytimes.com/1903/04/01/archives/dr-rainsfords-orthodoxy-bishop-whitaker-refuses-to-discuss-the.html,,,4,The New York Times,[],"{'main': ""DR. RAINSFORD'S ORTHODOXY.; Bishop Whitaker Refuses to Discuss the Subject -- The Church Standard's Comment."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""DR. RAINSFORD'S ORTHODOXY.; Bishop Whitaker Refuses to Discuss the Subject -- The Church Standard's Comment."", 'name': None, 'seo': None, 'sub': None}",[],1903-04-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/066f315b-632b-55f2-aada-d231f466b4ae,0,nyt://article/066f315b-632b-55f2-aada-d231f466b4ae,
Vienna ballet quarrel,https://www.nytimes.com/1903/04/01/archives/dangers-at-daggers-points-russian-and-italian-rivals-cause-lively.html,Vienna ballet quarrel,,9,The New York Times,[],"{'main': ""DANGERS AT DAGGERS' POINTS.; Russian and Italian Rivals Cause Lively Demonstration at Vienna Opera House."", 'kicker': None, 'content_kicker': None, 'print_headline': ""DANGERS AT DAGGERS' POINTS.; Russian and Italian Rivals Cause Lively Demonstration at Vienna Opera House."", 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Vienna', 'rank': 1, 'major': 'N'}]",1903-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/069f6159-ec5f-51c3-b4e9-98b9b7b128ef,0,nyt://article/069f6159-ec5f-51c3-b4e9-98b9b7b128ef,
,https://www.nytimes.com/1903/04/01/archives/bullion-and-mining.html,,,11,The New York Times,[],"{'main': 'BULLION AND MINING.', 'kicker': '2', 'content_kicker': None, 'print_headline': 'BULLION AND MINING.', 'name': None, 'seo': None, 'sub': None}",[],1903-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/074d1752-9e54-5990-a5b3-5fd23276f252,0,nyt://article/074d1752-9e54-5990-a5b3-5fd23276f252,
American Co. report,https://www.nytimes.com/1903/04/01/archives/american-telephone-meeting-war-on-bucket-shops-general-electric.html,American Co. report,,11,The New York Times,[],"{'main': 'AMERICAN TELEPHONE MEETING.; WAR ON BUCKET SHOPS. GENERAL ELECTRIC. APRIL DISBURSEMENTS. TRANSACTIONS IN MARCH. GENERAL BUSINESS ITEMS. MONEY AND EXCHANGE.', 'kicker': None, 'content_kicker': None, 'print_headline': 'AMERICAN TELEPHONE MEETING.; WAR ON BUCKET SHOPS. GENERAL ELECTRIC. APRIL DISBURSEMENTS. TRANSACTIONS IN MARCH. GENERAL BUSINESS ITEMS. MONEY AND EXCHANGE.', 'name': None, 'seo': None, 'sub': None}",[],1903-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/099374a8-e623-5c51-b5f5-af32e0093747,0,nyt://article/099374a8-e623-5c51-b5f5-af32e0093747,
"Savoff, Min. of War",https://www.nytimes.com/1903/04/01/archives/bulgarias-new-war-minister.html,"Savoff, Min. of War",,9,The New York Times,[],"{'main': ""Bulgaria's New War Minister."", 'kicker': None, 'content_kicker': None, 'print_headline': ""Bulgaria's New War Minister."", 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Bulgaria', 'rank': 1, 'major': 'N'}]",1903-04-01T05:00:00+0000,article,None,Archives,"{'original': 'LONDON TIMES -- NEW YORK TIMES Special Cablegram', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/09a83a23-d3ab-5c67-8fdb-01626d1df733,0,nyt://article/09a83a23-d3ab-5c67-8fdb-01626d1df733,
,https://www.nytimes.com/1903/04/01/archives/noah-rabys-131st-birthday.html,,,2,The New York Times,[],"{'main': ""Noah Raby's 131st Birthday."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""Noah Raby's 131st Birthday."", 'name': None, 'seo': None, 'sub': None}",[],1903-04-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0b6c6b05-a528-5787-89c4-0951b7a975d1,0,nyt://article/0b6c6b05-a528-5787-89c4-0951b7a975d1,
