abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,subsection_name
,https://www.nytimes.com/1856/03/01/archives/assault-upon-the-editor-of-the-chicago-journal.html,,,,4.0,The New York Times,[],"{'main': 'Assault upon the Editor of the Chicago Journal.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Assault upon the Editor of the Chicago Journal.', 'name': None, 'seo': None, 'sub': None}",[],1856-03-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/07d0763c-e837-5fba-aa87-9b7739e4827d,0,nyt://article/07d0763c-e837-5fba-aa87-9b7739e4827d,
,https://www.nytimes.com/1856/03/01/archives/paul-julien.html,,,,4.0,The New York Times,[],"{'main': 'Paul Julien.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Paul Julien.', 'name': None, 'seo': None, 'sub': None}",[],1856-03-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0adddf78-bdfa-5806-8bcb-8adb96db90a8,0,nyt://article/0adddf78-bdfa-5806-8bcb-8adb96db90a8,
,https://www.nytimes.com/1856/03/01/archives/telegraphic-cables-across-the-mississippi-carried-away.html,,,,4.0,The New York Times,[],"{'main': 'Telegraphic Cables Across the Mississippi Carried Away.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Telegraphic Cables Across the Mississippi Carried Away.', 'name': None, 'seo': None, 'sub': None}",[],1856-03-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0f8438a5-34ab-5073-81f6-b005b9c13690,0,nyt://article/0f8438a5-34ab-5073-81f6-b005b9c13690,
,https://www.nytimes.com/1856/03/01/archives/religious-notices.html,,,,5.0,The New York Times,[],"{'main': 'RELIGIOUS . NOTICES.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'RELIGIOUS . NOTICES.', 'name': None, 'seo': None, 'sub': None}",[],1856-03-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/23fcc59e-7f58-5847-84c0-b8e25c865e16,0,nyt://article/23fcc59e-7f58-5847-84c0-b8e25c865e16,
Speech at KN Ratification Meeting,https://www.nytimes.com/1856/03/01/archives/fillmore-and-donelson-a-flag-and-a-base-drum-but-no-spread-eagle-a.html,Speech at KN Ratification Meeting,,,1.0,The New York Times,[],"{'main': 'FILLMORE AND DONELSON.; A FLAG AND A BASE DRUM, BUT NO SPREAD EAGLE A FEW REPUBIATIONS. Speeches by Messrs. Bilbo, Jones, Burton, Cushing, and Others. Andrew Jackson Donelson Defines his Position. HON. J.N. REVNOLDS ADDRESS. Know-Nothing Ratification Meeting. Twelfth-Section Sam and Rip Van Winkle in the Tabernacle.', 'kicker': None, 'content_kicker': None, 'print_headline': 'FILLMORE AND DONELSON.; A FLAG AND A BASE DRUM, BUT NO SPREAD EAGLE A FEW REPUBIATIONS. Speeches by Messrs. Bilbo, Jones, Burton, Cushing, and Others. Andrew Jackson Donelson Defines his Position. HON. J.N. REVNOLDS ADDRESS. Know-Nothing Ratification Meeting. Twelfth-Section Sam and Rip Van Winkle in the Tabernacle.', 'name': None, 'seo': None, 'sub': None}",[],1856-03-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/24120d82-015b-5bc2-a94c-16358c347f20,0,nyt://article/24120d82-015b-5bc2-a94c-16358c347f20,
,https://www.nytimes.com/1856/03/01/archives/latest-intelligence-the-central-american-difficulties-interesting.html,,,,4.0,The New York Times,[],"{'main': ""LATEST INTELLIGENCE.; THE CENTRAL AMERICAN DIFFICULTIES. INTERESTING FROM WASHINGTON. By Telegraph to the New-York Daily Times. [The Magnetic Telegraph Co's Offices--No. 5 Hanorer-st., and No. 181 Broadway.]"", 'kicker': '1', 'content_kicker': None, 'print_headline': ""LATEST INTELLIGENCE.; THE CENTRAL AMERICAN DIFFICULTIES. INTERESTING FROM WASHINGTON. By Telegraph to the New-York Daily Times. [The Magnetic Telegraph Co's Offices--No. 5 Hanorer-st., and No. 181 Broadway.]"", 'name': None, 'seo': None, 'sub': None}",[],1856-03-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/25827375-104e-54c6-a5a1-5c7b35ec0bbc,0,nyt://article/25827375-104e-54c6-a5a1-5c7b35ec0bbc,
,https://www.nytimes.com/1856/03/01/archives/warlike-from-washington.html,,,,4.0,The New York Times,[],"{'main': 'Warlike from Washington.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Warlike from Washington.', 'name': None, 'seo': None, 'sub': None}",[],1856-03-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/2bd06d1b-3767-5c3b-98b6-0159cdff2a97,0,nyt://article/2bd06d1b-3767-5c3b-98b6-0159cdff2a97,
"We have had some military performance in the past week given to illustrate our advance in the noble art and science of war. On the 17th, Gen. ANDRA ordered a regular training, and a military ""break-down"" in the old-fashioned ""sham fight"" order--the volunteers for the sport, arrayed in opposition to the Queen's soldiers, whom they were to conquer--and they did it most gallantly, led on by the brave Colonel Commandant Jose MARIA MORALES.  ",https://www.nytimes.com/1856/03/01/archives/affairs-in-havana-soldier-killed-on-military-paradedesperate-right.html,,,,8.0,The New York Times,[],"{'main': 'AFFAIRS IN HAVANA.; Soldier Killed on Military Parade--Desperate right on board a Schooner--Business, &c.c.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'AFFAIRS IN HAVANA.; Soldier Killed on Military Parade--Desperate right on board a Schooner--Business, &c.c.', 'name': None, 'seo': None, 'sub': None}",[],1856-03-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/34ee5c33-cd60-5377-8fb6-bb48d97fad05,0,nyt://article/34ee5c33-cd60-5377-8fb6-bb48d97fad05,
Steamer Pacific,https://www.nytimes.com/1856/03/01/archives/one-week-later-from-europe-cotton-active-and-higherbreadstuffs.html,Steamer Pacific,,,4.0,The New York Times,[],"{'main': 'ONE WEEK LATER FROM EUROPE.; Cotton Active and Higher--Breadstuffs Lower, Consols 90 1-4 a 90 3-8. [By the House Printing Telegraph--Office 31 Wall-st. THE PEACE CONGRESS. IMPORTANT IN RELATION TO THE PACIFIC. ARRIVAL OF THE AMERICA AT HALIFAX. New Dutch Treaty with the Japanese. Continued Excitement in England Regarding American Affairs. IMPORTANT DEBATE IN THE HOUSE OF COMMONS.', 'kicker': None, 'content_kicker': None, 'print_headline': 'ONE WEEK LATER FROM EUROPE.; Cotton Active and Higher--Breadstuffs Lower, Consols 90 1-4 a 90 3-8. [By the House Printing Telegraph--Office 31 Wall-st. THE PEACE CONGRESS. IMPORTANT IN RELATION TO THE PACIFIC. ARRIVAL OF THE AMERICA AT HALIFAX. New Dutch Treaty with the Japanese. Continued Excitement in England Regarding American Affairs. IMPORTANT DEBATE IN THE HOUSE OF COMMONS.', 'name': None, 'seo': None, 'sub': None}",[],1856-03-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/42e7ae60-3209-5993-baa7-178a65ccc17e,0,nyt://article/42e7ae60-3209-5993-baa7-178a65ccc17e,
,https://www.nytimes.com/1856/03/01/archives/special-notices.html,,,,5.0,The New York Times,[],"{'main': 'SPECIAL NOTICES.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'SPECIAL NOTICES.', 'name': None, 'seo': None, 'sub': None}",[],1856-03-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/471a685a-1b78-5dc7-b969-d535935ff2b3,0,nyt://article/471a685a-1b78-5dc7-b969-d535935ff2b3,
