abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri
"A recent editorial article in THE TIMES'S SATURDAY REVIEW expressed the opinion that Mr. Kipling, in addition to his other great services to literature, had also filled the useful role of interpreter of the Americans to the peoples beyond the sea. It seems to me that this claim can hardly be substantiated.  ",https://www.nytimes.com/1899/04/01/archives/iii-his-allusions-to-america.html,,,SATURDAY,218,The New York Times,[],"{'main': 'III. HIS ALLUSIONS TO AMERICA.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'III. HIS ALLUSIONS TO AMERICA.', 'name': None, 'seo': None, 'sub': None}",[],1899-04-01T05:00:00+0000,article,None,Archives,"{'original': 'CHARLES A. MEAD', 'person': [{'firstname': 'Charles', 'middlename': 'A.', 'lastname': 'MEAD', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/019d28e6-deac-5823-a7e0-e45a8361d432,0,nyt://article/019d28e6-deac-5823-a7e0-e45a8361d432
Pipes and Wires in Subway Opposed by Controller Coler; Perpetual Franchise Opposed by C. S. Smith,https://www.nytimes.com/1899/04/01/archives/rapid-transits-outlook-mr-coler-opposed-to-privilege-to-string.html,Pipes and Wires in Subway Opposed by Controller Coler; Perpetual Franchise Opposed by C. S. Smith,,,7,The New York Times,[],"{'main': ""RAPID TRANSIT'S OUTLOOK; Mr. Coler Opposed to Privilege to String Pipes In the Tunnel. ESSENTIAL SAY THE BIDDERS The Commissioners Want to Know What Financial Backing the Offer Made by Bert Reiss Has."", 'kicker': None, 'content_kicker': None, 'print_headline': ""RAPID TRANSIT'S OUTLOOK; Mr. Coler Opposed to Privilege to String Pipes In the Tunnel. ESSENTIAL SAY THE BIDDERS The Commissioners Want to Know What Financial Backing the Offer Made by Bert Reiss Has."", 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}]",1899-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/02968759-d56d-59bd-87fe-fee2a0233cdc,0,nyt://article/02968759-d56d-59bd-87fe-fee2a0233cdc
Boston Clearing House Association; Banks' Country Checks; Collection Rule,https://www.nytimes.com/1899/04/01/archives/country-checks-in-boston-plan-proposed-by-the-clearing-house.html,Boston Clearing House Association; Banks' Country Checks; Collection Rule,,,9,The New York Times,[],"{'main': 'COUNTRY CHECKS IN BOSTON.; Plan Proposed by the Clearing House Association.', 'kicker': None, 'content_kicker': None, 'print_headline': 'COUNTRY CHECKS IN BOSTON.; Plan Proposed by the Clearing House Association.', 'name': None, 'seo': None, 'sub': None}",[],1899-04-01T05:00:00+0000,article,None,Archives,"{'original': 'From The Boston Transcript, March 30', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'March', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}], 'organization': None}",Archives,nyt://article/02cf3059-10ff-5d28-87ab-1dc42a234e8b,0,nyt://article/02cf3059-10ff-5d28-87ab-1dc42a234e8b
,https://www.nytimes.com/1899/04/01/archives/bills-passed-yesterday.html,,,,3,The New York Times,[],"{'main': 'Bills Passed Yesterday.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Bills Passed Yesterday.', 'name': None, 'seo': None, 'sub': None}",[],1899-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/04669d31-05dd-5ad8-b334-8f16ff2ed759,0,nyt://article/04669d31-05dd-5ad8-b334-8f16ff2ed759
,https://www.nytimes.com/1899/04/01/archives/legal-notes.html,,,,12,The New York Times,[],"{'main': 'LEGAL NOTES.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'LEGAL NOTES.', 'name': None, 'seo': None, 'sub': None}",[],1899-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/04f400fc-cc4a-574f-be34-c148f10f964d,0,nyt://article/04f400fc-cc4a-574f-be34-c148f10f964d
,https://www.nytimes.com/1899/04/01/archives/mr-frohmans-london-plans.html,,,,6,The New York Times,[],"{'main': ""Mr. Frohman's London Plans."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""Mr. Frohman's London Plans."", 'name': None, 'seo': None, 'sub': None}",[],1899-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/05e421d4-187d-582c-8c23-0e27a0bf5188,0,nyt://article/05e421d4-187d-582c-8c23-0e27a0bf5188
,https://www.nytimes.com/1899/04/01/archives/carlist-rising-in-spain-one-expected-after-easter-and-reserves.html,,,,1,The New York Times,[],"{'main': 'CARLIST RISING IN SPAIN.; One Expected After Easter and Reserves Called Out. ', 'kicker': '1', 'content_kicker': None, 'print_headline': 'CARLIST RISING IN SPAIN.; One Expected After Easter and Reserves Called Out. ', 'name': None, 'seo': None, 'sub': None}",[],1899-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/06267a73-2597-56cc-8275-264ac9865ba9,0,nyt://article/06267a73-2597-56cc-8275-264ac9865ba9
Arrested; Cousinship to R. Croker Denied,https://www.nytimes.com/1899/04/01/archives/she-used-crokers-name-police-lenient-with-mrs-lockwood-who-danced.html,Arrested; Cousinship to R. Croker Denied,,,7,The New York Times,[],"{'main': ""SHE USED CROKER'S NAME; Police Lenient with Mrs. Lockwood, Who Danced in the Street. MAGISTRATE POOL FREED HER He Denounced the Arrest of Her and Stunham -- The Rev. Dr. Peters Upheld Patrolman Newman."", 'kicker': None, 'content_kicker': None, 'print_headline': ""SHE USED CROKER'S NAME; Police Lenient with Mrs. Lockwood, Who Danced in the Street. MAGISTRATE POOL FREED HER He Denounced the Arrest of Her and Stunham -- The Rev. Dr. Peters Upheld Patrolman Newman."", 'name': None, 'seo': None, 'sub': None}",[],1899-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/08033834-be78-5355-bf03-a912b97c5fb3,0,nyt://article/08033834-be78-5355-bf03-a912b97c5fb3
"CHICAGO, March 31. -- The Directors of the South Side Elevated Railroad Company to-day declared a dividend of 1 per cent. upon its capital stock for the four months ending ending April 30, 1899. This puts the stock upon a 3 per cent. dividend basis. The dividend is payable May 1 to stockholders of record April 20.  ",https://www.nytimes.com/1899/04/01/archives/news-of-the-railroads-chicago-elevated-dividend-south-side-company.html,,,,7,The New York Times,[],"{'main': 'NEWS OF THE RAILROADS.; CHICAGO ELEVATED DIVIDEND. South Side Company Now Paying Three Per Cent. Annually. ', 'kicker': '1', 'content_kicker': None, 'print_headline': 'NEWS OF THE RAILROADS.; CHICAGO ELEVATED DIVIDEND. South Side Company Now Paying Three Per Cent. Annually. ', 'name': None, 'seo': None, 'sub': None}",[],1899-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/09e34bea-7e39-56df-ba81-8089cbc17cbc,0,nyt://article/09e34bea-7e39-56df-ba81-8089cbc17cbc
,https://www.nytimes.com/1899/04/01/archives/edward-fitzgeralds-reward.html,,,SATURDAY,216,The New York Times,[],"{'main': ""Edward Fitzgerald's Reward."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""Edward Fitzgerald's Reward."", 'name': None, 'seo': None, 'sub': None}",[],1899-04-01T05:00:00+0000,article,None,Archives,"{'original': 'From The Pall Mall Gazette', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0af5af27-bc42-5e5f-a79d-d44fc99bf1e9,0,nyt://article/0af5af27-bc42-5e5f-a79d-d44fc99bf1e9
"I am sorry to see from letters in your SATURDAY REVIEW that there are some ladies who do not like our friend Rudyard Kipling. From the letter of one lady I infer that she is inclined to think that Kipling is himself ""The White Man's Burden."" The true greatness of Kipling she evidently overlooks in a search for his literary merits.  ",https://www.nytimes.com/1899/04/01/archives/v-his-work-and-mission.html,,,SATURDAY,218,The New York Times,[],"{'main': 'V. HIS WORK AND MISSION.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'V. HIS WORK AND MISSION.', 'name': None, 'seo': None, 'sub': None}",[],1899-04-01T05:00:00+0000,article,None,Archives,"{'original': 'W.H. BARLOW', 'person': [{'firstname': 'W.', 'middlename': 'H.', 'lastname': 'BARLOW', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0afab1f5-1a42-5228-9ff9-53ce866cc274,0,nyt://article/0afab1f5-1a42-5228-9ff9-53ce866cc274
"Of course, every journal of repute now has its Kipling Department, and one publisher has gone so far as to print periodically a Kipling court circular. And all are now overflowing with praise and thanksgiving for Kipling's recovery from his recent dangerous illness. To these expressions I add my hearty ""Amen"" and ""God be praised,"" but only in so far as it concerns the saving of a loving and beloved father to his family.  ",https://www.nytimes.com/1899/04/01/archives/vi-rudyardphobia.html,,,SATURDAY,218,The New York Times,[],"{'main': 'VI. ""RUDYARDPHOBIA.""', 'kicker': '1', 'content_kicker': None, 'print_headline': 'VI. ""RUDYARDPHOBIA.""', 'name': None, 'seo': None, 'sub': None}",[],1899-04-01T05:00:00+0000,article,None,Archives,"{'original': 'WILBUR M. STONE', 'person': [{'firstname': 'Wilbur', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0c2b7f9b-6f3a-5e44-b542-7f6fcf2f4ba6,0,nyt://article/0c2b7f9b-6f3a-5e44-b542-7f6fcf2f4ba6
Bankruptcy,https://www.nytimes.com/1899/04/01/archives/police-bill-not-dead-opposition-of-willis-and-wilcox-said-to-be.html,Bankruptcy,,,3,The New York Times,[],"{'main': 'POLICE BILL NOT DEAD?; Opposition of Willis and Wilcox Said to be Wavering. PRESSURE EXERTED BY PLATT The Senator Believed to Have Succeeded in His Championship of the ""Single-Headed"" Measure.', 'kicker': None, 'content_kicker': None, 'print_headline': 'POLICE BILL NOT DEAD?; Opposition of Willis and Wilcox Said to be Wavering. PRESSURE EXERTED BY PLATT The Senator Believed to Have Succeeded in His Championship of the ""Single-Headed"" Measure.', 'name': None, 'seo': None, 'sub': None}",[],1899-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/11a68068-2688-5221-abbe-6b254717e1f7,0,nyt://article/11a68068-2688-5221-abbe-6b254717e1f7
Spring Exhibition; Cuts,https://www.nytimes.com/1899/04/01/archives/the-week-in-art-spring-academy-exhibition.html,Spring Exhibition; Cuts,,BR,224,The New York Times,[],"{'main': 'THE WEEK IN ART.; Spring Academy Exhibition.', 'kicker': None, 'content_kicker': None, 'print_headline': 'THE WEEK IN ART.; Spring Academy Exhibition.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'National Academy of Design', 'rank': 1, 'major': 'N'}]",1899-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/159ae711-ebd8-5ac3-9a28-ea3159393563,0,nyt://article/159ae711-ebd8-5ac3-9a28-ea3159393563
"Parsons, F. T.; ""How to Know the Ferns""",https://www.nytimes.com/1899/04/01/archives/ferns-mrs-parsons-formerly-mrs-dana-writes-a-book-telling-how-to.html,"Parsons, F. T.; ""How to Know the Ferns""",,BR,212,The New York Times,[],"{'main': 'FERNS.; Mrs. Parsons (formerly Mrs. Dana,) Writes a Book Telling How to Know Them.*', 'kicker': None, 'content_kicker': None, 'print_headline': 'FERNS.; Mrs. Parsons (formerly Mrs. Dana,) Writes a Book Telling How to Know Them.*', 'name': None, 'seo': None, 'sub': None}",[],1899-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/181ed403-c5cd-5f50-a481-9a0ba48b7cb4,0,nyt://article/181ed403-c5cd-5f50-a481-9a0ba48b7cb4
,https://www.nytimes.com/1899/04/01/archives/treasury-surplus-in-march.html,,,,9,The New York Times,[],"{'main': 'TREASURY SURPLUS IN MARCH.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'TREASURY SURPLUS IN MARCH.', 'name': None, 'seo': None, 'sub': None}",[],1899-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/19ab69f6-749f-5a74-aee2-aef8bd31570f,0,nyt://article/19ab69f6-749f-5a74-aee2-aef8bd31570f
"WASHINGTON, March 31. -- The following list of casualties has been received from Gen. Otis under to-day's date:  ",https://www.nytimes.com/1899/04/01/archives/the-casualty-list-filipinos-big-army-broken-and-fleeing.html,,,,1,The New York Times,[],"{'main': 'THE CASUALTY LIST.; FILIPINOS BIG ARMY BROKEN AND FLEEING', 'kicker': '2', 'content_kicker': None, 'print_headline': 'THE CASUALTY LIST.; FILIPINOS BIG ARMY BROKEN AND FLEEING', 'name': None, 'seo': None, 'sub': None}",[],1899-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1a1733b6-1d79-5681-9e9a-6b26837351a8,0,nyt://article/1a1733b6-1d79-5681-9e9a-6b26837351a8
,https://www.nytimes.com/1899/04/01/archives/new-duty-for-gen-hc-merriam.html,,,,3,The New York Times,[],"{'main': 'New Duty for Gen. H.C. Merriam.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'New Duty for Gen. H.C. Merriam.', 'name': None, 'seo': None, 'sub': None}",[],1899-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1b0f4f31-8c28-5f95-af08-0029e39d448a,0,nyt://article/1b0f4f31-8c28-5f95-af08-0029e39d448a
,https://www.nytimes.com/1899/04/01/archives/obituary-2-no-title.html,,,,7,The New York Times,[],"{'main': 'Obituary 2 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Obituary 2 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1899-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1bd70035-e055-5ee2-8381-fc7153a5473b,0,nyt://article/1bd70035-e055-5ee2-8381-fc7153a5473b
Pamphlets Owned by British Museum; Extracts,https://www.nytimes.com/1899/04/01/archives/raphael-and-holbein-new-monographs-on-these-two-great-artists.html,Pamphlets Owned by British Museum; Extracts,,BR,211,The New York Times,[],"{'main': 'RAPHAEL AND HOLBEIN.; New Monographs on These Two Great Artists.', 'kicker': None, 'content_kicker': None, 'print_headline': 'RAPHAEL AND HOLBEIN.; New Monographs on These Two Great Artists.', 'name': None, 'seo': None, 'sub': None}",[],1899-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1cc6d6d6-3f95-52b3-ac4e-a5df6e435ae4,0,nyt://article/1cc6d6d6-3f95-52b3-ac4e-a5df6e435ae4
,https://www.nytimes.com/1899/04/01/archives/review-1-no-title.html,,,SATURDAY,209,The New York Times,[],"{'main': 'Review 1 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Review 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1899-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1d124e27-1e41-5c1d-8cd1-827b9fc63da1,0,nyt://article/1d124e27-1e41-5c1d-8cd1-827b9fc63da1
