abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,print_section
"Civil Service Law, (Brush;) New York City Water Supply Employe Removed; Reinstatement Suit; Appeals Court Opinion",https://www.nytimes.com/1899/03/01/archives/court-of-appeals-decisions-opinions-handed-down-construing-civil.html,"Civil Service Law, (Brush;) New York City Water Supply Employe Removed; Reinstatement Suit; Appeals Court Opinion",,5,The New York Times,[],"{'main': 'COURT OF APPEALS DECISIONS.; Opinions Handed Down Construing Civil Service Provisions.', 'kicker': None, 'content_kicker': None, 'print_headline': 'COURT OF APPEALS DECISIONS.; Opinions Handed Down Construing Civil Service Provisions.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'New York State', 'rank': 1, 'major': 'N'}]",1899-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/00d8f4f6-3378-5c0f-8bb9-984dcc7e6a4c,0,nyt://article/00d8f4f6-3378-5c0f-8bb9-984dcc7e6a4c,
,https://www.nytimes.com/1899/03/01/archives/new-rights-for-power-companies.html,,,4,The New York Times,[],"{'main': 'New Rights for Power Companies.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'New Rights for Power Companies.', 'name': None, 'seo': None, 'sub': None}",[],1899-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/01511b43-5709-57c0-ac44-a6d9b82e295a,0,nyt://article/01511b43-5709-57c0-ac44-a6d9b82e295a,
"WASHINGTON, Feb. 28. -- Another unsuccessful effort was made in the executive session of the Senate to-day to confirm the nominations advancing Admirals Sampson and Schley and other officers who participated in the Santiago campaign. This result was due to the objections of Senators Butler, (Pop., N.C.,) Pettigrew, (Sil., S.D.,) and Stewart, (Sil., Nev.,) who talked through the executive session, thus preventing the taking of a vote.  ",https://www.nytimes.com/1899/03/01/archives/admirals-not-confirmed-schleys-friends-prevent-a-vote-in-the-senate.html,,,5,The New York Times,[],"{'main': ""ADMIRALS NOT CONFIRMED; Schley's Friends Prevent a Vote in the Senate Executive Session. STILL OPPOSED TO SAMPSON Gorman, Wellington, Pettigrew, Butler, and Stewart the Champions of the Maryland Officer."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""ADMIRALS NOT CONFIRMED; Schley's Friends Prevent a Vote in the Senate Executive Session. STILL OPPOSED TO SAMPSON Gorman, Wellington, Pettigrew, Butler, and Stewart the Champions of the Maryland Officer."", 'name': None, 'seo': None, 'sub': None}",[],1899-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/019adb81-53b6-5b83-917d-3bc26e062df9,0,nyt://article/019adb81-53b6-5b83-917d-3bc26e062df9,
,https://www.nytimes.com/1899/03/01/archives/proposed-legislation-measures-introduced-yesterday-in-senate-and.html,,,4,The New York Times,[],"{'main': 'PROPOSED LEGISLATION.; Measures Introduced Yesterday in Senate and Assembly.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'PROPOSED LEGISLATION.; Measures Introduced Yesterday in Senate and Assembly.', 'name': None, 'seo': None, 'sub': None}",[],1899-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/02a89ebb-b2cc-54e7-aa95-8f838925bfe4,0,nyt://article/02a89ebb-b2cc-54e7-aa95-8f838925bfe4,
,https://www.nytimes.com/1899/03/01/archives/a-rival-to-the-steel-trust-ohio-combination-to-compete-with-the.html,,,1,The New York Times,[],"{'main': 'A RIVAL TO THE STEEL TRUST.; Ohio Combination to Compete with the National Steel Company. ', 'kicker': '1', 'content_kicker': None, 'print_headline': 'A RIVAL TO THE STEEL TRUST.; Ohio Combination to Compete with the National Steel Company. ', 'name': None, 'seo': None, 'sub': None}",[],1899-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/05af692a-ee36-5da4-8772-d0e80cd88f25,0,nyt://article/05af692a-ee36-5da4-8772-d0e80cd88f25,
Friendliness and Objects Should Be Explained to Filipinos,https://www.nytimes.com/1899/03/01/archives/reach-the-filipinos.html,Friendliness and Objects Should Be Explained to Filipinos,,6,The New York Times,[],"{'main': 'REACH THE FILIPINOS.', 'kicker': None, 'content_kicker': None, 'print_headline': 'REACH THE FILIPINOS.', 'name': None, 'seo': None, 'sub': None}",[],1899-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/090bc680-3c07-58a2-ab85-5e56241a2224,0,nyt://article/090bc680-3c07-58a2-ab85-5e56241a2224,
,https://www.nytimes.com/1899/03/01/archives/errazuriz-to-pierola-requests-a-conference-regarding-questions.html,,,7,The New York Times,[],"{'main': 'ERRAZURIZ TO PIEROLA.; Requests a Conference Regarding Questions Affecting Chile and Peru. ', 'kicker': '1', 'content_kicker': None, 'print_headline': 'ERRAZURIZ TO PIEROLA.; Requests a Conference Regarding Questions Affecting Chile and Peru. ', 'name': None, 'seo': None, 'sub': None}",[],1899-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0b4ea402-f7ac-5a22-b6e5-75498aa71c92,0,nyt://article/0b4ea402-f7ac-5a22-b6e5-75498aa71c92,
,https://www.nytimes.com/1899/03/01/archives/sagasta-offers-to-resign-romero-y-robledo-in-the-spanish-chamber.html,,,1,The New York Times,[],"{'main': 'SAGASTA OFFERS TO RESIGN?; Romero y Robledo, in the Spanish Chamber, Advocates Forming a New Liberal Cabinet.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'SAGASTA OFFERS TO RESIGN?; Romero y Robledo, in the Spanish Chamber, Advocates Forming a New Liberal Cabinet.', 'name': None, 'seo': None, 'sub': None}",[],1899-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0be68530-5992-5699-93fe-af8723858650,0,nyt://article/0be68530-5992-5699-93fe-af8723858650,
,https://www.nytimes.com/1899/03/01/archives/manila-casualty-report.html,,,2,The New York Times,[],"{'main': 'MANILA CASUALTY REPORT.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'MANILA CASUALTY REPORT.', 'name': None, 'seo': None, 'sub': None}",[],1899-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0de66a6a-35d2-551c-a0bb-cdd3372f6521,0,nyt://article/0de66a6a-35d2-551c-a0bb-cdd3372f6521,
,https://www.nytimes.com/1899/03/01/archives/marriage-announcement-1-no-title.html,,,7,The New York Times,[],"{'main': 'Marriage Announcement 1 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Marriage Announcement 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1899-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0e9ddc75-b067-5709-b36f-b642b9374353,0,nyt://article/0e9ddc75-b067-5709-b36f-b642b9374353,
,https://www.nytimes.com/1899/03/01/archives/obituary-1-no-title.html,,,7,The New York Times,[],"{'main': 'Obituary 1 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Obituary 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1899-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0eaf2288-de39-52b4-b215-6650328855c8,0,nyt://article/0eaf2288-de39-52b4-b215-6650328855c8,
,https://www.nytimes.com/1899/03/01/archives/the-starbuck-founders-wrecked-off-the-honduras-coast-no-lives-lost.html,,,7,The New York Times,[],"{'main': 'THE STARBUCK FOUNDERS.; Wrecked Off the Honduras Coast -- No Lives Lost.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'THE STARBUCK FOUNDERS.; Wrecked Off the Honduras Coast -- No Lives Lost.', 'name': None, 'seo': None, 'sub': None}",[],1899-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0f9fcd29-0652-5dad-b94a-e0d7ef17f4bd,0,nyt://article/0f9fcd29-0652-5dad-b94a-e0d7ef17f4bd,
,https://www.nytimes.com/1899/03/01/archives/williams-to-represent-massachusetts.html,,,1,The New York Times,[],"{'main': 'Williams to Represent Massachusetts.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Williams to Represent Massachusetts.', 'name': None, 'seo': None, 'sub': None}",[],1899-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1239657b-ded2-5e74-af74-84fc42134bf2,0,nyt://article/1239657b-ded2-5e74-af74-84fc42134bf2,
