abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri
,https://www.nytimes.com/1877/03/01/archives/editorial-article-2-no-title.html,,,4,The New York Times,[],"{'main': 'Editorial Article 2 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Editorial Article 2 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1877-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/02bd9b9d-0b51-5812-bbdc-7251b871a65c,0,nyt://article/02bd9b9d-0b51-5812-bbdc-7251b871a65c
,https://www.nytimes.com/1877/03/01/archives/married-en-route.html,,,3,The New York Times,[],"{'main': 'MARRIED EN ROUTE.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'MARRIED EN ROUTE.', 'name': None, 'seo': None, 'sub': None}",[],1877-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0306ce5b-c708-5437-aa4a-771a64a53170,0,nyt://article/0306ce5b-c708-5437-aa4a-771a64a53170
Investigation of Charges Against His Management of the Juvenile Guardian Society by the State Board of Charities,https://www.nytimes.com/1877/03/01/archives/the-juvenile-guardian-society-examination-of-the-last-witnesses.html,Investigation of Charges Against His Management of the Juvenile Guardian Society by the State Board of Charities,,2,The New York Times,[],"{'main': 'THE JUVENILE GUARDIAN SOCIETY.; EXAMINATION OF THE LAST WITNESSES YESTERDAY THE REPORT OF THE INVESTIGATING COMMITTEE TO BE MADE SOON.', 'kicker': None, 'content_kicker': None, 'print_headline': 'THE JUVENILE GUARDIAN SOCIETY.; EXAMINATION OF THE LAST WITNESSES YESTERDAY THE REPORT OF THE INVESTIGATING COMMITTEE TO BE MADE SOON.', 'name': None, 'seo': None, 'sub': None}",[],1877-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/03fb4acb-0dfa-572f-80a7-6596b1502a08,0,nyt://article/03fb4acb-0dfa-572f-80a7-6596b1502a08
,https://www.nytimes.com/1877/03/01/archives/editorial-article-3-no-title.html,,,4,The New York Times,[],"{'main': 'Editorial Article 3 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Editorial Article 3 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1877-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/06a7dfaf-7d50-526d-ae04-ee66eff47059,0,nyt://article/06a7dfaf-7d50-526d-ae04-ee66eff47059
"WASHINGTON, Feb. 28. The evening joint session, though brief, was the most interesting and exciting that has been held, and it was also attented with the most ridiculous and laughable incidents. In the first place, Jones, of Kentucky, who in his calmest moments has the appearance of being in a heated passion, objected in a funnily peremptory manner to going ...  ",https://www.nytimes.com/1877/03/01/archives/second-joint-session-of-the-day-another-indecorous-exhibition-by.html,,,1,The New York Times,[],"{'main': 'SECOND JOINT SESSION OF THE DAY.; ANOTHER INDECOROUS EXHIBITION BY THE MOUNTEBANK SPRINGER HEWITT AGAIN IN AN EQUIVOCAL POSITION A PACKAGE OF ""CERTIFICATES"" PRODUCED BY HIM AT A CRITICAL MOMENT, PURPORTING TO BE FROM VERMONT UTTER FAILURE OF THE TRICK.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'SECOND JOINT SESSION OF THE DAY.; ANOTHER INDECOROUS EXHIBITION BY THE MOUNTEBANK SPRINGER HEWITT AGAIN IN AN EQUIVOCAL POSITION A PACKAGE OF ""CERTIFICATES"" PRODUCED BY HIM AT A CRITICAL MOMENT, PURPORTING TO BE FROM VERMONT UTTER FAILURE OF THE TRICK.', 'name': None, 'seo': None, 'sub': None}",[],1877-03-01T05:00:00+0000,article,None,Archives,"{'original': 'Special Dispatch to the New-York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/07779e9e-9b3c-5441-8c18-67045c312e0e,0,nyt://article/07779e9e-9b3c-5441-8c18-67045c312e0e
License Fees of Street Railroads; Non-Collection of,https://www.nytimes.com/1877/03/01/archives/evading-licence-fees-most-of-the-street-railroad-companies.html,License Fees of Street Railroads; Non-Collection of,,8,The New York Times,[],"{'main': 'EVADING LICENCE FEES.; MOST OF THE STREET RAILROAD COMPANIES DISREGARDING THEIR OBLIGATIONS TO THE CITY.', 'kicker': None, 'content_kicker': None, 'print_headline': 'EVADING LICENCE FEES.; MOST OF THE STREET RAILROAD COMPANIES DISREGARDING THEIR OBLIGATIONS TO THE CITY.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}]",1877-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0965d4d0-0ccc-5805-82e0-65aa1231fad9,0,nyt://article/0965d4d0-0ccc-5805-82e0-65aa1231fad9
,https://www.nytimes.com/1877/03/01/archives/a-kidnapped-boy-found.html,,,5,The New York Times,[],"{'main': 'A KIDNAPPED BOY FOUND.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'A KIDNAPPED BOY FOUND.', 'name': None, 'seo': None, 'sub': None}",[],1877-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0d69e66b-7eb9-56a9-aa00-42cb6ed66941,0,nyt://article/0d69e66b-7eb9-56a9-aa00-42cb6ed66941
,https://www.nytimes.com/1877/03/01/archives/new-settlers-for-louisiana.html,,,3,The New York Times,[],"{'main': 'NEW SETTLERS FOR LOUISIANA.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'NEW SETTLERS FOR LOUISIANA.', 'name': None, 'seo': None, 'sub': None}",[],1877-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0e476ff3-aba4-5813-8dd4-94e83d1ad9d2,0,nyt://article/0e476ff3-aba4-5813-8dd4-94e83d1ad9d2
"Ratified by the Skuptschina, Which is Dissolved",https://www.nytimes.com/1877/03/01/archives/peace-for-turkey-and-servia-the-conditions-of-peace-ratified-by-the.html,"Ratified by the Skuptschina, Which is Dissolved",,5,The New York Times,[],"{'main': 'PEACE FOR TURKEY AND SERVIA.; THE CONDITIONS OF PEACE RATIFIED BY THE SERVIAN PARLIAMENT PROBABLE SIGNING OF THE TREATY BY TURKEY TO-DAY.', 'kicker': None, 'content_kicker': None, 'print_headline': 'PEACE FOR TURKEY AND SERVIA.; THE CONDITIONS OF PEACE RATIFIED BY THE SERVIAN PARLIAMENT PROBABLE SIGNING OF THE TREATY BY TURKEY TO-DAY.', 'name': None, 'seo': None, 'sub': None}",[],1877-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/14686521-011f-5b45-afb2-9e20bc3d49ac,0,nyt://article/14686521-011f-5b45-afb2-9e20bc3d49ac
Plans for the Musical Season,https://www.nytimes.com/1877/03/01/archives/miss-emma-thursby-probable-termination-of-her-engagement-with-the.html,Plans for the Musical Season,,5,The New York Times,[],"{'main': 'MISS EMMA THURSBY.; PROBABLE TERMINATION OF HER ENGAGEMENT WITH THE TRUSTEESS OF THEBROADWAY TABERNACLE HER DESIRETO VISIT EUROPE.', 'kicker': None, 'content_kicker': None, 'print_headline': 'MISS EMMA THURSBY.; PROBABLE TERMINATION OF HER ENGAGEMENT WITH THE TRUSTEESS OF THEBROADWAY TABERNACLE HER DESIRETO VISIT EUROPE.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'THURSBY, EMMA', 'rank': 1, 'major': 'N'}]",1877-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/147ad37c-f6d3-53bb-90b0-36c007111505,0,nyt://article/147ad37c-f6d3-53bb-90b0-36c007111505
