abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,print_section
"CONOVER. -- In this City, on Sunday, Jan. 1, GEORGE, son of George S. Conover, in the 22d year of his age.",https://www.nytimes.com/1860/01/02/archives/died.html,,"CONOVER. -- In this City, on Sunday, Jan. 1, GEORGE, son of George S. Conover, in the 22d year of his age.",5,The New York Times,[],"{'main': 'DIED.', 'kicker': None, 'content_kicker': None, 'print_headline': 'DIED.', 'name': None, 'seo': None, 'sub': None}",[],1860-01-02T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/029ab76f-81f7-59ff-8067-21207f4b430e,615,nyt://article/029ab76f-81f7-59ff-8067-21207f4b430e,
"AUGUSTA. Ga., Saturday, Dec. 31.",https://www.nytimes.com/1860/01/02/archives/explosion-of-a-locomotive.html,,"AUGUSTA. Ga., Saturday, Dec. 31.",1,The New York Times,[],"{'main': 'Explosion of a Locomotive', 'kicker': None, 'content_kicker': None, 'print_headline': 'Explosion of a Locomotive', 'name': None, 'seo': None, 'sub': None}",[],1860-01-02T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/02b61234-680b-580d-9bab-15e9c50f48e7,32,nyt://article/02b61234-680b-580d-9bab-15e9c50f48e7,
"To the Editor of the New-York Times:  Having visited the disputed territory of San Juan Island, at the time of the publication of the correspondence between General HARNEY and Gov. DOUGLASS, in which the assertions of the former are denied by the latter, I determined to investigate the subject for the purpose of ascertaining the facts in the premises.  ",https://www.nytimes.com/1860/01/02/archives/the-san-juan-imbroglio-the-presidents-message-corrected-the-true.html,,"WASHINGTON, D.C., Wednesday, Dec. 28, 1859.",2,The New York Times,[],"{'main': ""THE SAN JUAN IMBROGLIO; The President's Message Corrected The True History of the Difficulty, its Origin, and the Intervention of Gen. Harney."", 'kicker': None, 'content_kicker': None, 'print_headline': ""THE SAN JUAN IMBROGLIO; The President's Message Corrected The True History of the Difficulty, its Origin, and the Intervention of Gen. Harney."", 'name': None, 'seo': None, 'sub': None}",[],1860-01-02T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/03384398-f9b3-5c46-8372-39f6ba026eab,1476,nyt://article/03384398-f9b3-5c46-8372-39f6ba026eab,
"Cleared. Steamships Bremen, (Brem.,) Wessels, Bremen, Gelpcke, Keutgen  Reichelt; Borussia. (Ham.,) Trautmann, Hamburg, Kunardt  Co.; Jamestown, Skinner Richmond, Ludlam  Heneiken; Florida, Crowell, ...  ",https://www.nytimes.com/1860/01/02/archives/marine-intelligence.html,,"NEW-YORK....SATURDAY, Dec. 31.",8,The New York Times,[],"{'main': 'MARINE INTELLIGENCE.', 'kicker': None, 'content_kicker': None, 'print_headline': 'MARINE INTELLIGENCE.', 'name': None, 'seo': None, 'sub': None}",[],1860-01-02T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0491cd1d-fae8-56a0-8909-fc966951620d,1556,nyt://article/0491cd1d-fae8-56a0-8909-fc966951620d,
"AN IRREPRESSIBLE CONFLICT. -- The distinguished Operatic manager, M. MARETZEK, has come off victor in a curious controversy with the Press in Havana, which is worthy of some note here. During his present very successful season there, the Prensa undertook to wage war against the impresario, and in fact, has done so relentlessly for many rears, the cause arising out of an old Mexican difficulty. The attacks of this sheet became so personal that Mr. MARETZEK felt that it was due to himself to withhold the ordinary courtesies from its representative. In other words, the Prensa man had to buy his own tickets. A lawsuit grew out of this business, and a decision was given against Mr. MARETZEK by a willing Justice of the Peace. Mr. MARETZEK appealed to the highest court in the Island, and obtained a verdict in his favor, reversing the former decision. The critic of the Prensa (who claimed that he had the preference of the seats theretofore occupied by himself over all other purchasers) was mulcted in heavy damages, and the proprietors of the paper, dissatisfied with the course he had pursued, discharged him from their employ. The gentleman's tenacity seems to have been worthy of a better cause, and did not even desert him at this pinch. He refused to be discharged, and it was necessary to call in the police to remove him from the office of the Prensa. Mr. MARETZEK is thus indorsed by the public, the Judiciary and the proprietors of the paper, in the course he felt called upon to take, and is honorably acquitted from any intention of gagging the Press.",https://www.nytimes.com/1860/01/02/archives/amusements.html,,"AN IRREPRESSIBLE CONFLICT. -- The distinguished Operatic manager, M. MARETZEK, has come off victor in a curious controversy with the Press in Havana, which is worthy of some note here. During his present very successful season there, the Prensa undertook to wage war against the impresario, and in fact, has done so relentlessly for many rears, the cause arising out of an old Mexican difficulty. The attacks of this sheet became so personal that Mr. MARETZEK felt that it was due to himself to withhold the ordinary courtesies from its representative. In other words, the Prensa man had to buy his own tickets. A lawsuit grew out of this business, and a decision was given against Mr. MARETZEK by a willing Justice of the Peace. Mr. MARETZEK appealed to the highest court in the Island, and obtained a verdict in his favor, reversing the former decision. The critic of the Prensa (who claimed that he had the preference of the seats theretofore occupied by himself over all other purchasers) was mulcted in heavy damages, and the proprietors of the paper, dissatisfied with the course he had pursued, discharged him from their employ. The gentleman's tenacity seems to have been worthy of a better cause, and did not even desert him at this pinch. He refused to be discharged, and it was necessary to call in the police to remove him from the office of the Prensa. Mr. MARETZEK is thus indorsed by the public, the Judiciary and the proprietors of the paper, in the course he felt called upon to take, and is honorably acquitted from any intention of gagging the Press.",5,The New York Times,[],"{'main': 'Amusements.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Amusements.', 'name': None, 'seo': None, 'sub': None}",[],1860-01-02T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1268ed4f-e305-5534-80d3-9ce8f027f218,476,nyt://article/1268ed4f-e305-5534-80d3-9ce8f027f218,
"BALTIMORE, Saturday, Dec. 31",https://www.nytimes.com/1860/01/02/archives/commerce-of-baltimore.html,,"BALTIMORE, Saturday, Dec. 31",3,The New York Times,[],"{'main': 'Commerce of Baltimore.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Commerce of Baltimore.', 'name': None, 'seo': None, 'sub': None}",[],1860-01-02T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/18dafe32-1ec0-56e4-9c23-226854553de2,67,nyt://article/18dafe32-1ec0-56e4-9c23-226854553de2,
"CORWIN -- FRISBIE. -- In New-Haven, Conn., on Sunday evening, Jan. 1, by Rev. L.S. Weed, EDWARD R. CORWIN, of New-York City, (formerly of Newburgh, N.Y.,) to Miss MARY F., youngest daughter of the late W.S. Frisbie, of Guilford, Conn.",https://www.nytimes.com/1860/01/02/archives/married.html,,"CORWIN -- FRISBIE. -- In New-Haven, Conn., on Sunday evening, Jan. 1, by Rev. L.S. Weed, EDWARD R. CORWIN, of New-York City, (formerly of Newburgh, N.Y.,) to Miss MARY F., youngest daughter of the late W.S. Frisbie, of Guilford, Conn.",5,The New York Times,[],"{'main': 'MARRIED.', 'kicker': None, 'content_kicker': None, 'print_headline': 'MARRIED.', 'name': None, 'seo': None, 'sub': None}",[],1860-01-02T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1bcc3e5e-b857-5eae-8a10-c6eb083ba696,50,nyt://article/1bcc3e5e-b857-5eae-8a10-c6eb083ba696,
WALLACK'S THEATRE -- EVERYBODY's FRIEND -- THE HAHPY MAN.,https://www.nytimes.com/1860/01/02/archives/amusements-this-evening.html,,WALLACK'S THEATRE -- EVERYBODY's FRIEND -- THE HAHPY MAN.,4,The New York Times,[],"{'main': 'Amusements this Evening.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Amusements this Evening.', 'name': None, 'seo': None, 'sub': None}",[],1860-01-02T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1dffe2d1-cffa-5956-8a03-be8cdf884e95,182,nyt://article/1dffe2d1-cffa-5956-8a03-be8cdf884e95,
"NEW-YORK, Dec. 31, 1859.",https://www.nytimes.com/1860/01/02/archives/annual-report-of-the-street-commissioner-the-streets-the-fire.html,,"NEW-YORK, Dec. 31, 1859.",8,The New York Times,[],"{'main': ""ANNUAL REPORT OF THE STREET COMMISSIONER.; THE STREETS THE FIRE DEPARTMENT DEFICIENCIES, &C., &C.STREET DEPARTMENT,STREET COMMISSIONER'S OFFICE,"", 'kicker': None, 'content_kicker': None, 'print_headline': ""ANNUAL REPORT OF THE STREET COMMISSIONER.; THE STREETS THE FIRE DEPARTMENT DEFICIENCIES, &C., &C.STREET DEPARTMENT,STREET COMMISSIONER'S OFFICE,"", 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'STREETS', 'rank': 2, 'major': 'N'}]",1860-01-02T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/2511e96b-54c1-5c74-b2fc-99cbced2ce2b,2318,nyt://article/2511e96b-54c1-5c74-b2fc-99cbced2ce2b,
"The year 1832 is known in modern history as the ""aristocratic year of death,"" for the number and brilliancy of the famous names which star its long necrology. In that year Literature bade farewell to GOETHE and to SCOTT; Science to CHAMPOLLION and CUVIER. Then BENTHAM closed his eyes in peace upon the triumph of the English Reform bill; and TENTERDEN, the ruling passion strong in death, lifted himself from his pillow with his last breath to bid the ""Gentlemen of the Jury"" once more ""retire!"" PERIER, the one premier who might perhaps have fixed a constitutional throne in France, and MACKINTOSH, Mme. DE STAEL's ""Mr. Harmony,"" who criticised all parties and commanded none, passed away then together; social science lost SAY, and phrenology SPURZHEIM, and learning the astutely laborious intellect of BUTLER. Then, too, faded out of a world in which he found no place to fit at once the greatness of his name and the frailty of his nature, the shadowy form of the Second NAPOLEON, whom Austrian soldiers bore to an Austrian grave with the Archdukes of his mother's house.",https://www.nytimes.com/1860/01/02/archives/the-dead-of-1859.html,,"The year 1832 is known in modern history as the ""aristocratic year of death,"" for the number and brilliancy of the famous names which star its long necrology. In that year Literature bade farewell to GOETHE and to SCOTT; Science to CHAMPOLLION and CUVIER. Then BENTHAM closed his eyes in peace upon the triumph of the English Reform bill; and TENTERDEN, the ruling passion strong in death, lifted himself from his pillow with his last breath to bid the ""Gentlemen of the Jury"" once more ""retire!"" PERIER, the one premier who might perhaps have fixed a constitutional throne in France, and MACKINTOSH, Mme. DE STAEL's ""Mr. Harmony,"" who criticised all parties and commanded none, passed away then together; social science lost SAY, and phrenology SPURZHEIM, and learning the astutely laborious intellect of BUTLER. Then, too, faded out of a world in which he found no place to fit at once the greatness of his name and the frailty of his nature, the shadowy form of the Second NAPOLEON, whom Austrian soldiers bore to an Austrian grave with the Archdukes of his mother's house.",4,The New York Times,[],"{'main': 'The Dead of 1859.', 'kicker': None, 'content_kicker': None, 'print_headline': 'The Dead of 1859.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'DEATHS', 'rank': 1, 'major': 'N'}]",1860-01-02T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/262b9179-2260-5245-be8c-196e4ff78aaa,1280,nyt://article/262b9179-2260-5245-be8c-196e4ff78aaa,
