abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,subsection_name
Betrothal,https://www.nytimes.com/1898/05/01/archives/the-past-week-in-society.html,Betrothal,,,15,The New York Times,[],"{'main': 'THE PAST WEEK IN SOCIETY.', 'kicker': None, 'content_kicker': None, 'print_headline': 'THE PAST WEEK IN SOCIETY.', 'name': None, 'seo': None, 'sub': None}",[],1898-05-01 05:00:00+00:00,article,,Archives,"{'original': 'CLUBMAN', 'person': [{'firstname': 'Clubman', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/002b72e4-d7ab-5188-8aeb-9a569569c20e,0,nyt://article/002b72e4-d7ab-5188-8aeb-9a569569c20e,
,https://www.nytimes.com/1898/05/01/archives/article-14-no-title.html,,,,24,The New York Times,[],"{'main': 'Article 14 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 14 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1898-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/004194f4-32f8-5d2b-b11b-fa5b71a0e218,0,nyt://article/004194f4-32f8-5d2b-b11b-fa5b71a0e218,
,https://www.nytimes.com/1898/05/01/archives/watertowns-company-leaves.html,,,,3,The New York Times,[],"{'main': ""Watertown's Company Leaves."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""Watertown's Company Leaves."", 'name': None, 'seo': None, 'sub': None}",[],1898-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0061295c-83a2-53ae-aae8-114f3e023834,0,nyt://article/0061295c-83a2-53ae-aae8-114f3e023834,
Death,https://www.nytimes.com/1898/05/01/archives/obituary-1-no-title.html,Death,,,7,The New York Times,[],"{'main': 'Obituary 1 -- No Title', 'kicker': None, 'content_kicker': None, 'print_headline': 'Obituary 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1898-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0116b95a-36f1-5da3-96bb-35ef7a80ccf6,0,nyt://article/0116b95a-36f1-5da3-96bb-35ef7a80ccf6,
Cuban War Address Before Harvard Students; Contrasted with M. Gomez's Appeal for Aid,https://www.nytimes.com/1898/05/01/archives/ce-norton-and-maximo-gomez.html,Cuban War Address Before Harvard Students; Contrasted with M. Gomez's Appeal for Aid,,,18,The New York Times,[],"{'main': 'C.E. NORTON AND MAXIMO GOMEZ.', 'kicker': None, 'content_kicker': None, 'print_headline': 'C.E. NORTON AND MAXIMO GOMEZ.', 'name': None, 'seo': None, 'sub': None}",[],1898-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/02c4b7e6-cbd4-57e2-a810-d042ed5eecc8,0,nyt://article/02c4b7e6-cbd4-57e2-a810-d042ed5eecc8,
Annual Dinner,https://www.nytimes.com/1898/05/01/archives/shakespeare-students-dine-entertainment-at-the-annual-dinner-of-the.html,Annual Dinner,,,10,The New York Times,[],"{'main': 'SHAKESPEARE STUDENTS DINE.; Entertainment at the Annual Dinner of the Fortnightly Club.', 'kicker': None, 'content_kicker': None, 'print_headline': 'SHAKESPEARE STUDENTS DINE.; Entertainment at the Annual Dinner of the Fortnightly Club.', 'name': None, 'seo': None, 'sub': None}",[],1898-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/032d025b-5801-54cf-b2ad-c6833be3bc41,0,nyt://article/032d025b-5801-54cf-b2ad-c6833be3bc41,
,https://www.nytimes.com/1898/05/01/archives/obituary-2-no-title.html,,,,7,The New York Times,[],"{'main': 'Obituary 2 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Obituary 2 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1898-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/05005c37-2c7e-5cb6-bd53-e81cf1a1ee40,0,nyt://article/05005c37-2c7e-5cb6-bd53-e81cf1a1ee40,
"Assistant Secretary of the Treasury Howell has informed the Collector of the Port of New York that on the exportation of perfumes classed technically as toilet waters, and extracts manufactured in part from essential oils, tinctures, and imported alcohol, a drawback will be allowed equal in amount to the duty paid on the alcohol entering into the manufacture less the legal deduction of 1 per cent.  ",https://www.nytimes.com/1898/05/01/archives/rulings-on-customs-law-drawbacks-on-exportation-of-perfumes.html,,,,17,The New York Times,[],"{'main': ""RULINGS ON CUSTOMS LAW.; Drawbacks on Exportation of Perfumes -- Classification of Olives -- Liquor Dealers' Special Taxes."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""RULINGS ON CUSTOMS LAW.; Drawbacks on Exportation of Perfumes -- Classification of Olives -- Liquor Dealers' Special Taxes."", 'name': None, 'seo': None, 'sub': None}",[],1898-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/05db15ef-a76f-538b-9e1c-68d474924dc6,0,nyt://article/05db15ef-a76f-538b-9e1c-68d474924dc6,
,https://www.nytimes.com/1898/05/01/archives/domestic-science-notes.html,,,,14,The New York Times,[],"{'main': 'DOMESTIC SCIENCE NOTES.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'DOMESTIC SCIENCE NOTES.', 'name': None, 'seo': None, 'sub': None}",[],1898-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/05de0ca7-1409-53c4-a3c2-2f1aa98d6820,0,nyt://article/05de0ca7-1409-53c4-a3c2-2f1aa98d6820,
,https://www.nytimes.com/1898/05/01/archives/strange-ships-off-peterhead.html,,,,2,The New York Times,[],"{'main': 'STRANGE SHIPS OFF PETERHEAD.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'STRANGE SHIPS OFF PETERHEAD.', 'name': None, 'seo': None, 'sub': None}",[],1898-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0773b1bd-1cbc-59b3-99cb-a8b2e794948b,0,nyt://article/0773b1bd-1cbc-59b3-99cb-a8b2e794948b,
