abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,subsection_name
"L. J. ]Phillips  Co. ave sold for the estate of Anne Bishop to a 5{r. Haas, for about $36.000, the four-story brownstone front dwelling 13 East Eightieth Street. 21 by by 100.5. This property has been advertised for sale at auction on Wednesday.  ",https://www.nytimes.com/1898/11/01/archives/in-the-reil-estate-field-yesterdays-stiles-by-brokers-in-the.html,,,,10,The New York Times,[],"{'main': ""IN THE REIL ESTATE FIELD; Yesterday's Stiles by Brokers in the Auction Room -- Leases and Other Items. "", 'kicker': '1', 'content_kicker': None, 'print_headline': ""IN THE REIL ESTATE FIELD; Yesterday's Stiles by Brokers in the Auction Room -- Leases and Other Items. "", 'name': None, 'seo': None, 'sub': None}",[],1898-11-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/018a4f52-0db1-557b-9645-36e8fc1e3d4b,0,nyt://article/018a4f52-0db1-557b-9645-36e8fc1e3d4b,
Corruption Charged by F. Moss Denied,https://www.nytimes.com/1898/11/01/archives/moss-replies-to-croker-the-expresident-of-the-police-board-charges.html,Corruption Charged by F. Moss Denied,,,1,The New York Times,[],"{'main': 'MOSS REPLIES TO CROKER; The ex-President of the Police Board Charges Immorality Under Tammany Rule. COOPER UNION HALL FILLED Chauncey M. Depew Opens the Meeting with an Address in Which He ""Stakes His Life"" on the Election.', 'kicker': None, 'content_kicker': None, 'print_headline': 'MOSS REPLIES TO CROKER; The ex-President of the Police Board Charges Immorality Under Tammany Rule. COOPER UNION HALL FILLED Chauncey M. Depew Opens the Meeting with an Address in Which He ""Stakes His Life"" on the Election.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Roosevelt, Theodore', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'CROKER, RICHARD', 'rank': 2, 'major': 'N'}]",1898-11-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/070764e1-1276-581c-9fd4-c3cc1b746daa,0,nyt://article/070764e1-1276-581c-9fd4-c3cc1b746daa,
,https://www.nytimes.com/1898/11/01/archives/article-1-no-title.html,,,,2,The New York Times,[],"{'main': 'Article 1 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1898-11-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/08cf89a9-f2a8-54ac-b5f8-8b9022a73df0,0,nyt://article/08cf89a9-f2a8-54ac-b5f8-8b9022a73df0,
,https://www.nytimes.com/1898/11/01/archives/article-2-no-title.html,,,,2,The New York Times,[],"{'main': 'Article 2 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 2 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1898-11-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0d792d9a-7903-5635-91cf-d6a18307a632,0,nyt://article/0d792d9a-7903-5635-91cf-d6a18307a632,
,https://www.nytimes.com/1898/11/01/archives/powers-may-defy-china-the-german-minister-has-proposed-that-they.html,,,,7,The New York Times,[],"{'main': 'POWERS MAY DEFY CHINA.; The German Minister Has Proposed that They Jointly Take Possession of a Railway. ', 'kicker': '1', 'content_kicker': None, 'print_headline': 'POWERS MAY DEFY CHINA.; The German Minister Has Proposed that They Jointly Take Possession of a Railway. ', 'name': None, 'seo': None, 'sub': None}",[],1898-11-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/138a9c3d-104f-53fc-9bc5-a689ed67b8f3,0,nyt://article/138a9c3d-104f-53fc-9bc5-a689ed67b8f3,
Refused by Spain,https://www.nytimes.com/1898/11/01/archives/we-hold-the-philippines-united-states-commissioners-formally.html,Refused by Spain,,,1,The New York Times,[],"{'main': 'WE HOLD THE PHILIPPINES; United States Commissioners Formally Announce This at Paris to the Madrid Government. SPANIARDS ASK FOR TIME The Demand Causes Surprise and Disapproval at Madrid -- No Debts Assumed Except Those Incurred for Betterments.', 'kicker': None, 'content_kicker': None, 'print_headline': 'WE HOLD THE PHILIPPINES; United States Commissioners Formally Announce This at Paris to the Madrid Government. SPANIARDS ASK FOR TIME The Demand Causes Surprise and Disapproval at Madrid -- No Debts Assumed Except Those Incurred for Betterments.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Cuba', 'rank': 1, 'major': 'N'}]",1898-11-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/15601496-2538-523c-b41d-739cfc07c519,0,nyt://article/15601496-2538-523c-b41d-739cfc07c519,
,https://www.nytimes.com/1898/11/01/archives/died-while-driving-a-pair-of-horses.html,,,,7,The New York Times,[],"{'main': 'Died While Driving a Pair of Horses.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Died While Driving a Pair of Horses.', 'name': None, 'seo': None, 'sub': None}",[],1898-11-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/17d56b33-ec3e-549e-988b-85bd22adecdb,0,nyt://article/17d56b33-ec3e-549e-988b-85bd22adecdb,
,https://www.nytimes.com/1898/11/01/archives/postmaster-at-hull-nh-arrested.html,,,,2,The New York Times,[],"{'main': 'Postmaster at Hull, N.H. Arrested.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Postmaster at Hull, N.H. Arrested.', 'name': None, 'seo': None, 'sub': None}",[],1898-11-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/180eebb3-7144-57ff-894b-a4249c80b58e,0,nyt://article/180eebb3-7144-57ff-894b-a4249c80b58e,
,https://www.nytimes.com/1898/11/01/archives/soldier-shoots-another.html,,,,3,The New York Times,[],"{'main': 'SOLDIER SHOOTS ANOTHER.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'SOLDIER SHOOTS ANOTHER.', 'name': None, 'seo': None, 'sub': None}",[],1898-11-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/224f59b7-a7d1-5eae-a84e-87a9d2ce0ecc,0,nyt://article/224f59b7-a7d1-5eae-a84e-87a9d2ce0ecc,
Death,https://www.nytimes.com/1898/11/01/archives/the-death-of-helen-faucit-she-acted-with-macready-in-the-first.html,Death,,,6,The New York Times,[],"{'main': ""THE DEATH OF HELEN FAUCIT.; She Acted with Macready in the First Performances of Bulwer's Plays."", 'kicker': None, 'content_kicker': None, 'print_headline': ""THE DEATH OF HELEN FAUCIT.; She Acted with Macready in the First Performances of Bulwer's Plays."", 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'DEATHS', 'rank': 1, 'major': 'N'}]",1898-11-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/240587f3-80d9-5d90-9f59-f54b8757c84e,0,nyt://article/240587f3-80d9-5d90-9f59-f54b8757c84e,
