abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,print_section
,https://www.nytimes.com/1906/05/01/archives/metropolitan-bank-doubles-stock.html,,,12,The New York Times,[],"{'main': 'Metropolitan Bank Doubles Stock.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Metropolitan Bank Doubles Stock.', 'name': None, 'seo': None, 'sub': None}",[],1906-05-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/01189ad4-134f-5e90-8a12-a916700c20c9,0,nyt://article/01189ad4-134f-5e90-8a12-a916700c20c9,
,https://www.nytimes.com/1906/05/01/archives/for-the-hebrew-childrens-sanitarium.html,,,9,The New York Times,[],"{'main': ""For the Hebrew Children's Sanitarium."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""For the Hebrew Children's Sanitarium."", 'name': None, 'seo': None, 'sub': None}",[],1906-05-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/05e42169-d1be-5c33-bc7f-74d7e5863c46,0,nyt://article/05e42169-d1be-5c33-bc7f-74d7e5863c46,
,https://www.nytimes.com/1906/05/01/archives/article-1-no-title.html,,,2,The New York Times,[],"{'main': 'Article 1 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1906-05-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/07b0cb0d-3111-537e-96df-88050d632469,0,nyt://article/07b0cb0d-3111-537e-96df-88050d632469,
Witte's resignation reptd accepted,https://www.nytimes.com/1906/05/01/archives/wittes-resignation-accepted-it-is-said-goremykin-or-kokovtsoff-may.html,Witte's resignation reptd accepted,,3,The New York Times,[],"{'main': ""WITTE'S RESIGNATION ACCEPTED, IT IS SAID; Goremykin or Kokovtsoff May Succeed Him as Premier. TRIUMPH FOR COURT PARTY His Prediction That the Douma Would Be Ignorant and Subservient Used Against Him."", 'kicker': None, 'content_kicker': None, 'print_headline': ""WITTE'S RESIGNATION ACCEPTED, IT IS SAID; Goremykin or Kokovtsoff May Succeed Him as Premier. TRIUMPH FOR COURT PARTY His Prediction That the Douma Would Be Ignorant and Subservient Used Against Him."", 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Russia', 'rank': 1, 'major': 'N'}]",1906-05-01T05:00:00+0000,article,None,Archives,"{'original': 'LONDON TIMES -- NEW YORK TIMES Special Cable', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0ac85836-dfbc-52cd-9863-0b275f24a8b5,0,nyt://article/0ac85836-dfbc-52cd-9863-0b275f24a8b5,
"BOSTON, Mass., April 30. -- The Giants did not intend to drop the game to-day, and they were successful by 8 to 2. The Bostons put up the best defense of which they were capable, but they could not stop the catastrophe. Pfeffer gave many bases on balls, but they did not count in the total. The visitors earned their victory, batting fiercely and running bases like deer.  ",https://www.nytimes.com/1906/05/01/archives/giants-win-by-8-to-2-use-bat-vigorously-and-play-errorless-game-in.html,,,7,The New York Times,[],"{'main': 'GIANTS WIN BY 8 TO 2.; Use Bat Vigorously and Play Errorless Game in the Field.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'GIANTS WIN BY 8 TO 2.; Use Bat Vigorously and Play Errorless Game in the Field.', 'name': None, 'seo': None, 'sub': None}",[],1906-05-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0d545638-6668-51bf-ae1a-e7bf643671d9,0,nyt://article/0d545638-6668-51bf-ae1a-e7bf643671d9,
"ALBANY, April 30. -- The Senate to-night unanimously passed the Publicity bill of the Senate Judiciary Committee. This measure, which is largely based on the bill introduced at the request of the Publicity Bill Organization of New York State, of which Perry Belmont is Chairman, insures publicity concerning the amounts of campaign funds and contributions.  ",https://www.nytimes.com/1906/05/01/archives/publicity-bill-passed-belmont-measure-goes-through-senate-house.html,,,5,The New York Times,[],"{'main': 'PUBLICITY BILL PASSED.; Belmont Measure Goes Through Senate -- House Will Accept It.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'PUBLICITY BILL PASSED.; Belmont Measure Goes Through Senate -- House Will Accept It.', 'name': None, 'seo': None, 'sub': None}",[],1906-05-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0ea25c95-f5c6-5705-9def-10af15e316e8,0,nyt://article/0ea25c95-f5c6-5705-9def-10af15e316e8,
"ALBANY, N.Y., April 30. -- In the Senate to-night Mr. Page continued his policy of obstructing all legislation because he could get no consideration for the Mortgage Tax Repeal bill, and as a result twenty-six Assembly bills, which came over from the lower house for concurrent action, and for which unanimous consent for third reading was asked, had to be content to get in general orders on account of Page's objections.  ",https://www.nytimes.com/1906/05/01/archives/page-blocks-legislation-holds-up-the-senate-and-the-assembly.html,,,5,The New York Times,[],"{'main': 'PAGE BLOCKS LEGISLATION.; Holds Up the Senate, and the Assembly Retaliates on His Bill.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'PAGE BLOCKS LEGISLATION.; Holds Up the Senate, and the Assembly Retaliates on His Bill.', 'name': None, 'seo': None, 'sub': None}",[],1906-05-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0f54d33b-ac41-5345-91e2-e31f7f262375,0,nyt://article/0f54d33b-ac41-5345-91e2-e31f7f262375,
,https://www.nytimes.com/1906/05/01/archives/money-by-auto-saves-bank-200000-rushed-to-aid-of-savings-bank-stops.html,,,1,The New York Times,[],"{'main': 'MONEY BY AUTO SAVES BANK.; $200,000 Rushed to Aid of Savings Bank Stops a Run.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'MONEY BY AUTO SAVES BANK.; $200,000 Rushed to Aid of Savings Bank Stops a Run.', 'name': None, 'seo': None, 'sub': None}",[],1906-05-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1303326e-8bf9-59e1-abd7-2913c39a7f74,0,nyt://article/1303326e-8bf9-59e1-abd7-2913c39a7f74,
,https://www.nytimes.com/1906/05/01/archives/latest-panama-canal-bill-measure-by-senator-morgan-provides-for-a.html,,,6,The New York Times,[],"{'main': 'LATEST PANAMA CANAL BILL.; Measure by Senator Morgan Provides for a Lock Waterway.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'LATEST PANAMA CANAL BILL.; Measure by Senator Morgan Provides for a Lock Waterway.', 'name': None, 'seo': None, 'sub': None}",[],1906-05-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/15a6b3ee-37e4-5cc0-8ac6-63cc4942ce7d,0,nyt://article/15a6b3ee-37e4-5cc0-8ac6-63cc4942ce7d,
,https://www.nytimes.com/1906/05/01/archives/a-longdistance-campaign-exsenator-harris-to-make-kansas-state-fight.html,,,1,The New York Times,[],"{'main': 'A LONG-DISTANCE CAMPAIGN.; Ex-Senator Harris to Make Kansas State Fight from Chicago.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'A LONG-DISTANCE CAMPAIGN.; Ex-Senator Harris to Make Kansas State Fight from Chicago.', 'name': None, 'seo': None, 'sub': None}",[],1906-05-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/1b74aec8-0c6f-50c3-9391-fec151a37e10,0,nyt://article/1b74aec8-0c6f-50c3-9391-fec151a37e10,
