abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri
"Union Resolution in United States House; Wood, Fernando; Resolution Against Recognizing Confed. Gov. by Negotiations (House)",https://www.nytimes.com/1865/02/01/archives/house-of-representatives-mr-wood-offers-a-resolution-the.html,"Union Resolution in United States House; Wood, Fernando; Resolution Against Recognizing Confed. Gov. by Negotiations (House)","WASHINGTON, Tuesday, Jan. 31.",1,The New York Times,[],"{'main': 'HOUSE OF REPRESENTATIVES.; MR. WOOD OFFERS A RESOLUTION. THE PRESIDENTIAL VOTE. THE ANTI-SLAVERY AMENDMENT. YEARS (DEMOCRATS IN ITALICS.) ABSENT, OR NOT VOTING.', 'kicker': None, 'content_kicker': None, 'print_headline': 'HOUSE OF REPRESENTATIVES.; MR. WOOD OFFERS A RESOLUTION. THE PRESIDENTIAL VOTE. THE ANTI-SLAVERY AMENDMENT. YEARS (DEMOCRATS IN ITALICS.) ABSENT, OR NOT VOTING.', 'name': None, 'seo': None, 'sub': None}",[],1865-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0312764b-af87-5ad2-8cda-fd32b71868e3,2674,nyt://article/0312764b-af87-5ad2-8cda-fd32b71868e3
"By their inhuman treatment, the rebels some time ago induced several hundred of our prisoners, mostly Irishmen, to take the oath of allegiance to the Confederacy, and join the rebel army. Their experience with them is thus described by the Columbia South Carolinian:",https://www.nytimes.com/1865/02/01/archives/galvanized-yankees.html,,"By their inhuman treatment, the rebels some time ago induced several hundred of our prisoners, mostly Irishmen, to take the oath of allegiance to the Confederacy, and join the rebel army. Their experience with them is thus described by the Columbia South Carolinian:",5,The New York Times,[],"{'main': 'Galvanized Yankees,""', 'kicker': None, 'content_kicker': None, 'print_headline': 'Galvanized Yankees,""', 'name': None, 'seo': None, 'sub': None}",[],1865-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/043f3e25-8eed-5544-9f7b-17b41db4ba49,317,nyt://article/043f3e25-8eed-5544-9f7b-17b41db4ba49
"Blair Mission to Richmond, Call for Information; Prisoners, Retaliation, Resolutions Amended and Passed",https://www.nytimes.com/1865/02/01/archives/thirtyeighth-congress-second-session-senate-clergymen-and-the-draft.html,"Blair Mission to Richmond, Call for Information; Prisoners, Retaliation, Resolutions Amended and Passed","WASHINGTON, Tuesday, Jan. 31.",1,The New York Times,[],"{'main': ""THIRTY-EIGHTH CONGRESS.; SECOND SESSION. SENATE. CLERGYMEN AND THE DRAFT. THE SCHELDT DUES. CONGRESSIONAL DIRECTORY. CALL FOR INFORMATION ON MR. BLAIR'S MISSION. SECRETARY WELLES INTERROGATED. NEW-YORK AND PACIFIC MAIL. THE BILL TO BRIDGE THE OHIO. THE PROPOSED COMMITTEE ON CORRUPTIONS. THE QUESTION OF RETALIATION."", 'kicker': None, 'content_kicker': None, 'print_headline': ""THIRTY-EIGHTH CONGRESS.; SECOND SESSION. SENATE. CLERGYMEN AND THE DRAFT. THE SCHELDT DUES. CONGRESSIONAL DIRECTORY. CALL FOR INFORMATION ON MR. BLAIR'S MISSION. SECRETARY WELLES INTERROGATED. NEW-YORK AND PACIFIC MAIL. THE BILL TO BRIDGE THE OHIO. THE PROPOSED COMMITTEE ON CORRUPTIONS. THE QUESTION OF RETALIATION."", 'name': None, 'seo': None, 'sub': None}",[],1865-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/051130d1-366a-5176-a7bb-4588673ec5ec,1847,nyt://article/051130d1-366a-5176-a7bb-4588673ec5ec
"BALTIMORE, Tuesday, Jan. 31.",https://www.nytimes.com/1865/02/01/archives/the-departure-of-the-commissioners-from-richmond.html,,"BALTIMORE, Tuesday, Jan. 31.",1,The New York Times,[],"{'main': 'The Departure of the Commissioners from Richmond.', 'kicker': None, 'content_kicker': None, 'print_headline': 'The Departure of the Commissioners from Richmond.', 'name': None, 'seo': None, 'sub': None}",[],1865-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/069c55dc-e4fd-597c-a348-56709d1ec9ae,55,nyt://article/069c55dc-e4fd-597c-a348-56709d1ec9ae
"CAIRO, Tuesday, Jan. 31.",https://www.nytimes.com/1865/02/01/archives/cotton-for-cincinnati.html,,"CAIRO, Tuesday, Jan. 31.",5,The New York Times,[],"{'main': 'Cotton for Cincinnati.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Cotton for Cincinnati.', 'name': None, 'seo': None, 'sub': None}",[],1865-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/12c2a1b6-1cbe-5676-a771-e83d1f73167d,16,nyt://article/12c2a1b6-1cbe-5676-a771-e83d1f73167d
"and further, that the said testimonials were written without his (the deponent's) invitation or solicitation, and that they are but a sample of those daily received by him from all parts of the country, and from people of all classes, embracing physicians, clergymen, lawyers, artists, &c., as well as those in the humblest positions in life; and further says not.",https://www.nytimes.com/1865/02/01/archives/more-letters-from-the-people-if-you-want-to-know-what-people-think.html,,"and further, that the said testimonials were written without his (the deponent's) invitation or solicitation, and that they are but a sample of those daily received by him from all parts of the country, and from people of all classes, embracing physicians, clergymen, lawyers, artists, &c., as well as those in the humblest positions in life; and further says not.",5,The New York Times,[],"{'main': 'MORE LETTERS FROM THE PEOPLE.; IF YOU WANT TO KNOW what people think of MEDICAL COMMON SENSE,', 'kicker': None, 'content_kicker': None, 'print_headline': 'MORE LETTERS FROM THE PEOPLE.; IF YOU WANT TO KNOW what people think of MEDICAL COMMON SENSE,', 'name': None, 'seo': None, 'sub': None}",[],1865-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/12c6ec71-7d69-5165-ac1e-671f0eb8795e,1410,nyt://article/12c6ec71-7d69-5165-ac1e-671f0eb8795e
"A bill was reported to incorporate the NewYork and Union Yacht Club.  Bill were noticed to incorporate the State Temperance Society; and for the construction of a pier in the North River, New-York.  ",https://www.nytimes.com/1865/02/01/archives/state-legislature-senate.html,,"ALBANY, Tuesday, Jan. 31.",4,The New York Times,[],"{'main': 'STATE LEGISLATURE.; SENATE.', 'kicker': None, 'content_kicker': None, 'print_headline': 'STATE LEGISLATURE.; SENATE.', 'name': None, 'seo': None, 'sub': None}",[],1865-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1310aa46-a057-56b9-8d71-de1101989c4c,344,nyt://article/1310aa46-a057-56b9-8d71-de1101989c4c
Debate in Rebel Congress,https://www.nytimes.com/1865/02/01/archives/the-confederacy-and-its-slaves-the-question-of-arming-the-southern.html,Debate in Rebel Congress,"In the Confederate House of Representatives, at Richmond, on the 26th inst., it was decided to take up the bill to provide for the employment of free negroes and slaves to work upon fortifications and perform other labor connected with the defences of the country, and that it shall continue the special order for the morning hour until disposed of.",2,The New York Times,[],"{'main': 'THE CONFEDERACY AND ITS SLAVES.; The Question of Arming the Southern Negroes Discussed in the Confederate Congress.', 'kicker': None, 'content_kicker': None, 'print_headline': 'THE CONFEDERACY AND ITS SLAVES.; The Question of Arming the Southern Negroes Discussed in the Confederate Congress.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'WAR', 'rank': 1, 'major': 'N'}]",1865-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/13f50b31-6f88-5c64-bcd6-dcaa11238c45,1800,nyt://article/13f50b31-6f88-5c64-bcd6-dcaa11238c45
"Col. S.M. ELLIOTT has been indefatigable in his efforts to fill up the ranks of his gallant regiment. He has devoted himself to this patriotic work, without regard to his individual interests, and without claiming or receiving the least personal reward. He has now obtained promotions and commissions for the following officers of his command, viz.:",https://www.nytimes.com/1865/02/01/archives/the-seventyninth-regiment-cameron-highlanders-newyork-state.html,,"Col. S.M. ELLIOTT has been indefatigable in his efforts to fill up the ranks of his gallant regiment. He has devoted himself to this patriotic work, without regard to his individual interests, and without claiming or receiving the least personal reward. He has now obtained promotions and commissions for the following officers of his command, viz.:",8,The New York Times,[],"{'main': 'The Seventy-ninth Regiment, Cameron Highlanders, New-York State Volunteers.', 'kicker': None, 'content_kicker': None, 'print_headline': 'The Seventy-ninth Regiment, Cameron Highlanders, New-York State Volunteers.', 'name': None, 'seo': None, 'sub': None}",[],1865-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/16850863-c7d9-526f-9246-1080b1c1a887,228,nyt://article/16850863-c7d9-526f-9246-1080b1c1a887
"The Port Royal New South, of the 23d inst., has been received.  The occupation of Salkehatchie by our troops is confirmed. The rebels evacuated that position on the approach of the advance of our forces, and retreated to Ashepoo, where it is thought they will make a stand.  ",https://www.nytimes.com/1865/02/01/archives/from-hilton-head.html,,"The Port Royal New South, of the 23d inst., has been received.",5,The New York Times,[],"{'main': 'From Hilton Head.', 'kicker': None, 'content_kicker': None, 'print_headline': 'From Hilton Head.', 'name': None, 'seo': None, 'sub': None}",[],1865-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/19604836-ec0d-518e-bf7a-08a43d2ca27b,201,nyt://article/19604836-ec0d-518e-bf7a-08a43d2ca27b
