abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,print_section
"Bain, John, and Family; Jewelry Seized",https://www.nytimes.com/1892/07/01/archives/burdened-with-jewelry-mrs-bain-and-her-daughters-tried-to-smuggle.html,"Bain, John, and Family; Jewelry Seized",,10,The New York Times,[],"{'main': 'BURDENED WITH JEWELRY.; MRS. BAIN AND HER DAUGHTERS TRIED TO SMUGGLE TOO MUCH. THEIR UNNATURAL GAIT ATTRACTED THE ATTENTION OF CUSTOMS IN- SPECTORS, WHO FOLLOWED THEM TO THEIR HOTEL.', 'kicker': None, 'content_kicker': None, 'print_headline': 'BURDENED WITH JEWELRY.; MRS. BAIN AND HER DAUGHTERS TRIED TO SMUGGLE TOO MUCH. THEIR UNNATURAL GAIT ATTRACTED THE ATTENTION OF CUSTOMS IN- SPECTORS, WHO FOLLOWED THEM TO THEIR HOTEL.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Smuggling', 'rank': 1, 'major': 'N'}]",1892-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/04109e73-8f2b-52fc-8952-95b1c57c35b6,0,nyt://article/04109e73-8f2b-52fc-8952-95b1c57c35b6,
Lehigh Valley Road Lease; Pennsylvania's Suit to Annul; Examiner's Hearing; Facts Furnished by Reading Road,https://www.nytimes.com/1892/07/01/archives/the-reading-alliance-pushing-the-suits-to-dis-solve-the-leases.html,Lehigh Valley Road Lease; Pennsylvania's Suit to Annul; Examiner's Hearing; Facts Furnished by Reading Road,,2,The New York Times,[],"{'main': 'THE READING ALLIANCE; PUSHING THE SUITS TO DIS SOLVE THE LEASES. FACTS FURNISHED BY THE READING PEOPLE TO EXPEDITE MATTERS -- GREAT COAL INTERESTS INVOLVED -- THE LEHIGH VALLEY SUIT.', 'kicker': None, 'content_kicker': None, 'print_headline': 'THE READING ALLIANCE; PUSHING THE SUITS TO DIS SOLVE THE LEASES. FACTS FURNISHED BY THE READING PEOPLE TO EXPEDITE MATTERS -- GREAT COAL INTERESTS INVOLVED -- THE LEHIGH VALLEY SUIT.', 'name': None, 'seo': None, 'sub': None}",[],1892-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/05d7d4b8-4233-55f9-b405-12ff543319e2,0,nyt://article/05d7d4b8-4233-55f9-b405-12ff543319e2,
,https://www.nytimes.com/1892/07/01/archives/convicted-of-murder-brutal-crimes-of-rosalie-bunt-rock-and-fritz.html,,,1,The New York Times,[],"{'main': 'CONVICTED OF MURDER.; BRUTAL CRIMES OF ROSALIE BUNT- ROCK AND FRITZ ERBE.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'CONVICTED OF MURDER.; BRUTAL CRIMES OF ROSALIE BUNT- ROCK AND FRITZ ERBE.', 'name': None, 'seo': None, 'sub': None}",[],1892-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/06976406-d747-5153-a5f4-3bbb5f418735,0,nyt://article/06976406-d747-5153-a5f4-3bbb5f418735,
,https://www.nytimes.com/1892/07/01/archives/editorial-article-8-no-title.html,,,4,The New York Times,[],"{'main': 'Editorial Article 8 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Editorial Article 8 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1892-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/072fa3bb-e62a-5958-b6a8-7a27437bea30,0,nyt://article/072fa3bb-e62a-5958-b6a8-7a27437bea30,
Riotous Anti-Parnell Meetings; Father Behan's Speech; Dr. Tanner Assaulted,https://www.nytimes.com/1892/07/01/archives/irish-campaign-methods-no-rest-for-parnell-even-in-the-grave-father.html,Riotous Anti-Parnell Meetings; Father Behan's Speech; Dr. Tanner Assaulted,,1,The New York Times,[],"{'main': 'IRISH CAMPAIGN METHODS; NO REST FOR PARNELL, EVEN IN THE GRAVE. FATHER BEHAN ATTACKS HIS MEMORY AND ALMOST CREATES A RIOT -- DR. TANNER ROUGHLY TREATED BY PAR- NELLITES -- GLADSTONE SPEAKING.', 'kicker': None, 'content_kicker': None, 'print_headline': 'IRISH CAMPAIGN METHODS; NO REST FOR PARNELL, EVEN IN THE GRAVE. FATHER BEHAN ATTACKS HIS MEMORY AND ALMOST CREATES A RIOT -- DR. TANNER ROUGHLY TREATED BY PAR- NELLITES -- GLADSTONE SPEAKING.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Ireland', 'rank': 1, 'major': 'N'}]",1892-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/07aaa0d8-260f-5b07-82ec-4c9094fee1c2,0,nyt://article/07aaa0d8-260f-5b07-82ec-4c9094fee1c2,
Tutor Moore; Assaulted by Students,https://www.nytimes.com/1892/07/01/archives/a-yale-tutor-assaulted.html,Tutor Moore; Assaulted by Students,,5,The New York Times,[],"{'main': 'A Yale Tutor Assaulted.', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Yale Tutor Assaulted.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Yale University', 'rank': 1, 'major': 'N'}]",1892-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/09cc207e-b389-59fd-9779-bb088fa25bf9,0,nyt://article/09cc207e-b389-59fd-9779-bb088fa25bf9,
Appointed Secretary of State; Press Comments Adverse,https://www.nytimes.com/1892/07/01/archives/editorial-article-1-no-title.html,Appointed Secretary of State; Press Comments Adverse,,4,The New York Times,[],"{'main': 'Editorial Article 1 -- No Title', 'kicker': None, 'content_kicker': None, 'print_headline': 'Editorial Article 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1892-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0abc8bed-fa88-5358-916a-56f4290f8a94,0,nyt://article/0abc8bed-fa88-5358-916a-56f4290f8a94,
"At Carnegie's Homestead Mills, (Iron Workers)",https://www.nytimes.com/1892/07/01/archives/looked-out-at-homestead-four-thousand-men-out-of-work-companies.html,"At Carnegie's Homestead Mills, (Iron Workers)",,4,The New York Times,[],"{'main': 'LOOKED OUT AT HOMESTEAD.; FOUR THOUSAND MEN OUT OF WORK -- COMPANIES SIGNING THE SCALE.', 'kicker': None, 'content_kicker': None, 'print_headline': 'LOOKED OUT AT HOMESTEAD.; FOUR THOUSAND MEN OUT OF WORK -- COMPANIES SIGNING THE SCALE.', 'name': None, 'seo': None, 'sub': None}",[],1892-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0ecfd66d-a5a7-5829-9a52-3b9a090f7922,0,nyt://article/0ecfd66d-a5a7-5829-9a52-3b9a090f7922,
Goddard Defeats McAuliffe,https://www.nytimes.com/1892/07/01/archives/goddard-an-easy-victor-he-defeats-mauliffe-in-a-onesided-fight-at.html,Goddard Defeats McAuliffe,,2,The New York Times,[],"{'main': ""GODDARD AN EASY VICTOR.; HE DEFEATS M'AULIFFE IN A ONE-SIDED FIGHT AT SAN FRANCISCO."", 'kicker': None, 'content_kicker': None, 'print_headline': ""GODDARD AN EASY VICTOR.; HE DEFEATS M'AULIFFE IN A ONE-SIDED FIGHT AT SAN FRANCISCO."", 'name': None, 'seo': None, 'sub': None}",[],1892-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/15eea6d4-3f65-5f7e-9441-f9ac02cb21ae,0,nyt://article/15eea6d4-3f65-5f7e-9441-f9ac02cb21ae,
"LONDON, June 30 -- Mr. Gladstone addressed an enormous and enthusiastic audience in Edinburgh to-day.",https://www.nytimes.com/1892/07/01/archives/front-page-9-no-title.html,,,1,The New York Times,[],"{'main': 'Front Page 9 -- No Title', 'kicker': None, 'content_kicker': None, 'print_headline': 'Front Page 9 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1892-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/17ecacd0-deea-519d-a696-0aca1e800883,0,nyt://article/17ecacd0-deea-519d-a696-0aca1e800883,
French Policy; Cardinals' Disapproval,https://www.nytimes.com/1892/07/01/archives/pope-and-cardinals-at-odds-the-sacred-college-opposed-to-the.html,French Policy; Cardinals' Disapproval,,1,The New York Times,[],"{'main': ""POPE AND CARDINALS AT ODDS.; THE SACRED COLLEGE OPPOSED TO THE VATICAN'S FRENCH POLICY."", 'kicker': None, 'content_kicker': None, 'print_headline': ""POPE AND CARDINALS AT ODDS.; THE SACRED COLLEGE OPPOSED TO THE VATICAN'S FRENCH POLICY."", 'name': None, 'seo': None, 'sub': None}",[],1892-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/18dfe860-d38c-5d0b-aa93-1ab517773d74,0,nyt://article/18dfe860-d38c-5d0b-aa93-1ab517773d74,
Yale Defeats Harvard University and Freshman Crews,https://www.nytimes.com/1892/07/01/archives/ready-for-the-contest-the-varsity-to-battle-on-the-thames-today.html,Yale Defeats Harvard University and Freshman Crews,,2,The New York Times,[],"{'main': ""READY FOR THE CONTEST; THE 'VARSITY TO BATTLE ON THE THAMES TO-DAY. YALE CONFIDENT OF WINNING THE FOUR-MILE RACE, BUT HARVARD'S ROWING IMPROVED -- BETTING EVEN -- FRESHMAN EVENTS POSTPONED."", 'kicker': None, 'content_kicker': None, 'print_headline': ""READY FOR THE CONTEST; THE 'VARSITY TO BATTLE ON THE THAMES TO-DAY. YALE CONFIDENT OF WINNING THE FOUR-MILE RACE, BUT HARVARD'S ROWING IMPROVED -- BETTING EVEN -- FRESHMAN EVENTS POSTPONED."", 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Rowing', 'rank': 1, 'major': 'N'}]",1892-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1baf4e96-d3a2-5223-adb4-9bc6130ebd47,0,nyt://article/1baf4e96-d3a2-5223-adb4-9bc6130ebd47,
,https://www.nytimes.com/1892/07/01/archives/a-model-of-fultons-boat.html,,,10,The New York Times,[],"{'main': ""A Model of Fulton's Boat."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""A Model of Fulton's Boat."", 'name': None, 'seo': None, 'sub': None}",[],1892-07-01T05:00:00+0000,article,None,Archives,"{'original': 'A.B.H', 'person': [{'firstname': 'A.', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/1fc25514-6782-5a34-9148-d467f4c9235f,0,nyt://article/1fc25514-6782-5a34-9148-d467f4c9235f,
,https://www.nytimes.com/1892/07/01/archives/editorial-article-7-no-title.html,,,4,The New York Times,[],"{'main': 'Editorial Article 7 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Editorial Article 7 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1892-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/218215e0-ce5d-58ce-8117-9ed92ce0bf14,0,nyt://article/218215e0-ce5d-58ce-8117-9ed92ce0bf14,
,https://www.nytimes.com/1892/07/01/archives/stevenson-congratulated-by-foster.html,,,4,The New York Times,[],"{'main': 'Stevenson Congratulated by Foster.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Stevenson Congratulated by Foster.', 'name': None, 'seo': None, 'sub': None}",[],1892-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/2244cd8c-4490-5535-a42e-8d1c5ee02acd,0,nyt://article/2244cd8c-4490-5535-a42e-8d1c5ee02acd,
,https://www.nytimes.com/1892/07/01/archives/workmen-fight-in-the-street-toledo-horse-car-lines-at-war-about.html,,,2,The New York Times,[],"{'main': 'WORKMEN FIGHT IN THE STREET.; TOLEDO HORSE CAR LINES AT WAR ABOUT REPAIRING THE TRACKS.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'WORKMEN FIGHT IN THE STREET.; TOLEDO HORSE CAR LINES AT WAR ABOUT REPAIRING THE TRACKS.', 'name': None, 'seo': None, 'sub': None}",[],1892-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/233c1021-328e-5180-872d-fe1ea0b89073,0,nyt://article/233c1021-328e-5180-872d-fe1ea0b89073,
"Atkinson, E.; Republican and Democratic Parties' Platforms Compared; Protection's Legality",https://www.nytimes.com/1892/07/01/archives/taxation-and-workers-the-issue-between-the-two-great-parties-joined.html,"Atkinson, E.; Republican and Democratic Parties' Platforms Compared; Protection's Legality",,9,The New York Times,[],"{'main': 'TAXATION AND WORKERS; THE ISSUE BETWEEN THE TWO GREAT PARTIES JOINED. REPUBLICANS WANT TO TAX THE MANY FOR THE FEW, WHILE THE DEMO- CRATS INSIST THAT THE GOVERN- MENT SHALL RECEIVE THE TAXES.', 'kicker': None, 'content_kicker': None, 'print_headline': 'TAXATION AND WORKERS; THE ISSUE BETWEEN THE TWO GREAT PARTIES JOINED. REPUBLICANS WANT TO TAX THE MANY FOR THE FEW, WHILE THE DEMO- CRATS INSIST THAT THE GOVERN- MENT SHALL RECEIVE THE TAXES.', 'name': None, 'seo': None, 'sub': None}",[],1892-07-01T05:00:00+0000,article,None,Archives,"{'original': 'EDWARD ATKINSON', 'person': [{'firstname': 'Edward', 'middlename': None, 'lastname': 'ATKINSON', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/25589ac8-51a8-5c13-aee1-603ae8bd1dfd,0,nyt://article/25589ac8-51a8-5c13-aee1-603ae8bd1dfd,
,https://www.nytimes.com/1892/07/01/archives/article-2-no-title.html,,,8,The New York Times,[],"{'main': 'Article 2 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 2 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1892-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/26610b40-0a46-5ea3-9a22-85bab1fd8b2a,0,nyt://article/26610b40-0a46-5ea3-9a22-85bab1fd8b2a,
Schedule Adopted by New-York and Philadelphia Firms,https://www.nytimes.com/1892/07/01/archives/lower-dry-goods-discounts-newyork-and-philadelphia-whole-sale.html,Schedule Adopted by New-York and Philadelphia Firms,,9,The New York Times,[],"{'main': 'LOWER DRY GOODS DISCOUNTS.; NEW-YORK AND PHILADELPHIA WHOLE- SALE HOUSES IN A COMBINATION.', 'kicker': None, 'content_kicker': None, 'print_headline': 'LOWER DRY GOODS DISCOUNTS.; NEW-YORK AND PHILADELPHIA WHOLE- SALE HOUSES IN A COMBINATION.', 'name': None, 'seo': None, 'sub': None}",[],1892-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/281e8ff9-3e27-5ec7-b756-4c832883e431,0,nyt://article/281e8ff9-3e27-5ec7-b756-4c832883e431,
"Lehigh Valley, Lease to Philadelphia and Reading; E. S. Gummere's Suit to Annul; Decision",https://www.nytimes.com/1892/07/01/archives/article-1-no-title.html,"Lehigh Valley, Lease to Philadelphia and Reading; E. S. Gummere's Suit to Annul; Decision",,2,The New York Times,[],"{'main': 'Article 1 -- No Title', 'kicker': None, 'content_kicker': None, 'print_headline': 'Article 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1892-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/29a927b5-ce6d-5828-946b-4ce76129908a,0,nyt://article/29a927b5-ce6d-5828-946b-4ce76129908a,
