abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri
"POMPANO BEACH, Fla., Feb. 28--Mickey Vernon who, like Casey Stengel with the National League Mets, is tackling the intricate job of extricating his Washington Senators from the basement in their second year in the American League, has one thing going for him.  ",https://www.nytimes.com/1963/03/01/archives/senators-depend-on-hurling-staff-vernon-strives-to-correct-flaws-in.html,,,S,16,The New York Times,[],"{'main': 'SENATORS DEPEND ON HURLING STAFF; Vernon Strives to Correct Flaws in Rest of Team Selkirk Is in Charge', 'kicker': '1', 'content_kicker': None, 'print_headline': 'SENATORS DEPEND ON HURLING STAFF; Vernon Strives to Correct Flaws in Rest of Team Selkirk Is in Charge', 'name': None, 'seo': None, 'sub': None}",[],1963-03-01T05:00:00+0000,article,None,Archives,"{'original': 'By John Drebinger Special To the New York Times', 'person': [{'firstname': 'John', 'middlename': 'Drebinger', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/00efd2df-3427-56e2-b60b-d6f7a6d186cd,0,nyt://article/00efd2df-3427-56e2-b60b-d6f7a6d186cd
"Reprs Springer and J B Bennett charge FPC Comr Morgan with 'McCarthyism' in his criticism of FPC regulation, HR subcom; recall Morgan '36 and '37 arrests",https://www.nytimes.com/1963/03/01/archives/member-of-fpc-sharply-attacked-by-republicans-member-of-fpc-becomes.html,"Reprs Springer and J B Bennett charge FPC Comr Morgan with 'McCarthyism' in his criticism of FPC regulation, HR subcom; recall Morgan '36 and '37 arrests",,Business & Finance,11,The New York Times,[],"{'main': 'Member of F.P.C. Sharply Attacked By Republicans; MEMBER OF F.P.C. BECOMES TARGET', 'kicker': None, 'content_kicker': None, 'print_headline': 'Member of F.P.C. Sharply Attacked By Republicans; MEMBER OF F.P.C. BECOMES TARGET', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'US', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'PUBLIC UTILITIES', 'rank': 2, 'major': 'N'}]",1963-03-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0534b7d2-9aec-5b0a-a19d-ec72ffd8ce46,0,nyt://article/0534b7d2-9aec-5b0a-a19d-ec72ffd8ce46
"Pickard, Frank A",https://www.nytimes.com/1963/03/01/archives/judge-pickard-73-made-famed-ruling.html,"Pickard, Frank A",,,4,The New York Times,[],"{'main': 'JUDGE PICKARD, 73; MADE FAMED RULING', 'kicker': None, 'content_kicker': None, 'print_headline': 'JUDGE PICKARD, 73; MADE FAMED RULING', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'PICKARD, FRANK A', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1963-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/084fec01-131b-5e98-9558-2231353d1b04,0,nyt://article/084fec01-131b-5e98-9558-2231353d1b04
E T Weiler dir,https://www.nytimes.com/1963/03/01/archives/commercial-solvents-names-a-new-director.html,E T Weiler dir,,Business & Finance,13,The New York Times,[],"{'main': 'Commercial Solvents Names a New Director', 'kicker': None, 'content_kicker': None, 'print_headline': 'Commercial Solvents Names a New Director', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'COMMERCIAL SOLVENTS CORP.', 'rank': 1, 'major': 'N'}]",1963-03-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/09746714-063c-5556-a550-674e029a4e5c,0,nyt://article/09746714-063c-5556-a550-674e029a4e5c
NLRB examiner finds racial bias at Hughes Tool Co Houston plant since '28; urges revoking bargaining rights of all unions practicing bias,https://www.nytimes.com/1963/03/01/archives/nlrb-aide-urges-ouster-of-hughes-unions-for-racism.html,NLRB examiner finds racial bias at Hughes Tool Co Houston plant since '28; urges revoking bargaining rights of all unions practicing bias,,,5,The New York Times,[],"{'main': ""N.L.R.B. Aide Urges Ouster Of Hughes' Unions for Racism"", 'kicker': None, 'content_kicker': None, 'print_headline': ""N.L.R.B. Aide Urges Ouster Of Hughes' Unions for Racism"", 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Oil (Petroleum) and Gasoline', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'LABOR', 'rank': 3, 'major': 'N'}]",1963-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0b1716d0-41a4-5253-ab90-7a6ea7d7fa75,0,nyt://article/0b1716d0-41a4-5253-ab90-7a6ea7d7fa75
"NEW YORK. As President of the second  most populous nation on earth, Dr. Rajendra Prasad would sit at the spinning wheel and spin an hour a day. He ate two simple vegetarian meals a day and kept three white cows at the huge palace of the Viceroys in New Delhi, which is the Presidential residence.  ",https://www.nytimes.com/1963/03/01/archives/livedsimple-life-named-head-of-congress.html,,,,4,The New York Times,[],"{'main': 'Lived-Simple Life; Named Head of Congress', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Lived-Simple Life; Named Head of Congress', 'name': None, 'seo': None, 'sub': None}",[],1963-03-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0c24c72b-89a5-5704-b62a-007d98d0ed96,0,nyt://article/0c24c72b-89a5-5704-b62a-007d98d0ed96
"NY Reserve Bank repts $50-million gold outflow, wk",https://www.nytimes.com/1963/03/01/archives/us-stock-of-gold-is-reduced-again-50-million-drain-is-second.html,"NY Reserve Bank repts $50-million gold outflow, wk",,Business & Finance,11,The New York Times,[],"{'main': ""U.S. STOCK OF GOLD IS REDUCED AGAIN; 50 Million Drain Is Second Withdrawal This Year-- Level Lowest Since'39 Drain May Match 1962"", 'kicker': None, 'content_kicker': None, 'print_headline': ""U.S. STOCK OF GOLD IS REDUCED AGAIN; 50 Million Drain Is Second Withdrawal This Year-- Level Lowest Since'39 Drain May Match 1962"", 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Currency', 'rank': 2, 'major': 'N'}]",1963-03-01T05:00:00+0000,article,None,Archives,"{'original': 'By M.j. Rossant Special To the New York Times', 'person': [], 'organization': 'The New York Times'}",Archives,nyt://article/0f30be6f-a08e-590f-b88a-1b9694c96c43,0,nyt://article/0f30be6f-a08e-590f-b88a-1b9694c96c43
ed on dispute basis in conflicting natl interests,https://www.nytimes.com/1963/03/01/archives/khrushchev-vs-mao.html,ed on dispute basis in conflicting natl interests,,,8,The New York Times,[],"{'main': 'Khrushchev vs. Mao', 'kicker': None, 'content_kicker': None, 'print_headline': 'Khrushchev vs. Mao', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'COMMUNISM', 'rank': 1, 'major': 'N'}]",1963-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1205936c-f7cb-5dc6-83e5-3efe7ee9d4d9,0,nyt://article/1205936c-f7cb-5dc6-83e5-3efe7ee9d4d9
"Sen J J Williams charges State Dept arranged for theater tickets and nightclub reservations for Powell and 2 women employes of his com during Govt-financed trip abroad, '62, s, Sen",https://www.nytimes.com/1963/03/01/archives/powells-trip-abroad-criticized-by-senators.html,"Sen J J Williams charges State Dept arranged for theater tickets and nightclub reservations for Powell and 2 women employes of his com during Govt-financed trip abroad, '62, s, Sen",,,4,The New York Times,[],"{'main': ""Powell's Trip Abroad Criticized by Senators"", 'kicker': None, 'content_kicker': None, 'print_headline': ""Powell's Trip Abroad Criticized by Senators"", 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'CONGRESS', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'CONGRESS', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'GENERAL', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 7, 'major': 'N'}]",1963-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/132afac7-e68b-5b2a-97c0-0e16d7b735db,0,nyt://article/132afac7-e68b-5b2a-97c0-0e16d7b735db
"dept accepts offers from 14 nations of additional 273,654 tons",https://www.nytimes.com/1963/03/01/archives/us-accepts-foreign-offers-of-273654-more-tons-of-sugar-president-is.html,"dept accepts offers from 14 nations of additional 273,654 tons",,Business & Finance,11,The New York Times,[],"{'main': 'U.S. Accepts Foreign Offers Of 273,654 More Tons of Sugar; President Is Blamed', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.S. Accepts Foreign Offers Of 273,654 More Tons of Sugar; President Is Blamed', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'US (GEN)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Sugar', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Sugar', 'rank': 3, 'major': 'N'}]",1963-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/145c02aa-aa61-5f53-8462-59b42f1918d7,0,nyt://article/145c02aa-aa61-5f53-8462-59b42f1918d7
