abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,print_section
,https://www.nytimes.com/1896/09/01/archives/deserts-bryan-an-indiana-democrat-joins-the-soundmoney-forces.html,,,1,The New York Times,[],"{'main': 'DESERTS BRYAN.; An Indiana Democrat Joins the Sound-Money Forces. ', 'kicker': '1', 'content_kicker': None, 'print_headline': 'DESERTS BRYAN.; An Indiana Democrat Joins the Sound-Money Forces. ', 'name': None, 'seo': None, 'sub': None}",[],1896-09-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0497d4c4-0327-551c-9e19-2d4625912190,0,nyt://article/0497d4c4-0327-551c-9e19-2d4625912190,
Released from Prison,https://www.nytimes.com/1896/09/01/archives/the-fight-in-maine-soundmoney-men-expect-to-poll-a-very-large-vote.html,Released from Prison,,1,The New York Times,[],"{'main': 'THE FIGHT IN MAINE.; Sound-Money Men Expect to Poll a Very Large Vote.', 'kicker': None, 'content_kicker': None, 'print_headline': 'THE FIGHT IN MAINE.; Sound-Money Men Expect to Poll a Very Large Vote.', 'name': None, 'seo': None, 'sub': None}",[],1896-09-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/08eaf51c-85cb-5181-b5ca-6e92b2baac16,0,nyt://article/08eaf51c-85cb-5181-b5ca-6e92b2baac16,
"Tignish, (P. E. I.)",https://www.nytimes.com/1896/09/01/archives/town-of-tignish-burned-six-or-seven-blocks-of-the-fishing-station.html,"Tignish, (P. E. I.)",,1,The New York Times,[],"{'main': 'TOWN OF TIGNISH BURNED.; Six or Seven Blocks of the Fishing Station Destroyed.', 'kicker': None, 'content_kicker': None, 'print_headline': 'TOWN OF TIGNISH BURNED.; Six or Seven Blocks of the Fishing Station Destroyed.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'FIRES', 'rank': 1, 'major': 'N'}]",1896-09-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0cdbf8ce-a998-5da8-b1da-1b64b1f539b2,0,nyt://article/0cdbf8ce-a998-5da8-b1da-1b64b1f539b2,
,https://www.nytimes.com/1896/09/01/archives/a-dinner-to-lord-russell.html,,,1,The New York Times,[],"{'main': 'A Dinner to Lord Russell.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'A Dinner to Lord Russell.', 'name': None, 'seo': None, 'sub': None}",[],1896-09-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/103685ac-7fa7-55da-be0d-0cdf17ff2789,0,nyt://article/103685ac-7fa7-55da-be0d-0cdf17ff2789,
"The flow of gold from Europe to this country gives promise of a considerable increase in volume within the next few days. Estimates of the total amount that will be received into the Sub-Treasury before the present movement ceases range all the way from $20,000,000 to $25,000,000. The importations of gold by New-York banks and firms thus far ordered aggregate $18,000,000.  ",https://www.nytimes.com/1896/09/01/archives/gold-flows-from-europe-imports-expected-to-increase-in-a-few-days.html,,,1,The New York Times,[],"{'main': 'GOLD FLOWS FROM EUROPE; IMPORTS EXPECTED TO INCREASE IN A FEW DAYS. Estimated that the Sub-Treasury Will Be Benefited from $20,000,000 to $25,000,000 -- Engagements Now Aggregate $18,000,000 -- J.P. Morgan & Co. Deposit $1,500,000 -- Adjournment of Clearing House Loan Committee.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'GOLD FLOWS FROM EUROPE; IMPORTS EXPECTED TO INCREASE IN A FEW DAYS. Estimated that the Sub-Treasury Will Be Benefited from $20,000,000 to $25,000,000 -- Engagements Now Aggregate $18,000,000 -- J.P. Morgan & Co. Deposit $1,500,000 -- Adjournment of Clearing House Loan Committee.', 'name': None, 'seo': None, 'sub': None}",[],1896-09-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/12a0a186-6990-5dbf-868a-66196f4ff7bf,0,nyt://article/12a0a186-6990-5dbf-868a-66196f4ff7bf,
Preparations; Candidates Discussed,https://www.nytimes.com/1896/09/01/archives/earnest-for-sound-money-the-indianapolis-convention-will-do-good.html,Preparations; Candidates Discussed,,1,The New York Times,[],"{'main': 'EARNEST FOR SOUND MONEY; The Indianapolis Convention Will Do Good Work To-morrow. MANY DELEGATES ARE PRESENT President Cleveland Suggested As a Candidate by Both Washing- ton and Florida. IT IS NOT PROBABLE HE WOULD ACCEPT An Enthusiastic Meeting Assured and the Platform Will Be One of Pure Democratic Principles. EARNEST FOR SOUND MONEY', 'kicker': None, 'content_kicker': None, 'print_headline': 'EARNEST FOR SOUND MONEY; The Indianapolis Convention Will Do Good Work To-morrow. MANY DELEGATES ARE PRESENT President Cleveland Suggested As a Candidate by Both Washing- ton and Florida. IT IS NOT PROBABLE HE WOULD ACCEPT An Enthusiastic Meeting Assured and the Platform Will Be One of Pure Democratic Principles. EARNEST FOR SOUND MONEY', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'National Democratic Party', 'rank': 1, 'major': 'N'}]",1896-09-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/146f742e-1f66-5e3b-9b89-add9c08863a7,0,nyt://article/146f742e-1f66-5e3b-9b89-add9c08863a7,
,https://www.nytimes.com/1896/09/01/archives/mr-balfour-leaves-gladstone.html,,,5,The New York Times,[],"{'main': 'Mr. Balfour Leaves Gladstone.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Mr. Balfour Leaves Gladstone.', 'name': None, 'seo': None, 'sub': None}",[],1896-09-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/15edd867-949f-5cb8-a4e3-7e1d52ffa722,0,nyt://article/15edd867-949f-5cb8-a4e3-7e1d52ffa722,
Death,https://www.nytimes.com/1896/09/01/archives/william-morris-very-ill.html,Death,,5,The New York Times,[],"{'main': 'William Morris Very Ill.', 'kicker': None, 'content_kicker': None, 'print_headline': 'William Morris Very Ill.', 'name': None, 'seo': None, 'sub': None}",[],1896-09-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1e10f4f1-df9a-5203-8c08-8aef2d3004e0,0,nyt://article/1e10f4f1-df9a-5203-8c08-8aef2d3004e0,
Rosemary,https://www.nytimes.com/1896/09/01/archives/a-night-of-new-plays-john-drew-in-rosemary-at-the-empire-edward.html,Rosemary,,5,The New York Times,[],"{'main': 'A NIGHT OF NEW PLAYS; JOHN DREW IN ""ROSEMARY"" AT THE EMPIRE. Edward Harrigan and His Company in ""Marty Malone"" at the Bijou Theatre -- "" The Great Northwest"" at the American -- ""When London Sleeps"" at the Fourteenth Street Theatre -- Various Changes in the Music Hall Bills.', 'kicker': None, 'content_kicker': None, 'print_headline': 'A NIGHT OF NEW PLAYS; JOHN DREW IN ""ROSEMARY"" AT THE EMPIRE. Edward Harrigan and His Company in ""Marty Malone"" at the Bijou Theatre -- "" The Great Northwest"" at the American -- ""When London Sleeps"" at the Fourteenth Street Theatre -- Various Changes in the Music Hall Bills.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'AMUSEMENTS', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'AMUSEMENTS', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'AMUSEMENTS', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'AMUSEMENTS', 'rank': 4, 'major': 'N'}]",1896-09-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/2080b54a-29c0-53df-842c-55801f0d213e,0,nyt://article/2080b54a-29c0-53df-842c-55801f0d213e,
,https://www.nytimes.com/1896/09/01/archives/the-income-tax-proposition-it-will-probably-not-be-introduced-in.html,,,3,The New York Times,[],"{'main': 'THE INCOME TAX PROPOSITION.; It Will Probably Not be Introduced in the Platform. ', 'kicker': '1', 'content_kicker': None, 'print_headline': 'THE INCOME TAX PROPOSITION.; It Will Probably Not be Introduced in the Platform. ', 'name': None, 'seo': None, 'sub': None}",[],1896-09-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/22714aec-8111-599d-8f86-3e2766ec6ec4,0,nyt://article/22714aec-8111-599d-8f86-3e2766ec6ec4,
