abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,subsection_name
,https://www.nytimes.com/1854/10/02/archives/the-albany-chamberlainship.html,,,,1.0,The New York Times,[],"{'main': 'The Albany Chamberlainship.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The Albany Chamberlainship.', 'name': None, 'seo': None, 'sub': None}",[],1854-10-02 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0343e756-5e15-5078-827f-8db1b5a60af2,0,nyt://article/0343e756-5e15-5078-827f-8db1b5a60af2,
"Nebraska Bill's first-born waddled into our office yesterday,--a bright, clean young fellow, of excellent promise in spite of his father's deformity. But this is an earnest age,--we must not talk in figures. Plainly, then, we have received the Kansas Weekly Herald, the first number of the first paper published in the territory of Kansas.  ",https://www.nytimes.com/1854/10/02/archives/a-newspaper-from-kansas.html,,,,4.0,The New York Times,[],"{'main': 'A Newspaper From Kansas.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'A Newspaper From Kansas.', 'name': None, 'seo': None, 'sub': None}",[],1854-10-02 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/038b93e2-d2f4-52ab-a4ee-d4fd7aaa7e77,0,nyt://article/038b93e2-d2f4-52ab-a4ee-d4fd7aaa7e77,
"Our London correspondent, in his published letter of Saturday last, alludes to an editorial article by Miss MARTINEAU in the Daily News of Sept. 12, on the Cuban question, which was copied in the Times of Friday last. It takes our countrymen to task in a pretty sharp manner. Young America is not mentioned by name.  ",https://www.nytimes.com/1854/10/02/archives/miss-martineau-on-american-diplomacy.html,,,,4.0,The New York Times,[],"{'main': 'Miss Martineau on American Diplomacy.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Miss Martineau on American Diplomacy.', 'name': None, 'seo': None, 'sub': None}",[],1854-10-02 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0464c9ed-8837-5cb3-a545-238317f14a11,0,nyt://article/0464c9ed-8837-5cb3-a545-238317f14a11,
"The U.S. Mail steamship El Dorado, HENRY J. HARTSTENE, Commander, arrived yesterday at the foot of Warren-Street, from New-Orleans via Havana. She left New-Orleans on the 20th ult. On arriving at Havana on Sunday morning the 24th ult., her passengers for California and the Isthmus were transferred to the steamship Falcon, under the command of Capt. A. G. GRAY, hitherto of the El Dorado.  ",https://www.nytimes.com/1854/10/02/archives/later-from-havana-the-arrival-of-conchapublic-demonstrationsa.html,,,,8.0,The New York Times,[],"{'main': 'LATER FROM HAVANA.; The Arrival of Concha--Public Demonstrations--A Bull-Fight and a Feast. ARRIVAL OF THE EL DORADO.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'LATER FROM HAVANA.; The Arrival of Concha--Public Demonstrations--A Bull-Fight and a Feast. ARRIVAL OF THE EL DORADO.', 'name': None, 'seo': None, 'sub': None}",[],1854-10-02 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/060b54ea-d1fb-5bdc-b559-c6de6cd83ac7,0,nyt://article/060b54ea-d1fb-5bdc-b559-c6de6cd83ac7,
"EMIGRATION INTO KANSAS.--We learn from a gentlemen who has just returned to this city from Kansas, where he has been ever since the passage of the Territorial Government bill, that, so far, ne Slaves have been carried into the Territory, though many Arkansas and Missouri Slave-holders and other Southern States citizens have taken up ""claims"" there.  ",https://www.nytimes.com/1854/10/02/archives/article-4-no-title.html,,,,6.0,The New York Times,[],"{'main': 'Article 4 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 4 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1854-10-02 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0896ee40-aded-57b0-80c9-c4fbcf10a4b7,0,nyt://article/0896ee40-aded-57b0-80c9-c4fbcf10a4b7,
"A late article in the Liverpool Journal speaks of the American workingmen as ""the best informed workmen in the world."" The Journal is rebuking Cardinal WISEMAN for contending that the people ought ""to be taught only by act of Parliament,"" and to strengthen its position, an appeal is made to the intellectual condition of our workmen.  ",https://www.nytimes.com/1854/10/02/archives/american-workingmen.html,,,,4.0,The New York Times,[],"{'main': 'American Workingmen.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'American Workingmen.', 'name': None, 'seo': None, 'sub': None}",[],1854-10-02 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/092f7cf6-f616-5927-8023-2b83e412f7f1,0,nyt://article/092f7cf6-f616-5927-8023-2b83e412f7f1,
,https://www.nytimes.com/1854/10/02/archives/coal.html,,,,7.0,The New York Times,[],"{'main': 'COAL.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'COAL.', 'name': None, 'seo': None, 'sub': None}",[],1854-10-02 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0beb712a-9cb5-56ae-9596-7264f136f3c1,0,nyt://article/0beb712a-9cb5-56ae-9596-7264f136f3c1,
,https://www.nytimes.com/1854/10/02/archives/sinking-of-the-steamboat-malta-in-the-ohio-riverelection-of-a.html,,,,1.0,The New York Times,[],"{'main': 'Sinking of the Steamboat Malta in the Ohio River--Election of a Know-Nothing Mayor.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Sinking of the Steamboat Malta in the Ohio River--Election of a Know-Nothing Mayor.', 'name': None, 'seo': None, 'sub': None}",[],1854-10-02 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0d41bb67-ba22-5af8-8ead-06ada0929e2a,0,nyt://article/0d41bb67-ba22-5af8-8ead-06ada0929e2a,
,https://www.nytimes.com/1854/10/02/archives/arrest-of-a-man-accused-of-murder.html,,,,4.0,The New York Times,[],"{'main': 'Arrest of a Man Accused of Murder.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Arrest of a Man Accused of Murder.', 'name': None, 'seo': None, 'sub': None}",[],1854-10-02 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0ed0dd6a-3b36-59a1-92d2-2245eebf8957,0,nyt://article/0ed0dd6a-3b36-59a1-92d2-2245eebf8957,
"To the Editor of the New-York Daily Times: The resolutions before the American Missionary Association, already alluded to, were discussed very fully during the afternoon of yesterday. A substitute was offered to the second resolution, with regard to the A. B. C. F. M., but, after a long debate, was withdrawn, and the original resolution reported by the Committee was unanimously adopted. The following are the resolutions adopted:  ",https://www.nytimes.com/1854/10/02/archives/missienary-meeting.html,,,,6.0,The New York Times,[],"{'main': 'Missienary Meeting.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Missienary Meeting.', 'name': None, 'seo': None, 'sub': None}",[],1854-10-02 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/100adf2d-fc45-51fa-a99b-f6a1a2722290,0,nyt://article/100adf2d-fc45-51fa-a99b-f6a1a2722290,
"The Royal Mail steamship American arrived at this port at 1 1/2 o'clock this morning. The European papers contain little or no news of interest additional to that telegraphed from Halifax. In Naples there had been 10,000 deaths by Cholera since the disease first made its appearance. The Newfoundland papers contain a few details as to the wreck of the steamship City of Philadelphia.  ",https://www.nytimes.com/1854/10/02/archives/arrival-of-the-america-at-bostonfurther-particulars-of-the-wreck-of.html,,,,1.0,The New York Times,[],"{'main': 'Arrival of the America at Boston--Further Particulars of the Wreck of the City of Philadelphia.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Arrival of the America at Boston--Further Particulars of the Wreck of the City of Philadelphia.', 'name': None, 'seo': None, 'sub': None}",[],1854-10-02 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1a5be702-6592-522f-a3cc-86da36b61e4b,0,nyt://article/1a5be702-6592-522f-a3cc-86da36b61e4b,
"Yesterday morning, information was received at the Coroner's office, by JOHN G. PARISE, Esq., that a slave, belonging to Dr. W. NEWTON MERCER OF New-Orleans, La., was supposed to have been murdered at the Julien Hotel, No. West Washington-place. It appears that Dr. MERCER recently arrived here on his return home, from his Summer tour at Newport and elsewhere, accompanied by his family and three servants.  ",https://www.nytimes.com/1854/10/02/archives/supposed-murder-of-a-slave-at-the-jullen-hotelthe-judicial-inquiry.html,,,,4.0,The New York Times,[],"{'main': 'Supposed Murder of a Slave at the Jullen Hotel--The Judicial Inquiry.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Supposed Murder of a Slave at the Jullen Hotel--The Judicial Inquiry.', 'name': None, 'seo': None, 'sub': None}",[],1854-10-02 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1f03771b-a651-5ad5-a19b-9e85de9c6d20,0,nyt://article/1f03771b-a651-5ad5-a19b-9e85de9c6d20,
,https://www.nytimes.com/1854/10/02/archives/large-fire-in-corning.html,,,,1.0,The New York Times,[],"{'main': 'Large Fire in Corning.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Large Fire in Corning.', 'name': None, 'seo': None, 'sub': None}",[],1854-10-02 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/230fbcb2-e589-572a-a75d-6bec43008425,0,nyt://article/230fbcb2-e589-572a-a75d-6bec43008425,
"Contrary to the expectation of those who have been believers in the energetic prosecution of the Sebastopol expedition, we are yet without intelligence of the troopos having landed; each day, therefore, increases public anxiety, which may now be truly said to be wound up to fever heat. The whole concern , we do know, have turned their backs on Varma and its neighboring pesthouses; moreover, we know that they were cen-  ",https://www.nytimes.com/1854/10/02/archives/the-sebastopel-expeditionpublic-anxiety-the-queen-gone-to-secotland.html,,,,1.0,The New York Times,[],"{'main': 'The Sebastopel Expedition--Public Anxiety --The Queen Gone to Secotland --Yarna, Ode?sa Spatn, &c.', 'kicker': '2', 'content_kicker': None, 'print_headline': 'The Sebastopel Expedition--Public Anxiety --The Queen Gone to Secotland --Yarna, Ode?sa Spatn, &c.', 'name': None, 'seo': None, 'sub': None}",[],1854-10-02 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/2574602f-e528-543a-a0aa-bfdfafc1d94d,0,nyt://article/2574602f-e528-543a-a0aa-bfdfafc1d94d,
"The report of the City Inspector will be found in another column. In the aggregate number of deaths there is but a slight variation from the report of Saturday week. The deaths summed up amount to 612, of which 330 are children, of five years and under. From cholera 47 deaths are reported; from cholera infantum 21--a falling off of nearly forty per cent. upon the report of the previous week.  ",https://www.nytimes.com/1854/10/02/archives/city-mortality.html,,,,1.0,The New York Times,[],"{'main': 'City Mortality.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'City Mortality.', 'name': None, 'seo': None, 'sub': None}",[],1854-10-02 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/2683672b-376f-5486-a16b-41fe23c9d3c8,0,nyt://article/2683672b-376f-5486-a16b-41fe23c9d3c8,
