abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,subsection_name
Rotterdam; Deaths on,https://www.nytimes.com/1878/05/01/archives/five-deaths-from-gross-neglect.html,Rotterdam; Deaths on,,,5,The New York Times,[],"{'main': 'FIVE DEATHS FROM GROSS NEGLECT.', 'kicker': None, 'content_kicker': None, 'print_headline': 'FIVE DEATHS FROM GROSS NEGLECT.', 'name': None, 'seo': None, 'sub': None}",[],1878-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/006d4797-5f11-5482-b5fb-0fc1487029ac,0,nyt://article/006d4797-5f11-5482-b5fb-0fc1487029ac,
,https://www.nytimes.com/1878/05/01/archives/passengers-sailed.html,,,,8,The New York Times,[],"{'main': 'PASSENGERS SAILED.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'PASSENGERS SAILED.', 'name': None, 'seo': None, 'sub': None}",[],1878-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/00f5324a-1098-5e9e-8d22-9c1afe691002,0,nyt://article/00f5324a-1098-5e9e-8d22-9c1afe691002,
,https://www.nytimes.com/1878/05/01/archives/article-2-no-title.html,,,,2,The New York Times,[],"{'main': 'Article 2 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 2 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1878-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0113ef30-f052-5536-b3fa-2d3627ab21f9,0,nyt://article/0113ef30-f052-5536-b3fa-2d3627ab21f9,
Bondy & Prochaska,https://www.nytimes.com/1878/05/01/archives/failure-of-an-old-house-an-assignment-by-henry-lawrence-sons.html,Bondy & Prochaska,,,8,The New York Times,[],"{'main': 'FAILURE OF AN OLD HOUSE.; AN ASSIGNMENT BY HENRY LAWRENCE & SONS, CORDAGE MANUFACTURERS THEIR ASSISTS AND LIABILITIES HOW THEIR CREDIT WAS RUINED STRUGGLING AGAINST DIFFICULTIES.', 'kicker': None, 'content_kicker': None, 'print_headline': 'FAILURE OF AN OLD HOUSE.; AN ASSIGNMENT BY HENRY LAWRENCE & SONS, CORDAGE MANUFACTURERS THEIR ASSISTS AND LIABILITIES HOW THEIR CREDIT WAS RUINED STRUGGLING AGAINST DIFFICULTIES.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'FAILURES AND SUSPENSIONS', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'FAILURES AND SUSPENSIONS', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'FAILURES AND SUSPENSIONS', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'FAILURES AND SUSPENSIONS', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'FAILURES AND SUSPENSIONS', 'rank': 5, 'major': 'N'}]",1878-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/014d4ef0-e099-56c7-9dfb-b477eb1769d8,0,nyt://article/014d4ef0-e099-56c7-9dfb-b477eb1769d8,
"Robert L. Case, President of the suspended Security Life Insurance and Annuity Company, who  was convicted of perjury in swearing that the assets of the concern were about three times greater than they really were in 1875, is now out of the Tombs on bail to the amount of $20,000, and is awaiting a new trial.",https://www.nytimes.com/1878/05/01/archives/policyholders-demands-the-defunct-insurance-concerns-present.html,,,,2,The New York Times,[],"{'main': ""POLICY-HOLDERS' DEMANDS.; THE DEFUNCT INSURANCE CONCERNS PRESENT CONDITION OF THE AFFAIRS OF THE SECURITY, AMERICAN POPULAR, AND CONTINENTAL LIFE COMPANIES PROGRESS OF THE RECEIVERS TOWARD A FINAL SETTLEMENT DIFFICULT PROBLEMS TO SOLVE."", 'kicker': None, 'content_kicker': None, 'print_headline': ""POLICY-HOLDERS' DEMANDS.; THE DEFUNCT INSURANCE CONCERNS PRESENT CONDITION OF THE AFFAIRS OF THE SECURITY, AMERICAN POPULAR, AND CONTINENTAL LIFE COMPANIES PROGRESS OF THE RECEIVERS TOWARD A FINAL SETTLEMENT DIFFICULT PROBLEMS TO SOLVE."", 'name': None, 'seo': None, 'sub': None}",[],1878-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/019bf496-b5f0-5978-91ff-dc34dff3407f,0,nyt://article/019bf496-b5f0-5978-91ff-dc34dff3407f,
"West Wisconsin; Stock Replaced and Name Changed to Chicago, Milwaukee and Minneapolis",https://www.nytimes.com/1878/05/01/archives/chicago-to-minneapolis-new-name-for-the-old-west-wisconsin-railroad.html,"West Wisconsin; Stock Replaced and Name Changed to Chicago, Milwaukee and Minneapolis",,,1,The New York Times,[],"{'main': 'CHICAGO TO MINNEAPOLIS.; NEW NAME FOR THE OLD WEST WISCONSIN RAILROAD HOW THE STOCK IS PLACED.', 'kicker': None, 'content_kicker': None, 'print_headline': 'CHICAGO TO MINNEAPOLIS.; NEW NAME FOR THE OLD WEST WISCONSIN RAILROAD HOW THE STOCK IS PLACED.', 'name': None, 'seo': None, 'sub': None}",[],1878-05-01 05:00:00+00:00,article,,Archives,"{'original': 'Special Dispatch to the New-York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/03530963-42c8-5625-98fc-0273c3b086b8,0,nyt://article/03530963-42c8-5625-98fc-0273c3b086b8,
"Williams, Consul; Testimony on Forced Loans and Extradition; Charges Against Col. Devens and Commander Johnston",https://www.nytimes.com/1878/05/01/archives/our-pleasant-neighbor-mexico-and-united-states-consul-williams.html,"Williams, Consul; Testimony on Forced Loans and Extradition; Charges Against Col. Devens and Commander Johnston",,,1,The New York Times,[],"{'main': 'OUR PLEASANT NEIGHBOR.; MEXICO AND UNITED STATES. CONSUL WILLIAMS\' TESTIMONY BEFORE A HOUSE COMMITTEE REGARDING FORCED LOANS AND EXTRADITION HOW A FRIENDLY GOVERNMENT ""PROTECTS"" CITIZENS OF THE UNITED STATES WITHIN ITS BORDERS THE CONDUCT OF TWO UNITED STATES OFFICERS.', 'kicker': None, 'content_kicker': None, 'print_headline': 'OUR PLEASANT NEIGHBOR.; MEXICO AND UNITED STATES. CONSUL WILLIAMS\' TESTIMONY BEFORE A HOUSE COMMITTEE REGARDING FORCED LOANS AND EXTRADITION HOW A FRIENDLY GOVERNMENT ""PROTECTS"" CITIZENS OF THE UNITED STATES WITHIN ITS BORDERS THE CONDUCT OF TWO UNITED STATES OFFICERS.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Mexico', 'rank': 1, 'major': 'N'}]",1878-05-01 05:00:00+00:00,article,,Archives,"{'original': 'Special Dispatch to the New-York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/065efd2d-3eb1-521b-bbc9-b0f9ef7685d0,0,nyt://article/065efd2d-3eb1-521b-bbc9-b0f9ef7685d0,
,https://www.nytimes.com/1878/05/01/archives/shadpoles-to-be-torn-up.html,,,,2,The New York Times,[],"{'main': 'SHAD-POLES TO BE TORN UP.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'SHAD-POLES TO BE TORN UP.', 'name': None, 'seo': None, 'sub': None}",[],1878-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/07407fba-c8c8-55fc-9e7f-b2963dd42779,0,nyt://article/07407fba-c8c8-55fc-9e7f-b2963dd42779,
,https://www.nytimes.com/1878/05/01/archives/a-real-estate-swindler-convicted.html,,,,2,The New York Times,[],"{'main': 'A REAL ESTATE SWINDLER CONVICTED.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'A REAL ESTATE SWINDLER CONVICTED.', 'name': None, 'seo': None, 'sub': None}",[],1878-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0795a3a9-2046-52f1-9655-df75f6635984,0,nyt://article/0795a3a9-2046-52f1-9655-df75f6635984,
Sun on Financial Condition,https://www.nytimes.com/1878/05/01/archives/a-little-contrast.html,Sun on Financial Condition,,,5,The New York Times,[],"{'main': 'A LITTLE CONTRAST.', 'kicker': None, 'content_kicker': None, 'print_headline': 'A LITTLE CONTRAST.', 'name': None, 'seo': None, 'sub': None}",[],1878-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/084ac6e5-bdf4-5c1e-9191-1f41642a9196,0,nyt://article/084ac6e5-bdf4-5c1e-9191-1f41642a9196,
