abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri
,https://www.nytimes.com/1882/02/01/archives/editorial-article-1-no-title.html,,,4,The New York Times,[],"{'main': 'Editorial Article 1 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Editorial Article 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1882-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/045349cb-6254-5023-9a64-7fe884d4f852,0,nyt://article/045349cb-6254-5023-9a64-7fe884d4f852
,https://www.nytimes.com/1882/02/01/archives/spread-of-the-smallpox-the-epidemic-increasing-throughout-the.html,,,5,The New York Times,[],"{'main': 'SPREAD OF THE SMALL-POX.; THE EPIDEMIC INCREASING THROUGHOUT THE COUNTRY-REPORT OF THE NATIONAL BOARD OF HEALTH.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'SPREAD OF THE SMALL-POX.; THE EPIDEMIC INCREASING THROUGHOUT THE COUNTRY-REPORT OF THE NATIONAL BOARD OF HEALTH.', 'name': None, 'seo': None, 'sub': None}",[],1882-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/046a642c-c23c-5b04-a835-793efb1f0965,0,nyt://article/046a642c-c23c-5b04-a835-793efb1f0965
,https://www.nytimes.com/1882/02/01/archives/gas-explosion-in-newark.html,,,8,The New York Times,[],"{'main': 'GAS EXPLOSION IN NEWARK.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'GAS EXPLOSION IN NEWARK.', 'name': None, 'seo': None, 'sub': None}",[],1882-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/071fdaf5-6f1d-5328-bb56-68a4577a30b4,0,nyt://article/071fdaf5-6f1d-5328-bb56-68a4577a30b4
Impudent Letter to Mr. Forster,https://www.nytimes.com/1882/02/01/archives/the-subjugation-of-ireland-the-murder-of-mr-huddythe-suspects-not.html,Impudent Letter to Mr. Forster,,5,The New York Times,[],"{'main': 'THE SUBJUGATION OF IRELAND.; THE MURDER OF MR. HUDDY--THE ""SUSPECTS"" NOT TO BE RELEASED--AN IM', 'kicker': None, 'content_kicker': None, 'print_headline': 'THE SUBJUGATION OF IRELAND.; THE MURDER OF MR. HUDDY--THE ""SUSPECTS"" NOT TO BE RELEASED--AN IM', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'DILLON, JOHN', 'rank': 1, 'major': 'N'}]",1882-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/07463b40-793b-5408-b7af-5a56e3886a38,0,nyt://article/07463b40-793b-5408-b7af-5a56e3886a38
,https://www.nytimes.com/1882/02/01/archives/increase-of-capital.html,,,8,The New York Times,[],"{'main': 'INCREASE OF CAPITAL.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'INCREASE OF CAPITAL.', 'name': None, 'seo': None, 'sub': None}",[],1882-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/092c7c1c-9e5e-54a2-a786-c6d7378372fa,0,nyt://article/092c7c1c-9e5e-54a2-a786-c6d7378372fa
,https://www.nytimes.com/1882/02/01/archives/the-philadelphia-mint.html,,,4,The New York Times,[],"{'main': 'THE PHILADELPHIA MINT.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'THE PHILADELPHIA MINT.', 'name': None, 'seo': None, 'sub': None}",[],1882-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0b6c7aa3-1df9-50ba-a4e6-e79a2fe88d6b,0,nyt://article/0b6c7aa3-1df9-50ba-a4e6-e79a2fe88d6b
"New-York Central Taxes; Senator Grady's Resolution as to Evasion, and Attorney-General's Reply",https://www.nytimes.com/1882/02/01/archives/the-legislature-another-fruitless-day-and-no-organization-effected.html,"New-York Central Taxes; Senator Grady's Resolution as to Evasion, and Attorney-General's Reply",,3,The New York Times,[],"{'main': 'THE LEGISLATURE.; ANOTHER FRUITLESS DAY AND NO ORGANIZATION EFFECTED.', 'kicker': None, 'content_kicker': None, 'print_headline': 'THE LEGISLATURE.; ANOTHER FRUITLESS DAY AND NO ORGANIZATION EFFECTED.', 'name': None, 'seo': None, 'sub': None}",[],1882-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0be8b4d0-c86a-5f9f-aa90-6a380dabc554,0,nyt://article/0be8b4d0-c86a-5f9f-aa90-6a380dabc554
"WASHINGTON, Jan. 31.--In pursuance of the act of Congress approved June 23, 1874, entitled ""An act extending the right of way heretofore granted to the Allegheny Valley Railroad Company through the arsenal grounds at Pittsburgh,"" a Board of Officers, to consist of Major Stephen C. Lyford, Ordnance Department; Capt. James A. Reilly, Ordnance Department, and First Lieut. William...  ",https://www.nytimes.com/1882/02/01/archives/army-and-navy-news-the-jeannette-survivorsorders-to-officers-and.html,,,3,The New York Times,[],"{'main': 'ARMY AND NAVY NEWS.; THE JEANNETTE SURVIVORS--ORDERS TO OFFICERS AND LEAVES OF ABSENCE.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'ARMY AND NAVY NEWS.; THE JEANNETTE SURVIVORS--ORDERS TO OFFICERS AND LEAVES OF ABSENCE.', 'name': None, 'seo': None, 'sub': None}",[],1882-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0cbfb7d2-c99b-5bfd-8419-672b0e24280f,0,nyt://article/0cbfb7d2-c99b-5bfd-8419-672b0e24280f
,https://www.nytimes.com/1882/02/01/archives/helping-a-classmate.html,,,5,The New York Times,[],"{'main': 'HELPING A CLASSMATE.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'HELPING A CLASSMATE.', 'name': None, 'seo': None, 'sub': None}",[],1882-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0d6f3f89-cf72-5d97-8b29-5ad946fffe9e,0,nyt://article/0d6f3f89-cf72-5d97-8b29-5ad946fffe9e
Patent Commissioner's Annual Report,https://www.nytimes.com/1882/02/01/archives/notes-from-washington.html,Patent Commissioner's Annual Report,,5,The New York Times,[],"{'main': 'NOTES FROM WASHINGTON.', 'kicker': None, 'content_kicker': None, 'print_headline': 'NOTES FROM WASHINGTON.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'UNITED STATES TREASURY', 'rank': 1, 'major': 'N'}]",1882-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0eed15a5-efa6-5ed1-9954-a0b6dd4617e5,0,nyt://article/0eed15a5-efa6-5ed1-9954-a0b6dd4617e5
