abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri
"The last lurid scene of a national tragedy was enacted in the Washington Jail yesterday. Within a year almost to a day from the time the fatal shot was fired which struck down the head of a free Government, ...  ",https://www.nytimes.com/1882/07/01/archives/the-assassins-fate.html,,,4,The New York Times,[],"{'main': ""THE ASSASSIN'S FATE."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""THE ASSASSIN'S FATE."", 'name': None, 'seo': None, 'sub': None}",[],1882-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/00cfac18-d007-56f8-8583-29df5fc43fea,0,nyt://article/00cfac18-d007-56f8-8583-29df5fc43fea
New-York Central and Erie Railroad Freight Handlers,https://www.nytimes.com/1882/07/01/archives/the-railroads-to-answer-two-called-to-account-by-the.html,New-York Central and Erie Railroad Freight Handlers,,2,The New York Times,[],"{'main': 'THE RAILROADS TO ANSWER.; TWO CALLED TO ACCOUNT BY THE ATTORNEY-GENERAL.', 'kicker': None, 'content_kicker': None, 'print_headline': 'THE RAILROADS TO ANSWER.; TWO CALLED TO ACCOUNT BY THE ATTORNEY-GENERAL.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Strikes', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Strikes', 'rank': 2, 'major': 'N'}]",1882-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/02bd81cc-c142-5a2e-9761-64d4c4296d98,0,nyt://article/02bd81cc-c142-5a2e-9761-64d4c4296d98
,https://www.nytimes.com/1882/07/01/archives/passengers-arrived.html,,,8,The New York Times,[],"{'main': 'PASSENGERS ARRIVED.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'PASSENGERS ARRIVED.', 'name': None, 'seo': None, 'sub': None}",[],1882-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0883398a-218d-53e8-aa7b-1edf33391564,0,nyt://article/0883398a-218d-53e8-aa7b-1edf33391564
,https://www.nytimes.com/1882/07/01/archives/two-highwaymen-sentenced.html,,,2,The New York Times,[],"{'main': 'TWO HIGHWAYMEN SENTENCED.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'TWO HIGHWAYMEN SENTENCED.', 'name': None, 'seo': None, 'sub': None}",[],1882-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0bd5d51c-d289-5d6f-a6d2-19b4bb7d37f5,0,nyt://article/0bd5d51c-d289-5d6f-a6d2-19b4bb7d37f5
,https://www.nytimes.com/1882/07/01/archives/editorial-article-2-no-title.html,,,4,The New York Times,[],"{'main': 'Editorial Article 2 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Editorial Article 2 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1882-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0dff1e21-15ed-5d32-8605-f818cff49492,0,nyt://article/0dff1e21-15ed-5d32-8605-f818cff49492
"Rawlins to White River, Col.",https://www.nytimes.com/1882/07/01/archives/one-of-dorseys-routes-how-brady-disobeyed-one-of-mr-jamess-orders.html,"Rawlins to White River, Col.",,4,The New York Times,[],"{'main': ""ONE OF DORSEY'S ROUTES; HOW BRADY DISOBEYED ONE OF MR. JAMES'S ORDERS."", 'kicker': None, 'content_kicker': None, 'print_headline': ""ONE OF DORSEY'S ROUTES; HOW BRADY DISOBEYED ONE OF MR. JAMES'S ORDERS."", 'name': None, 'seo': None, 'sub': None}",[],1882-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0f00a99a-2eac-57b4-9cd9-6f2d7bdcb426,0,nyt://article/0f00a99a-2eac-57b4-9cd9-6f2d7bdcb426
Manhattan College Commencement,https://www.nytimes.com/1882/07/01/archives/manhattan-college-the-twentyninth-annual-commencement-yesterday.html,Manhattan College Commencement,,8,The New York Times,[],"{'main': 'MANHATTAN COLLEGE.; THE TWENTY-NINTH ANNUAL COMMENCEMENT YESTERDAY.', 'kicker': None, 'content_kicker': None, 'print_headline': 'MANHATTAN COLLEGE.; THE TWENTY-NINTH ANNUAL COMMENCEMENT YESTERDAY.', 'name': None, 'seo': None, 'sub': None}",[],1882-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/10362ebd-5094-5039-aae3-5c08990e3173,0,nyt://article/10362ebd-5094-5039-aae3-5c08990e3173
Grammar School No. 48; Graduating Exercises,https://www.nytimes.com/1882/07/01/archives/grammar-school-graduates.html,Grammar School No. 48; Graduating Exercises,,8,The New York Times,[],"{'main': 'GRAMMAR SCHOOL GRADUATES.', 'kicker': None, 'content_kicker': None, 'print_headline': 'GRAMMAR SCHOOL GRADUATES.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Education', 'rank': 2, 'major': 'N'}]",1882-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/12913df7-2323-5dd9-8b58-f03992754d27,0,nyt://article/12913df7-2323-5dd9-8b58-f03992754d27
,https://www.nytimes.com/1882/07/01/archives/marine-intelligence-cleared-arrived-sailed-spoken-foreign-ports-by.html,,,8,The New York Times,[],"{'main': 'MARINE INTELLIGENCE.; CLEARED. ARRIVED. SAILED. SPOKEN. FOREIGN PORTS. BY CABLE.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'MARINE INTELLIGENCE.; CLEARED. ARRIVED. SAILED. SPOKEN. FOREIGN PORTS. BY CABLE.', 'name': None, 'seo': None, 'sub': None}",[],1882-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/142c7e11-308c-5ab3-9576-2e40b15f7bb2,0,nyt://article/142c7e11-308c-5ab3-9576-2e40b15f7bb2
Anniversary of Stealing Old Affidavits,https://www.nytimes.com/1882/07/01/archives/charlie-ross-revived-today-the-eighth-anniversary-of-the.html,Anniversary of Stealing Old Affidavits,,2,The New York Times,[],"{'main': 'CHARLIE ROSS REVIVED.; TO-DAY THE EIGHTH ANNIVERSARY OF THE ABDUCTION--SOME CURIOUS AFFIDAVITS.', 'kicker': None, 'content_kicker': None, 'print_headline': 'CHARLIE ROSS REVIVED.; TO-DAY THE EIGHTH ANNIVERSARY OF THE ABDUCTION--SOME CURIOUS AFFIDAVITS.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Ross, Charlie', 'rank': 1, 'major': 'N'}]",1882-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/15dd589d-1dcb-58ca-b917-1052bf76b0e2,0,nyt://article/15dd589d-1dcb-58ca-b917-1052bf76b0e2
