abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,print_section
"French aviator Efitoff breaks O Wright record for carrying passengers, Mourmelon",https://www.nytimes.com/1910/02/01/archives/wrights-record-broken-french-aviators-carry-passengers-for-nearly.html,"French aviator Efitoff breaks O Wright record for carrying passengers, Mourmelon",,1,The New York Times,[],"{'main': ""WRIGHT'S RECORD BROKEN.; French Aviators Carry Passengers for Nearly Two Hours."", 'kicker': None, 'content_kicker': None, 'print_headline': ""WRIGHT'S RECORD BROKEN.; French Aviators Carry Passengers for Nearly Two Hours."", 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'AERONAUTICS', 'rank': 1, 'major': 'N'}]",1910-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/021021e9-307c-58be-ad22-92a78f83ca25,0,nyt://article/021021e9-307c-58be-ad22-92a78f83ca25,
,https://www.nytimes.com/1910/02/01/archives/birth-notice-1-no-title.html,,,9,The New York Times,[],"{'main': 'Birth Notice 1 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Birth Notice 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1910-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/023b5a72-3870-5ffa-a3c9-0d583218a0bd,0,nyt://article/023b5a72-3870-5ffa-a3c9-0d583218a0bd,
,https://www.nytimes.com/1910/02/01/archives/lasker-and-schlechter-draw-in-chess-lamy-to-race-at-verona-lake.html,,,10,The New York Times,[],"{'main': 'Lasker and Schlechter Draw In Chess.; Lamy to Race at Verona Lake.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Lasker and Schlechter Draw In Chess.; Lamy to Race at Verona Lake.', 'name': None, 'seo': None, 'sub': None}",[],1910-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/02c0f57f-7400-5b77-9e73-aa5cffa0518a,0,nyt://article/02c0f57f-7400-5b77-9e73-aa5cffa0518a,
Nelson com hearing continues,https://www.nytimes.com/1910/02/01/archives/quizzed-by-root-glavis-keeps-cool-exland-agent-testifying-in.html,Nelson com hearing continues,,6,The New York Times,[],"{'main': 'QUIZZED BY ROOT, GLAVIS KEEPS COOL; Ex-Land Agent, Testifying in Ballinger Inquiry, Twice Turns Laugh on Investigators.', 'kicker': None, 'content_kicker': None, 'print_headline': 'QUIZZED BY ROOT, GLAVIS KEEPS COOL; Ex-Land Agent, Testifying in Ballinger Inquiry, Twice Turns Laugh on Investigators.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'ALASKA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'ALASKA', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'ALASKA', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'CABINET', 'rank': 5, 'major': 'N'}]",1910-02-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0331cb41-cfee-50a3-98fc-7fbea55b57ec,0,nyt://article/0331cb41-cfee-50a3-98fc-7fbea55b57ec,
Prendergast asks D Moynahan to resign as Collector of Assessments & Arrears; he refuses,https://www.nytimes.com/1910/02/01/archives/gootman-suspects-locked-up-by-police-two-men-with-criminal-records.html,Prendergast asks D Moynahan to resign as Collector of Assessments & Arrears; he refuses,,18,The New York Times,[],"{'main': ""GOOTMAN SUSPECTS LOCKED UP BY POLICE; Two Men with Criminal Records, the Detectives Say, Answer Murderer's Description."", 'kicker': None, 'content_kicker': None, 'print_headline': ""GOOTMAN SUSPECTS LOCKED UP BY POLICE; Two Men with Criminal Records, the Detectives Say, Answer Murderer's Description."", 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'FINANCE, DEPARTMENT OF', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Robberies and Thefts', 'rank': 3, 'major': 'N'}]",1910-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/05801e27-0f41-5783-9821-2952fa39fe99,0,nyt://article/05801e27-0f41-5783-9821-2952fa39fe99,
L Combs reapptd Min to Peru,https://www.nytimes.com/1910/02/01/archives/combs-stays-in-peru-kentuckian-reappointed-as-minister-at-knoxs.html,L Combs reapptd Min to Peru,,3,The New York Times,[],"{'main': ""COMBS STAYS IN PERU.; Kentuckian Reappointed as Minister at Knox's Recommendation."", 'kicker': None, 'content_kicker': None, 'print_headline': ""COMBS STAYS IN PERU.; Kentuckian Reappointed as Minister at Knox's Recommendation."", 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Peru', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'FOREIGN SERVICE', 'rank': 3, 'major': 'N'}]",1910-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0592f6e7-3f24-5774-86cf-2a7dd87a231f,0,nyt://article/0592f6e7-3f24-5774-86cf-2a7dd87a231f,
women indicted,https://www.nytimes.com/1910/02/01/archives/van-hordes-theft-betrays-her-pose-discloses-kittle-dowdells-double.html,women indicted,,1,The New York Times,[],"{'main': ""VAN HORDES THEFT BETRAYS HER POSE; Discloses Kittle Dowdell's Double Life as Busy Landlady and Crook."", 'kicker': None, 'content_kicker': None, 'print_headline': ""VAN HORDES THEFT BETRAYS HER POSE; Discloses Kittle Dowdell's Double Life as Busy Landlady and Crook."", 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'VAN NORDEN, WARNER M.', 'rank': 1, 'major': 'N'}]",1910-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0742a46b-4a1b-5cb8-810c-ae99c29e915c,0,nyt://article/0742a46b-4a1b-5cb8-810c-ae99c29e915c,
,https://www.nytimes.com/1910/02/01/archives/marriage-announcement-1-no-title.html,,,9,The New York Times,[],"{'main': 'Marriage Announcement 1 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Marriage Announcement 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1910-02-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/07c90f96-f546-52f3-9642-4f001c61eed7,0,nyt://article/07c90f96-f546-52f3-9642-4f001c61eed7,
"flood waters continue to recede as rivers drop; cold snap promises to save Paris from expected widespread pestilence; homeless put at 200,000; elec and pub services still out; 5 looting Apaches killed; troops to remain in flooded areas to prevent further pillaging",https://www.nytimes.com/1910/02/01/archives/paris-is-cheered-by-frosty-weather-with-floods-receding-cold-snap.html,"flood waters continue to recede as rivers drop; cold snap promises to save Paris from expected widespread pestilence; homeless put at 200,000; elec and pub services still out; 5 looting Apaches killed; troops to remain in flooded areas to prevent ...",,4,The New York Times,[],"{'main': 'PARIS IS CHEERED BY FROSTY WEATHER; With Floods Receding, Cold Snap Promises Salvation from Scourge of Epidemic. MORE LOOTERS ARE KILLED Three Apaches Shot and Two Hanged -- Troops to be Kept In Flooded Districts to Prevent Pillaging.', 'kicker': None, 'content_kicker': None, 'print_headline': 'PARIS IS CHEERED BY FROSTY WEATHER; With Floods Receding, Cold Snap Promises Salvation from Scourge of Epidemic. MORE LOOTERS ARE KILLED Three Apaches Shot and Two Hanged -- Troops to be Kept In Flooded Districts to Prevent Pillaging.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Floods', 'rank': 1, 'major': 'N'}]",1910-02-01T05:00:00+0000,article,None,Archives,"{'original': 'Special Cable to THE NEW YORK TIMES', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0895ef0c-db8a-5e70-8df6-fd64c2dc5b0d,0,nyt://article/0895ef0c-db8a-5e70-8df6-fd64c2dc5b0d,
Lr defends use of boycott to force prices down,https://www.nytimes.com/1910/02/01/archives/a-time-to-fast-thus-error-of-artificial-scarceness-and-dearness.html,Lr defends use of boycott to force prices down,,8,The New York Times,[],"{'main': 'A TIME TO FAST.; Thus Error of Artificial Scarceness and Dearness Will Be Seen.', 'kicker': None, 'content_kicker': None, 'print_headline': 'A TIME TO FAST.; Thus Error of Artificial Scarceness and Dearness Will Be Seen.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Meat', 'rank': 1, 'major': 'N'}]",1910-02-01T05:00:00+0000,article,None,Archives,"{'original': 'PATER FAMILIAS', 'person': [{'firstname': 'Pater', 'middlename': None, 'lastname': 'FAMILIAS', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0b4df010-baf3-5496-965e-7fcc591a7891,0,nyt://article/0b4df010-baf3-5496-965e-7fcc591a7891,
