abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri
"In compliance with your request I have carefully reviewed the grounds of my declination of the office of Commissioner of Indian Affairs, as tendered to me in your communicat on received in Boston more than a week since. My experience for three years as a member of the Board of Indian Commissioners has served to deepen my conviction of the importance...",https://www.nytimes.com/1875/12/01/archives/the-indian-commissionership-second-letter-of-mr-edward-s-tobey.html,,,1,The New York Times,[],"{'main': 'THE INDIAN COMMISSIONERSHIP.; SECOND LETTER OF MR. EDWARD S. TOBEY DECLINING THE POSITION RUMORED OFFER OF THE COMMISSIONERSHIP TO EX-CONGRESSMAN UPSON, OF OHIO.', 'kicker': None, 'content_kicker': None, 'print_headline': 'THE INDIAN COMMISSIONERSHIP.; SECOND LETTER OF MR. EDWARD S. TOBEY DECLINING THE POSITION RUMORED OFFER OF THE COMMISSIONERSHIP TO EX-CONGRESSMAN UPSON, OF OHIO.', 'name': None, 'seo': None, 'sub': None}",[],1875-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0008f1cb-ddc1-57a4-b962-85bbbd23b2c5,0,nyt://article/0008f1cb-ddc1-57a4-b962-85bbbd23b2c5
,https://www.nytimes.com/1875/12/01/archives/john-w-binghams-case-to-be-transferred-to-indiana.html,,,1,The New York Times,[],"{'main': ""JOHN W. BINGHAM'S CASE TO BE TRANSFERRED TO INDIANA."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""JOHN W. BINGHAM'S CASE TO BE TRANSFERRED TO INDIANA."", 'name': None, 'seo': None, 'sub': None}",[],1875-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/00c3f1be-358a-5080-b5fd-c9df5c610c81,0,nyt://article/00c3f1be-358a-5080-b5fd-c9df5c610c81
"Kohlman, Charles; Acquittal",https://www.nytimes.com/1875/12/01/archives/tried-for-arson.html,"Kohlman, Charles; Acquittal",,5,The New York Times,[],"{'main': 'TRIED FOR ARSON.', 'kicker': None, 'content_kicker': None, 'print_headline': 'TRIED FOR ARSON.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'ARSON', 'rank': 1, 'major': 'N'}]",1875-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/01d58c00-ebca-5b4f-b761-007183ff8c39,0,nyt://article/01d58c00-ebca-5b4f-b761-007183ff8c39
Pennsylvania Peace Society Annual Meeting,https://www.nytimes.com/1875/12/01/archives/pennsylvania-peace-society.html,Pennsylvania Peace Society Annual Meeting,,1,The New York Times,[],"{'main': 'PENNSYLVANIA PEACE SOCIETY.', 'kicker': None, 'content_kicker': None, 'print_headline': 'PENNSYLVANIA PEACE SOCIETY.', 'name': None, 'seo': None, 'sub': None}",[],1875-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0249645d-7267-5244-92f1-9b3bb24a2f95,0,nyt://article/0249645d-7267-5244-92f1-9b3bb24a2f95
"In the suit of Freeman D. Marckwald against the Oceanic Steam Navigation Company, (limited,) which was begun on Monday before Judge Westbrook and a jury in Supreme Court, Circuit, Part II, the plaintiff yesterday rested his case. The customary motion to dismiss the complaint was made, and the court in denying it said: ""Where a ship is run ashore on an island within a hundred...  ",https://www.nytimes.com/1875/12/01/archives/liability-for-losses-at-sea-a-case-growing-out-of-the-atlantic.html,,,2,The New York Times,[],"{'main': 'LIABILITY FOR LOSSES AT SEA.; A CASE GROWING OUT OF THE ATLANTIC WRECK IN 1873.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'LIABILITY FOR LOSSES AT SEA.; A CASE GROWING OUT OF THE ATLANTIC WRECK IN 1873.', 'name': None, 'seo': None, 'sub': None}",[],1875-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/04e89273-8114-50f1-a162-4952e615c1de,0,nyt://article/04e89273-8114-50f1-a162-4952e615c1de
"Schofield, Major Gen.; Pacific Division",https://www.nytimes.com/1875/12/01/archives/indians-of-the-pacific-slope-the-work-of-the-army-in-arizona-to-be.html,"Schofield, Major Gen.; Pacific Division",,5,The New York Times,[],"{'main': ""INDIANS OF THE PACIFIC SLOPE.; THE WORK OF THE ARMY IN ARIZONA TO BE LOST THROUGH THE INDIAN BUREAU GEN. SCHOFIELD'S REPORT."", 'kicker': None, 'content_kicker': None, 'print_headline': ""INDIANS OF THE PACIFIC SLOPE.; THE WORK OF THE ARMY IN ARIZONA TO BE LOST THROUGH THE INDIAN BUREAU GEN. SCHOFIELD'S REPORT."", 'name': None, 'seo': None, 'sub': None}",[],1875-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/058ce7c5-71ea-55e3-9e5c-242a5a071f0e,0,nyt://article/058ce7c5-71ea-55e3-9e5c-242a5a071f0e
DeForest and Grubb,https://www.nytimes.com/1875/12/01/archives/pigeon-shooting-match-for-one-hundred-birds-for-3000-a-side-in.html,DeForest and Grubb,,1,The New York Times,[],"{'main': 'PIGEON SHOOTING.; MATCH FOR ONE HUNDRED BIRDS FOR $3,000 A SIDE IN BALTIMORE.', 'kicker': None, 'content_kicker': None, 'print_headline': 'PIGEON SHOOTING.; MATCH FOR ONE HUNDRED BIRDS FOR $3,000 A SIDE IN BALTIMORE.', 'name': None, 'seo': None, 'sub': None}",[],1875-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/09114a73-eaff-5e41-9d22-4905f37b1593,0,nyt://article/09114a73-eaff-5e41-9d22-4905f37b1593
,https://www.nytimes.com/1875/12/01/archives/charles-oconors-illness-his-recovery-not-improbable-the-cause-of.html,,,4,The New York Times,[],"{'main': ""CHARLES O'CONOR'S ILLNESS.; HIS RECOVERY NOT IMPROBABLE THE CAUSE OF HIS SICKNESS."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""CHARLES O'CONOR'S ILLNESS.; HIS RECOVERY NOT IMPROBABLE THE CAUSE OF HIS SICKNESS."", 'name': None, 'seo': None, 'sub': None}",[],1875-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/09425f68-e036-5f33-a141-5586bcdb5553,0,nyt://article/09425f68-e036-5f33-a141-5586bcdb5553
Treaty with Concerning Commerce and Navigation Necessary and to be Proposed,https://www.nytimes.com/1875/12/01/archives/latest-news-by-cable-spain-and-the-united-states-reply-to-the-last.html,Treaty with Concerning Commerce and Navigation Necessary and to be Proposed,,1,The New York Times,[],"{'main': 'LATEST NEWS BY CABLE.; SPAIN AND THE UNITED STATES. REPLY TO THE LAST SPANISH NOTE A TREATY OF COMMERCE SUGGESTED BY A MADRID PAPER.', 'kicker': None, 'content_kicker': None, 'print_headline': 'LATEST NEWS BY CABLE.; SPAIN AND THE UNITED STATES. REPLY TO THE LAST SPANISH NOTE A TREATY OF COMMERCE SUGGESTED BY A MADRID PAPER.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Spain', 'rank': 1, 'major': 'N'}]",1875-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0a458510-18d8-5fd3-8c00-f39acb8a6687,0,nyt://article/0a458510-18d8-5fd3-8c00-f39acb8a6687
Telegram Asserting his Innocence and Demanding a Hearing,https://www.nytimes.com/1875/12/01/archives/the-evidence-in-the-avery-trial-all-in-two-counts-of-the-indictment.html,Telegram Asserting his Innocence and Demanding a Hearing,,1,The New York Times,[],"{'main': 'THE EVIDENCE IN THE AVERY TRIAL ALL IN; TWO COUNTS OF THE INDICTMENT TO BE QUASHED GEN. BABCOCK DESIRES A HEARING.', 'kicker': None, 'content_kicker': None, 'print_headline': 'THE EVIDENCE IN THE AVERY TRIAL ALL IN; TWO COUNTS OF THE INDICTMENT TO BE QUASHED GEN. BABCOCK DESIRES A HEARING.', 'name': None, 'seo': None, 'sub': None}",[],1875-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0cd73c7a-4fff-567b-8168-12836665d2b3,0,nyt://article/0cd73c7a-4fff-567b-8168-12836665d2b3
