abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,print_section
From the Baltimore Patriot.,https://www.nytimes.com/1861/12/01/archives/sentiment-in-france.html,,From the Baltimore Patriot.,3,The New York Times,[],"{'main': 'SENTIMENT IN FRANCE.', 'kicker': None, 'content_kicker': None, 'print_headline': 'SENTIMENT IN FRANCE.', 'name': None, 'seo': None, 'sub': None}",[],1861-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/04910b31-b5ae-5d41-8466-6032ee56e964,97,nyt://article/04910b31-b5ae-5d41-8466-6032ee56e964,
A correspondent of the New-Orleans Picayune wrote to that paper as follows on the 4th inst.:  ,https://www.nytimes.com/1861/12/01/archives/affairs-at-bowling-green.html,,A correspondent of the New-Orleans Picayune wrote to that paper as follows on the 4th inst.:,3,The New York Times,[],"{'main': 'AFFAIRS AT BOWLING GREEN.', 'kicker': None, 'content_kicker': None, 'print_headline': 'AFFAIRS AT BOWLING GREEN.', 'name': None, 'seo': None, 'sub': None}",[],1861-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/06fec411-7eae-5a07-8cc1-29d1082e2b39,514,nyt://article/06fec411-7eae-5a07-8cc1-29d1082e2b39,
"AN UNKNOWN WOMAN FOUND WITH HER NECK BROKEN IN AN UNOCCUPIED HOUSE. -- Yesterday afternoon the agent of house No. 272 Pacific-street, which has been unoccupied for some time, took a person into the house to view the premises, when at the bottom of the stairs leading from the first story into the basement, they were startled at seeing the dead body of a woman. She had apparently fallen head foremost down the stairs, and was found with her head and shoulders down, between the lowest step and the door at the bottom of the stairs, with her neck broken. A bonnet and other articles of female wearing apparel were found in a room on the third story, probably belonging to the deceased. It is supposed that she gained admittance to the house several days ago. through a window found to be unfastened, with a view of lodging there, and, while attempting to gain the basement, being intoxicated, she accidentally fell down the stairs, and was instantly killed. The Coroner was notified, and an inquest will be held on the body to-day. The deceased was a middle-aged woman, and wore a mixed straw bonnet.",https://www.nytimes.com/1861/12/01/archives/brooklyn-news.html,,"AN UNKNOWN WOMAN FOUND WITH HER NECK BROKEN IN AN UNOCCUPIED HOUSE. -- Yesterday afternoon the agent of house No. 272 Pacific-street, which has been unoccupied for some time, took a person into the house to view the premises, when at the bottom of the stairs leading from the first story into the basement, they were startled at seeing the dead body of a woman. She had apparently fallen head foremost down the stairs, and was found with her head and shoulders down, between the lowest step and the door at the bottom of the stairs, with her neck broken. A bonnet and other articles of female wearing apparel were found in a room on the third story, probably belonging to the deceased. It is supposed that she gained admittance to the house several days ago. through a window found to be unfastened, with a view of lodging there, and, while attempting to gain the basement, being intoxicated, she accidentally fell down the stairs, and was instantly killed. The Coroner was notified, and an inquest will be held on the body to-day. The deceased was a middle-aged woman, and wore a mixed straw bonnet.",5,The New York Times,[],"{'main': 'BROOKLYN NEWS.', 'kicker': None, 'content_kicker': None, 'print_headline': 'BROOKLYN NEWS.', 'name': None, 'seo': None, 'sub': None}",[],1861-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0b843b28-9974-5c58-8858-e72d796608de,374,nyt://article/0b843b28-9974-5c58-8858-e72d796608de,
"BALTIMORE, Saturday, Nov. 30.",https://www.nytimes.com/1861/12/01/archives/southern-accounts-from-tybee-island.html,,"BALTIMORE, Saturday, Nov. 30.",1,The New York Times,[],"{'main': 'SOUTHERN ACCOUNTS FROM TYBEE ISLAND.', 'kicker': None, 'content_kicker': None, 'print_headline': 'SOUTHERN ACCOUNTS FROM TYBEE ISLAND.', 'name': None, 'seo': None, 'sub': None}",[],1861-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1350b7a8-dde7-500a-b41e-976282617ccf,45,nyt://article/1350b7a8-dde7-500a-b41e-976282617ccf,
"-- The trial in this case has resulted in the conviction of the accused, who has been sentenced to be executed on the 7th day of February next. His guilt was beyond question, and the Judge, in pronouncing sentence, was clearly of the opinion that it was well merited, and should be carried into effect. We trust it will. It would be a violation of every principle of humanity for the President to interpose, and, in effect, to nullify the law against the Slave-trade. Of a cargo of 1,000 slaves taken from the coast of Africa for the West Indies, at least one-quarter, or 250 on the average, fell victims to the voyage, and are literally slaughtered in cold blood. Capt. GORDON is as responsible for the death of those lost on the voyage of the Erie, as if he had taken the life of each by his own hand. For once, when no doubt exists as to guilt, a terrible example should be made. It will do more to put a stop to the slave trade than a dozen war vessels on the African Coast. But this coast, the present war has compelled us to leave almost entirely unguarded -- only a single ship being detailed for this purpose. Immunity extended to Capt. GORDON would undoubtedly lead to the fitting out, in our town harbor, of a large number of vessels for the trade. The Augusta, just seized, is a good illustration in point. She came very near escaping the clutches of the law. Nothing will deter people from engaging in this infamous but profitable traffic, but the fact that detection and conviction is certain to cost the life of the offenders. To pardon Capt. GORDON would be a most inhuman and mischievous step, and we trust that in this case the law will have its course without mitigation or delay.",https://www.nytimes.com/1861/12/01/archives/the-case-of-capt-gordon.html,,"-- The trial in this case has resulted in the conviction of the accused, who has been sentenced to be executed on the 7th day of February next. His guilt was beyond question, and the Judge, in pronouncing sentence, was clearly of the opinion that it was well merited, and should be carried into effect. We trust it will. It would be a violation of every principle of humanity for the President to interpose, and, in effect, to nullify the law against the Slave-trade. Of a cargo of 1,000 slaves taken from the coast of Africa for the West Indies, at least one-quarter, or 250 on the average, fell victims to the voyage, and are literally slaughtered in cold blood. Capt. GORDON is as responsible for the death of those lost on the voyage of the Erie, as if he had taken the life of each by his own hand. For once, when no doubt exists as to guilt, a terrible example should be made. It will do more to put a stop to the slave trade than a dozen war vessels on the African Coast. But this coast, the present war has compelled us to leave almost entirely unguarded -- only a single ship being detailed for this purpose. Immunity extended to Capt. GORDON would undoubtedly lead to the fitting out, in our town harbor, of a large number of vessels for the trade. The Augusta, just seized, is a good illustration in point. She came very near escaping the clutches of the law. Nothing will deter people from engaging in this infamous but profitable traffic, but the fact that detection and conviction is certain to cost the life of the offenders. To pardon Capt. GORDON would be a most inhuman and mischievous step, and we trust that in this case the law will have its course without mitigation or delay.",4,The New York Times,[],"{'main': 'THE CASE OF CAPT. GORDON.', 'kicker': None, 'content_kicker': None, 'print_headline': 'THE CASE OF CAPT. GORDON.', 'name': None, 'seo': None, 'sub': None}",[],1861-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/155b2a1b-3480-5767-b590-d8633087f237,312,nyt://article/155b2a1b-3480-5767-b590-d8633087f237,
"From Wells' Commercial Express, Nov. 28.",https://www.nytimes.com/1861/12/01/archives/trade-of-chicago.html,,"From Wells' Commercial Express, Nov. 28.",6,The New York Times,[],"{'main': 'Trade of Chicago.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Trade of Chicago.', 'name': None, 'seo': None, 'sub': None}",[],1861-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1bc8a8b8-5802-50d9-926b-6904db68ff05,593,nyt://article/1bc8a8b8-5802-50d9-926b-6904db68ff05,
"""I will sing of Mercy and Judgment; unto Thee, O Lord, will I sing.""  ",https://www.nytimes.com/1861/12/01/archives/sermon-by-rev-dr-taylor-strongplace-church-brooklyn.html,,"""I will sing of Mercy and Judgment; unto Thee, O Lord, will I sing.""",2,The New York Times,[],"{'main': 'SERMON BY REV. DR. TAYLOR.; STRONG-PLACE CHURCH BROOKLYN.', 'kicker': None, 'content_kicker': None, 'print_headline': 'SERMON BY REV. DR. TAYLOR.; STRONG-PLACE CHURCH BROOKLYN.', 'name': None, 'seo': None, 'sub': None}",[],1861-12-01T05:00:00+0000,article,None,Archives,"{'original': 'Dr. TAYLOR took his text from Psalm ci., 1:', 'person': [{'firstname': 'Dr', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/1bf45961-c16b-52e4-a6b5-100f11229ad0,421,nyt://article/1bf45961-c16b-52e4-a6b5-100f11229ad0,
Correspondence of the Boston Traveller.,https://www.nytimes.com/1861/12/01/archives/affairs-in-north-carolina.html,,Correspondence of the Boston Traveller.,3,The New York Times,[],"{'main': 'AFFAIRS IN NORTH CAROLINA.', 'kicker': None, 'content_kicker': None, 'print_headline': 'AFFAIRS IN NORTH CAROLINA.', 'name': None, 'seo': None, 'sub': None}",[],1861-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1c4ef936-5aa5-5bfb-9d20-ff8a5fbf46d6,560,nyt://article/1c4ef936-5aa5-5bfb-9d20-ff8a5fbf46d6,
"The following proclamation was issued by Major SHALL from headquarters at Pittman's Ferry, Arkansas, dated Oct. 25:  ",https://www.nytimes.com/1861/12/01/archives/affairs-in-arkansas.html,,"The following proclamation was issued by Major SHALL from headquarters at Pittman's Ferry, Arkansas, dated Oct. 25:",3,The New York Times,[],"{'main': 'AFFAIRS IN ARKANSAS.', 'kicker': None, 'content_kicker': None, 'print_headline': 'AFFAIRS IN ARKANSAS.', 'name': None, 'seo': None, 'sub': None}",[],1861-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1c88f12f-bded-5a3f-9aa5-93548852284d,211,nyt://article/1c88f12f-bded-5a3f-9aa5-93548852284d,
"General Order No. 12, issued by Gov. HARRIS, of Tennessee, is as follows:",https://www.nytimes.com/1861/12/01/archives/gov-harris-alarmed.html,,"General Order No. 12, issued by Gov. HARRIS, of Tennessee, is as follows:",2,The New York Times,[],"{'main': 'GOV. HARRIS ALARMED.', 'kicker': None, 'content_kicker': None, 'print_headline': 'GOV. HARRIS ALARMED.', 'name': None, 'seo': None, 'sub': None}",[],1861-12-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1d062093-fe3c-5681-9654-9e1ce0f6af77,364,nyt://article/1d062093-fe3c-5681-9654-9e1ce0f6af77,
