abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri
"McDougall, Ex-Gov., of California",https://www.nytimes.com/1866/04/01/archives/california-death-of-exgovernor-mcdougallthe-case-of-mccarthythe.html,"McDougall, Ex-Gov., of California",,1,The New York Times,[],"{'main': 'CALIFORNIA.; Death of Ex-Governor McDougall--The Case of McCarthy--The Senate Endorses Congress.', 'kicker': None, 'content_kicker': None, 'print_headline': 'CALIFORNIA.; Death of Ex-Governor McDougall--The Case of McCarthy--The Senate Endorses Congress.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'MISCELLANEOUS', 'rank': 1, 'major': 'N'}]",1866-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/03d767f4-5e41-55ab-95c2-e8369779016a,0,nyt://article/03d767f4-5e41-55ab-95c2-e8369779016a
"Newark, Bedell, Lyon & Co.'s Oil Factory; Mr. Lyon's Death",https://www.nytimes.com/1866/04/01/archives/article-6-no-title.html,"Newark, Bedell, Lyon & Co.'s Oil Factory; Mr. Lyon's Death",,6,The New York Times,[],"{'main': 'Article 6 -- No Title', 'kicker': None, 'content_kicker': None, 'print_headline': 'Article 6 -- No Title', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'MISCELLANEOUS', 'rank': 1, 'major': 'N'}]",1866-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0490a301-e1aa-5d92-8344-81b53209b712,0,nyt://article/0490a301-e1aa-5d92-8344-81b53209b712
"AWARD OF CONTRACTS.--The following contracts for constructing sewers, culverts and receiving basins were awarded on Friday morning by the Croton Aqueduct Department: Sewer in Fifty-second-street, awarded to OWEN FARLEY, at $6 15 per foot; in First avenue, near Sixth-street, awarded to MICHAEL GARVIN, at $4 37 per foot;  ",https://www.nytimes.com/1866/04/01/archives/general-city-news.html,,,5,The New York Times,[],"{'main': 'GENERAL CITY NEWS.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'GENERAL CITY NEWS.', 'name': None, 'seo': None, 'sub': None}",[],1866-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/07222b0d-da2d-5714-87f7-16d1e3b377b3,0,nyt://article/07222b0d-da2d-5714-87f7-16d1e3b377b3
,https://www.nytimes.com/1866/04/01/archives/marine-intelligence-cleared-arrived-sailed-miscellaneous-spoken-c.html,,,8,The New York Times,[],"{'main': 'MARINE INTELLIGENCE.; Cleared. Arrived. Sailed. Miscellaneous. Spoken, &c. Domestic Ports. Foreign Ports.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'MARINE INTELLIGENCE.; Cleared. Arrived. Sailed. Miscellaneous. Spoken, &c. Domestic Ports. Foreign Ports.', 'name': None, 'seo': None, 'sub': None}",[],1866-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0bdb12f5-e901-5d54-98e0-7e4e1e5a7e39,0,nyt://article/0bdb12f5-e901-5d54-98e0-7e4e1e5a7e39
Slaughter-houses; Mr. Devoe's History of,https://www.nytimes.com/1866/04/01/archives/abattoirs-history-of-newyork-slaughterhousesinteresting-and-curious.html,Slaughter-houses; Mr. Devoe's History of,,3,The New York Times,[],"{'main': 'ABATTOIRS.; History of New-York Slaughter-Houses-Interesting and Curious Data.', 'kicker': None, 'content_kicker': None, 'print_headline': 'ABATTOIRS.; History of New-York Slaughter-Houses-Interesting and Curious Data.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS', 'rank': 4, 'major': 'N'}]",1866-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0d6103ca-5072-51d0-9f0c-1a7dde5ec635,0,nyt://article/0d6103ca-5072-51d0-9f0c-1a7dde5ec635
Programme o Service,https://www.nytimes.com/1866/04/01/archives/local-intelligence-easter-sunday-programme-of-musical-and-other.html,Programme o Service,,8,The New York Times,[],"{'main': 'LOCAL INTELLIGENCE.; EASTER SUNDAY. Programme of Musical and Other Services in the Various Churches. Metropolitan Board of Health. Dangerous Amusement. The Tombs--Before Justice Dowling. Essex Market--Before Justice Mansfield. Jefferson Market--Before Justice Ledwith. POLICE COURTS. Essex Market--Before Justice Mansfield. A BROADWAY GAMBLING HELL BROKEN UP. Twenty-five Gamblers Arrested on the Premises--The Proprietors Held to Ball. DISCIPLINE OF THE METROPOLITAN POLICE. POLICE TRIALS. Before Commissioners Acton, Bergen and Manierre. BROOKLYN NEWS. The Vesey-street Fire--Losses and Insurances.', 'kicker': None, 'content_kicker': None, 'print_headline': 'LOCAL INTELLIGENCE.; EASTER SUNDAY. Programme of Musical and Other Services in the Various Churches. Metropolitan Board of Health. Dangerous Amusement. The Tombs--Before Justice Dowling. Essex Market--Before Justice Mansfield. Jefferson Market--Before Justice Ledwith. POLICE COURTS. Essex Market--Before Justice Mansfield. A BROADWAY GAMBLING HELL BROKEN UP. Twenty-five Gamblers Arrested on the Premises--The Proprietors Held to Ball. DISCIPLINE OF THE METROPOLITAN POLICE. POLICE TRIALS. Before Commissioners Acton, Bergen and Manierre. BROOKLYN NEWS. The Vesey-street Fire--Losses and Insurances.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'MISCELLANEOUS', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'WAR', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'NAVAL', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS', 'rank': 4, 'major': 'N'}]",1866-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0f4065a8-dbaa-5a30-973d-330c783d8616,0,nyt://article/0f4065a8-dbaa-5a30-973d-330c783d8616
"IRVING HALL.--An interesting sacred concert takes place here to-night (Easter Sunday) under the direction of Mr. H. DRAPER. The artists are Miles, OCTAVIE GOMIER, LIZZIE LEONTE and STELLA BONHEUR, Messrs. CASTLE and FARLEY, CHARLES TEMPLAR and HAROLD MONTROSE; will full chorus and complete orchestra.  ",https://www.nytimes.com/1866/04/01/archives/easter-concert.html,,,4,The New York Times,[],"{'main': 'Easter Concert.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Easter Concert.', 'name': None, 'seo': None, 'sub': None}",[],1866-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0f92f496-90f1-5bf9-8a54-378374ecb983,0,nyt://article/0f92f496-90f1-5bf9-8a54-378374ecb983
"BILLS REPORTED. Relative to the Utica, Chenango and Susquehanna Valley Railroad, conferring the power to purchase the right of way. For the survey of a railroad route from Schenectady to some point on the St. Lawrence River. Increasing the compensation for the education of deaf mutes under 12 years of age.  ",https://www.nytimes.com/1866/04/01/archives/state-legislature-senate-assembly.html,,,1,The New York Times,[],"{'main': 'STATE LEGISLATURE.; SENATE. ASSEMBLY.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'STATE LEGISLATURE.; SENATE. ASSEMBLY.', 'name': None, 'seo': None, 'sub': None}",[],1866-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1089fba4-3326-589f-b975-fb30c2af5858,0,nyt://article/1089fba4-3326-589f-b975-fb30c2af5858
,https://www.nytimes.com/1866/04/01/archives/miniature-almanacthis-day.html,,,8,The New York Times,[],"{'main': 'MINIATURE ALMANAC--THIS DAY.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'MINIATURE ALMANAC--THIS DAY.', 'name': None, 'seo': None, 'sub': None}",[],1866-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/177a5b97-d517-55ee-8f0e-9a06816b2232,0,nyt://article/177a5b97-d517-55ee-8f0e-9a06816b2232
on National Affairs,https://www.nytimes.com/1866/04/01/archives/gov-brownlow-on-national-affairs.html,on National Affairs,,5,The New York Times,[],"{'main': 'Gov. Brownlow on National Affairs.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Gov. Brownlow on National Affairs.', 'name': None, 'seo': None, 'sub': None}",[],1866-04-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/19ba09a5-c360-556f-9d6e-df9eda2e6a3c,0,nyt://article/19ba09a5-c360-556f-9d6e-df9eda2e6a3c
