abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,subsection_name
Manhattan Club Dinner,https://www.nytimes.com/1882/05/01/archives/city-and-suburban-news-newyork-brooklyn-long-island-staten-island.html,Manhattan Club Dinner,,,8,The New York Times,[],"{'main': 'CITY AND SUBURBAN NEWS; NEW-YORK. BROOKLYN. LONG ISLAND. STATEN ISLAND. NEW-JERSEY.', 'kicker': None, 'content_kicker': None, 'print_headline': 'CITY AND SUBURBAN NEWS; NEW-YORK. BROOKLYN. LONG ISLAND. STATEN ISLAND. NEW-JERSEY.', 'name': None, 'seo': None, 'sub': None}",[],1882-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0572ed52-6775-5779-955e-f650c9e0513c,0,nyt://article/0572ed52-6775-5779-955e-f650c9e0513c,
Semi-Annual Convention in New-York City,https://www.nytimes.com/1882/05/01/archives/the-alpha-dealta-phi-convention.html,Semi-Annual Convention in New-York City,,,2,The New York Times,[],"{'main': 'THE ALPHA DEALTA PHI CONVENTION.', 'kicker': None, 'content_kicker': None, 'print_headline': 'THE ALPHA DEALTA PHI CONVENTION.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'ALPHA DELTA PHI', 'rank': 1, 'major': 'N'}]",1882-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/05cc7a05-8dcf-5a8d-bf21-bee5ae11cb71,0,nyt://article/05cc7a05-8dcf-5a8d-bf21-bee5ae11cb71,
,https://www.nytimes.com/1882/05/01/archives/passengers-arrived.html,,,,8,The New York Times,[],"{'main': 'PASSENGERS ARRIVED.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'PASSENGERS ARRIVED.', 'name': None, 'seo': None, 'sub': None}",[],1882-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/07e595d6-df67-5818-a950-4d9ebabcbb7d,0,nyt://article/07e595d6-df67-5818-a950-4d9ebabcbb7d,
,https://www.nytimes.com/1882/05/01/archives/tidings-of-marine-loss.html,,,,5,The New York Times,[],"{'main': 'TIDINGS OF MARINE LOSS.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'TIDINGS OF MARINE LOSS.', 'name': None, 'seo': None, 'sub': None}",[],1882-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0914b2be-9d85-54fb-be2a-cd1b877675b0,0,nyt://article/0914b2be-9d85-54fb-be2a-cd1b877675b0,
"The series of consultations now going on in Philadelphia between representatives of the ""Stalwart"" wing and the ""Independent"" wing of the Republican Party in Pennsylvania will be found to throw some light on prevailing methods in politics there and elsewhere.  ",https://www.nytimes.com/1882/05/01/archives/too-much-patronage.html,,,,4,The New York Times,[],"{'main': 'TOO MUCH PATRONAGE.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'TOO MUCH PATRONAGE.', 'name': None, 'seo': None, 'sub': None}",[],1882-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0d363cd2-4523-5c10-b9f2-355833c86cc3,0,nyt://article/0d363cd2-4523-5c10-b9f2-355833c86cc3,
,https://www.nytimes.com/1882/05/01/archives/the-annual-moving-day.html,,,,8,The New York Times,[],"{'main': 'THE ANNUAL MOVING DAY.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'THE ANNUAL MOVING DAY.', 'name': None, 'seo': None, 'sub': None}",[],1882-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/125eeea1-2f6d-5487-9c08-b71110d49e66,0,nyt://article/125eeea1-2f6d-5487-9c08-b71110d49e66,
,https://www.nytimes.com/1882/05/01/archives/false-fire-alarms-again.html,,,,5,The New York Times,[],"{'main': 'FALSE FIRE ALARMS AGAIN.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FALSE FIRE ALARMS AGAIN.', 'name': None, 'seo': None, 'sub': None}",[],1882-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/164f7db9-30b0-5582-a83f-b26eba95c996,0,nyt://article/164f7db9-30b0-5582-a83f-b26eba95c996,
,https://www.nytimes.com/1882/05/01/archives/colored-men-in-the-prize-ring.html,,,,5,The New York Times,[],"{'main': 'COLORED MEN IN THE PRIZE RING.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'COLORED MEN IN THE PRIZE RING.', 'name': None, 'seo': None, 'sub': None}",[],1882-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1698be54-aa1f-5536-a55b-088257007f66,0,nyt://article/1698be54-aa1f-5536-a55b-088257007f66,
Census,https://www.nytimes.com/1882/05/01/archives/news-echoes-from-europe.html,Census,,,4,The New York Times,[],"{'main': 'NEWS ECHOES FROM EUROPE.', 'kicker': None, 'content_kicker': None, 'print_headline': 'NEWS ECHOES FROM EUROPE.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Italy', 'rank': 1, 'major': 'N'}]",1882-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1b1a8e2c-601b-515e-9758-3a6dfd40d107,0,nyt://article/1b1a8e2c-601b-515e-9758-3a6dfd40d107,
,https://www.nytimes.com/1882/05/01/archives/amusements-this-evening.html,,,,4,The New York Times,[],"{'main': 'AMUSEMENTS THIS EVENING.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'AMUSEMENTS THIS EVENING.', 'name': None, 'seo': None, 'sub': None}",[],1882-05-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1ef5db14-79f1-5a0b-9802-0ffc2d5912a4,0,nyt://article/1ef5db14-79f1-5a0b-9802-0ffc2d5912a4,
