abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,subsection_name
"The loss by the burning of CRAIG'S Mills is over a hundred thousand dollars, of which $25,000 is insured on the machinery, including $15,000 in the Etna Insurance Company of Hartford. The building contained two hundred and sixty-six looms, (belonging to various parties,) engaged on army flannels. Two hundred operatives were thrown out of employment.  ",https://www.nytimes.com/1861/11/01/archives/great-fire-at-philadelphia-loss-8100000-two-hundred-operatives.html,,"PHILADELPHIA, Thursday, Oct. 31.",,3,The New York Times,[],"{'main': 'GREAT FIRE AT PHILADELPHIA.; Loss 8100,000 Two Hundred Operatives Thrown Out of Employment.', 'kicker': None, 'content_kicker': None, 'print_headline': 'GREAT FIRE AT PHILADELPHIA.; Loss 8100,000 Two Hundred Operatives Thrown Out of Employment.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'FIRES', 'rank': 1, 'major': 'N'}]",1861-11-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/02630f42-2789-5172-b6fc-7429938ebe24,1225,nyt://article/02630f42-2789-5172-b6fc-7429938ebe24,
"We have conversed with an intelligent lady who was at Lexington, Mo., when it was taken by PRICE, and she gives sickening details of the barbarities committed by the rebels. Among the prisoners taken was Dr. WHITE, who was offered a pass by PRICE after the capitulation, with which he went about two miles beyond Richmond, with Maj. BECKER and Capt. NEAT. While at their dinner, a party headed by the well-known desperadoes CHARLEY MARTIN, STEVE EMERSON and IKE LIGHTNER, came up and took the officers off in a coach, but refused to let the Doctor, who was an old man, go with them, but he was subsequently taken one mile from the house into a by-path and there shot twice through the breast; he laid from Thursday till Tuesday, and when the inquest was held, the hogs had eaten all the flesh off the body except that which was protected by his boots. Two weeks after this fiendish murder, his wife, with our informant and a lad, went to Richmond and brought away his remains. Mrs. WHITE, who is a niece of Ex-Gov. DESHA, of this State, occupied a fine farm of about five hundred acres, nearly all in a state of cultivation. The ruffians entered upon this, destroyed one hundred acres of corn, fifty of oats, valuable peach and apple orchards, broke the cider machine, smashed the grand-children's playthings, thrust bayonets through the windows, carried off the carriage and sixteen horses, killed seventeen head of cattle, fifty sheep, and a hundred hogs, and ripped up nine feather-beds in fiendish wantonness, leaving Mrs. WHITE without a place to sleep on, and compelling her to borrow bedding for herself and family.",https://www.nytimes.com/1861/11/01/archives/rebel-barbarities.html,,"We have conversed with an intelligent lady who was at Lexington, Mo., when it was taken by PRICE, and she gives sickening details of the barbarities committed by the rebels. Among the prisoners taken was Dr. WHITE, who was offered a pass by PRICE after the capitulation, with which he went about two miles beyond Richmond, with Maj. BECKER and Capt. NEAT. While at their dinner, a party headed by the well-known desperadoes CHARLEY MARTIN, STEVE EMERSON and IKE LIGHTNER, came up and took the officers off in a coach, but refused to let the Doctor, who was an old man, go with them, but he was subsequently taken one mile from the house into a by-path and there shot twice through the breast; he laid from Thursday till Tuesday, and when the inquest was held, the hogs had eaten all the flesh off the body except that which was protected by his boots. Two weeks after this fiendish murder, his wife, with our informant and a lad, went to Richmond and brought away his remains. Mrs. WHITE, who is a niece of Ex-Gov. DESHA, of this State, occupied a fine farm of about five hundred acres, nearly all in a state of cultivation. The ruffians entered upon this, destroyed one hundred acres of corn, fifty of oats, valuable peach and apple orchards, broke the cider machine, smashed the grand-children's playthings, thrust bayonets through the windows, carried off the carriage and sixteen horses, killed seventeen head of cattle, fifty sheep, and a hundred hogs, and ripped up nine feather-beds in fiendish wantonness, leaving Mrs. WHITE without a place to sleep on, and compelling her to borrow bedding for herself and family.",,2,The New York Times,[],"{'main': 'REBEL BARBARITIES.', 'kicker': None, 'content_kicker': None, 'print_headline': 'REBEL BARBARITIES.', 'name': None, 'seo': None, 'sub': None}",[],1861-11-01 05:00:00+00:00,article,,Archives,"{'original': 'From the Louisville Journal', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/041665ca-8d30-5bb9-8ff0-ace6f2f958e8,459,nyt://article/041665ca-8d30-5bb9-8ff0-ace6f2f958e8,
"In the Matter of John Beaman. -- The relator's name was in some manner placed upon the muster rolls of Col. Mulligan's Regiment, known as the Fremont Cavalry. Relator averred that he was kidnapped, and was never sworn into the service, and alleged that he had been unlawfully confined and detained in a porter-house in Houston-street, at the instance of the valiant Mulligan. Mulligan solemnly asseverated that the relator had regularly enlisted, and that his story of the kidnapping was all gotten up to effect his release. The matter came before the Court upon an application for a writ of habeas corpus. which was granted, but not particularly respected by Col. Mulligan. The matter was finally settled, however, by the withdrawal of the writ and the surrender of the recruit by the commander of the Fremont Cavalry. Meantime, in endeavoring to effect his escape, (as told by the boy,) he had jumped from a third story window of the house in Houston-street, and broken one of his ankles.",https://www.nytimes.com/1861/11/01/archives/the-fremont-cavalry-mulligan-and-his-men-supreme-court-chambers.html,,"In the Matter of John Beaman. -- The relator's name was in some manner placed upon the muster rolls of Col. Mulligan's Regiment, known as the Fremont Cavalry. Relator averred that he was kidnapped, and was never sworn into the service, and alleged that he had been unlawfully confined and detained in a porter-house in Houston-street, at the instance of the valiant Mulligan. Mulligan solemnly asseverated that the relator had regularly enlisted, and that his story of the kidnapping was all gotten up to effect his release. The matter came before the Court upon an application for a writ of habeas corpus. which was granted, but not particularly respected by Col. Mulligan. The matter was finally settled, however, by the withdrawal of the writ and the surrender of the recruit by the commander of the Fremont Cavalry. Meantime, in endeavoring to effect his escape, (as told by the boy,) he had jumped from a third story window of the house in Houston-street, and broken one of his ankles.",,3,The New York Times,[],"{'main': 'The Fremont Cavalry Mulligan and his Men.; SUPREME COURT CHAMBERS. Before Justice Sutherland', 'kicker': None, 'content_kicker': None, 'print_headline': 'The Fremont Cavalry Mulligan and his Men.; SUPREME COURT CHAMBERS. Before Justice Sutherland', 'name': None, 'seo': None, 'sub': None}",[],1861-11-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0c1f33f2-564a-5bfa-9daa-4055eac08b8f,177,nyt://article/0c1f33f2-564a-5bfa-9daa-4055eac08b8f,
"Having visited the extreme right wing of the army, going by way of the Chain Bridge, I devoted a day to that portion of it which lies along the main road to Fairfax. The country here is more open or less hilly than that on the right, and if it were not for the dense forests that occur at intervals, would not be bad for military movements on a large scale. As you advance further inland, however, the country becomes worse. After having traversed so many of the great battle-fields of Europe, and examined them minutely, I have looked somewhat with dismay at the character of the region in which our vast army has got to manoeuvre. It is made for nothing but guerilla fighting. How any general can handle a hundred and twenty thousand men on such a field baffles my comprehension. Heavy columns, it is true, can move along the roads, but to keep a continuous communication with each other, it seems to me, would be an impossibility. I should say that fifty thousand men, well posted, ought to resist successfully an attack of nearly double that number. Wherever the forests are felled, it becomes totally impassable. On our right wing there are large tracts, so densely covered with the tops of fallen trees, that I defy an army to get over them under fire. I should not like to attempt it alone, even though allowed to take my own time. Many of the headquarters of the generals are on elevations that overlook the country to a great extent, and I can appreciate the perplexity with which they survey the field on which they are to operate. I am not so sanguine that a great battle will be fought here as I was before I saw the character of the country. If there is, it will be composed of separate battles, fought by separate armies, and one which will puzzle a European strategist to comprehend the plan of.",https://www.nytimes.com/1861/11/01/archives/views-from-the-capital-the-national-troops-along-the-main-road-to.html,,"Having visited the extreme right wing of the army, going by way of the Chain Bridge, I devoted a day to that portion of it which lies along the main road to Fairfax. The country here is more open or less hilly than that on the right, and if it were not for the dense forests that occur at intervals, would not be bad for military movements on a large scale. As you advance further inland, however, the country becomes worse. After having traversed so many of the great battle-fields of Europe, and examined them minutely, I have looked somewhat with dismay at the character of the region in which our vast army has got to manoeuvre. It is made for nothing but guerilla fighting. How any general can handle a hundred and twenty thousand men on such a field baffles my comprehension. Heavy columns, it is true, can move along the roads, but to keep a continuous communication with each other, it seems to me, would be an impossibility. I should say that fifty thousand men, well posted, ought to resist successfully an attack of nearly double that number. Wherever the forests are felled, it becomes totally impassable. On our right wing there are large tracts, so densely covered with the tops of fallen trees, that I defy an army to get over them under fire. I should not like to attempt it alone, even though allowed to take my own time. Many of the headquarters of the generals are on elevations that overlook the country to a great extent, and I can appreciate the perplexity with which they survey the field on which they are to operate. I am not so sanguine that a great battle will be fought here as I was before I saw the character of the country. If there is, it will be composed of separate battles, fought by separate armies, and one which will puzzle a European strategist to comprehend the plan of.",,5,The New York Times,[],"{'main': ""VIEWS FROM THE CAPITAL.; The National Troops along the Main Road to Fairfax Unequal Character of the Country Difficulty of Handling Large Bodies of Men Hunter's Chapel Upton's Hill, &c."", 'kicker': None, 'content_kicker': None, 'print_headline': ""VIEWS FROM THE CAPITAL.; The National Troops along the Main Road to Fairfax Unequal Character of the Country Difficulty of Handling Large Bodies of Men Hunter's Chapel Upton's Hill, &c."", 'name': None, 'seo': None, 'sub': None}",[],1861-11-01 05:00:00+00:00,article,,Archives,"{'original': 'From Our Own Correspondent. WASHINGTON, Monday, Oct. 28, 1861', 'person': [{'firstname': 'From', 'middlename': 'Our', 'lastname': 'Own', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0dc6a0be-def6-59fa-a52c-48ad4bf7d893,1916,nyt://article/0dc6a0be-def6-59fa-a52c-48ad4bf7d893,
From Galignani's Messenger.,https://www.nytimes.com/1861/11/01/archives/freedom-of-the-press-suppression-of-the-american-astronomical.html,,From Galignani's Messenger.,,5,The New York Times,[],"{'main': 'FREEDOM OF THE PRESS SUPPRESSION OF THE AMERICAN ASTRONOMICAL JOURNAL.', 'kicker': None, 'content_kicker': None, 'print_headline': 'FREEDOM OF THE PRESS SUPPRESSION OF THE AMERICAN ASTRONOMICAL JOURNAL.', 'name': None, 'seo': None, 'sub': None}",[],1861-11-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0ddbe2c8-90a8-59b3-932d-5b1d074d3f54,230,nyt://article/0ddbe2c8-90a8-59b3-932d-5b1d074d3f54,
"Notwithstanding the clamors of the manufacturers and merchants of France and England for the reopening of the cotton ports, we have no apprehension that they will be responded to by their respective Governments. Interference would only add to their calamities, as it would deprive them of the trade of the North as well as the South, and involve a war which would destroy their commerce with other countries as well as that with our own. At this crisis, too, corn with Europeancountries is a much more important matter than cotton; and, till the period of the present dearth is passed, which in many countries is excessive, we have little fear of any disturbance in our foreign relations.",https://www.nytimes.com/1861/11/01/archives/how-to-prevent-foreign-interference.html,,"Notwithstanding the clamors of the manufacturers and merchants of France and England for the reopening of the cotton ports, we have no apprehension that they will be responded to by their respective Governments. Interference would only add to their calamities, as it would deprive them of the trade of the North as well as the South, and involve a war which would destroy their commerce with other countries as well as that with our own. At this crisis, too, corn with Europeancountries is a much more important matter than cotton; and, till the period of the present dearth is passed, which in many countries is excessive, we have little fear of any disturbance in our foreign relations.",,4,The New York Times,[],"{'main': 'How to Prevent Foreign Interference.', 'kicker': None, 'content_kicker': None, 'print_headline': 'How to Prevent Foreign Interference.', 'name': None, 'seo': None, 'sub': None}",[],1861-11-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/10488816-0da1-5788-8bb1-5bee46f77022,682,nyt://article/10488816-0da1-5788-8bb1-5bee46f77022,
"The Yale navyhad its annual regatta at New-Haven, on Saturday, Oct 25. But two boats were entered, the Glyuna and Nixic, the former drawing the inside place. The three-mile course was accomplished by the [???] 19 minutes and 17 seconds, and by the Glyuna in 29 minutes and 25 seconds.",https://www.nytimes.com/1861/11/01/archives/regatta-at-yale-college.html,,"The Yale navyhad its annual regatta at New-Haven, on Saturday, Oct 25. But two boats were entered, the Glyuna and Nixic, the former drawing the inside place. The three-mile course was accomplished by the [???] 19 minutes and 17 seconds, and by the Glyuna in 29 minutes and 25 seconds.",,2,The New York Times,[],"{'main': 'REGATTA AT YALE COLLEGE.', 'kicker': None, 'content_kicker': None, 'print_headline': 'REGATTA AT YALE COLLEGE.', 'name': None, 'seo': None, 'sub': None}",[],1861-11-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/11a022c4-fecb-541b-afea-c4c4bdb88a5f,50,nyt://article/11a022c4-fecb-541b-afea-c4c4bdb88a5f,
"The sutler of the Twentieth Indiana Regiment, which came so near falling into the hands of the rebels at Hatteras Island some weeks ago, had a narrow escape from being captured or killed. In a private letter he states that he lingered behind the rest of the regiment when on the retreat to assist three lame men whom he desired to rescue. They were finally overtaken by a dozen rebels, and his companions surrendered. He continues:",https://www.nytimes.com/1861/11/01/archives/a-narrow-escape.html,,"The sutler of the Twentieth Indiana Regiment, which came so near falling into the hands of the rebels at Hatteras Island some weeks ago, had a narrow escape from being captured or killed. In a private letter he states that he lingered behind the rest of the regiment when on the retreat to assist three lame men whom he desired to rescue. They were finally overtaken by a dozen rebels, and his companions surrendered. He continues:",,2,The New York Times,[],"{'main': 'A NARROW ESCAPE.', 'kicker': None, 'content_kicker': None, 'print_headline': 'A NARROW ESCAPE.', 'name': None, 'seo': None, 'sub': None}",[],1861-11-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/11f71e05-60b1-56d8-b824-43032c0d67e9,382,nyt://article/11f71e05-60b1-56d8-b824-43032c0d67e9,
"Contrary to the usual custom of New-York tax-payers, the majority did not this year defer the payment of their taxes till the last day of October, (the day on which a deduction of 7 per cent. terminates, and after which an addition of one per cent. is made.) The crowd yesterday was hardly worth the name, and the receipts about half of those on the same day last year. The aggregate paid in, however, up to, and including yesterday, is the largest received in any year, even when the books have been open much longer. The receipts of the office from Sept. 30, (the day the books were opened,) up to, and including Oct. 31, amount to four millions seven hundred and fifty-six thousand and odd dollars, being more than one-third of the entire tax which has been collected within thirty-one days. This does not look very much like a dearth of money.",https://www.nytimes.com/1861/11/01/archives/receiver-of-taxes-large-receipts.html,,"Contrary to the usual custom of New-York tax-payers, the majority did not this year defer the payment of their taxes till the last day of October, (the day on which a deduction of 7 per cent. terminates, and after which an addition of one per cent. is made.) The crowd yesterday was hardly worth the name, and the receipts about half of those on the same day last year. The aggregate paid in, however, up to, and including yesterday, is the largest received in any year, even when the books have been open much longer. The receipts of the office from Sept. 30, (the day the books were opened,) up to, and including Oct. 31, amount to four millions seven hundred and fifty-six thousand and odd dollars, being more than one-third of the entire tax which has been collected within thirty-one days. This does not look very much like a dearth of money.",,2,The New York Times,[],"{'main': 'RECEIVER OF TAXES.; LARGE RECEIPTS.', 'kicker': None, 'content_kicker': None, 'print_headline': 'RECEIVER OF TAXES.; LARGE RECEIPTS.', 'name': None, 'seo': None, 'sub': None}",[],1861-11-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/13b94b71-8058-5a1b-bc1d-69b7d08936fd,153,nyt://article/13b94b71-8058-5a1b-bc1d-69b7d08936fd,
To the Editor of the New-York Times:,https://www.nytimes.com/1861/11/01/archives/our-state-canals.html,,To the Editor of the New-York Times:,,3,The New York Times,[],"{'main': 'Our State Canals.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Our State Canals.', 'name': None, 'seo': None, 'sub': None}",[],1861-11-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/15e9a2ff-5aad-5f10-9260-2b2a1010f74c,516,nyt://article/15e9a2ff-5aad-5f10-9260-2b2a1010f74c,
