abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,print_section
"Prof. Frederick Starr, after a thrilling fifteen months spent in the Congo studying the pigmy races, returned yesterday on the Red Star Line steamship Vaderland. Prof. Starr traveled more than 21,000 miles in his search for information. When last heard from, about six months ago, he was in the wilds, of Central Africa.  ",https://www.nytimes.com/1907/01/01/archives/congo-pigmies-sport-is-plain-cats-cradle-prof-starr-back-from.html,,,6,The New York Times,[],"{'main': ""CONGO PIGMIES' SPORT IS PLAIN 'CAT'S CRADLE'; Prof. Starr, Back from African Wilds, Had a Thrilling Time. MEN LESS THAN 4 FEET TALL University of Chicago Educator Had Narrow Escapes In Fifteen Months of Exploring."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""CONGO PIGMIES' SPORT IS PLAIN 'CAT'S CRADLE'; Prof. Starr, Back from African Wilds, Had a Thrilling Time. MEN LESS THAN 4 FEET TALL University of Chicago Educator Had Narrow Escapes In Fifteen Months of Exploring."", 'name': None, 'seo': None, 'sub': None}",[],1907-01-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/01445603-e6ab-538e-bac9-c0349b55244c,0,nyt://article/01445603-e6ab-538e-bac9-c0349b55244c,
"The appeal filed by the Mobile, Jackson  Kansas City Railroad from the order of the Alabama court placing the property in the hands of a receiver, resulted yesterday in the return of the property to the hands of the management of the company upon their filing a bond of $100,000.  ",https://www.nytimes.com/1907/01/01/archives/the-receiver-ousted-from-mobile-railroad-management-regains.html,,,14,The New York Times,[],"{'main': 'THE RECEIVER OUSTED FROM MOBILE RAILROAD; Management Regains Possession on Filing $100,000 Bond. SAYS COMPANY IS SOLVENT Snap Proceedings, Without Notice and on False Allegations, Alleged by the Road.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'THE RECEIVER OUSTED FROM MOBILE RAILROAD; Management Regains Possession on Filing $100,000 Bond. SAYS COMPANY IS SOLVENT Snap Proceedings, Without Notice and on False Allegations, Alleged by the Road.', 'name': None, 'seo': None, 'sub': None}",[],1907-01-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/023689dd-82fb-5616-9d69-cc726cec3c89,0,nyt://article/023689dd-82fb-5616-9d69-cc726cec3c89,
"WASHINGTON, Dec. 31. -- The State Department has no official advices relative to the reported anti-American mass meeting at Canton. Some time ago when the anti-American boycott movement was at its height, in answer to Minister Rockbill's earnest protest against the semi-official character of the manifestation the Chinese Government promised to do everything within its power to discourage the boycott and prevent mass meetings called to further it.  ",https://www.nytimes.com/1907/01/01/archives/article-2-no-title.html,,,2,The New York Times,[],"{'main': 'Article 2 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 2 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1907-01-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0247bafd-ce2c-55c7-96f6-2781cc7e46da,0,nyt://article/0247bafd-ce2c-55c7-96f6-2781cc7e46da,
,https://www.nytimes.com/1907/01/01/archives/article-3-no-title.html,,,7,The New York Times,[],"{'main': 'Article 3 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 3 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1907-01-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/04fcdde4-ac36-5a36-b6cd-6ed24c5f5bf8,0,nyt://article/04fcdde4-ac36-5a36-b6cd-6ed24c5f5bf8,
"PHILADELPHIA, Dec. 31. -- With services as simple as the rites of the Protestant Episcopal Church would permit, the body of Alexander J. Cassatt, President of the Pennsylvania Railroad Company, who died suddenly last Friday, to-day was buried in the graveyard of the Church of the Redeemer at Bryn Mawr.  ",https://www.nytimes.com/1907/01/01/archives/funeral-of-aj-cassatt-only-the-family-business-associates-and-close.html,,,4,The New York Times,[],"{'main': 'FUNERAL OF A.J. CASSATT.; Only the Family, Business Associates, and Close Friends Present.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FUNERAL OF A.J. CASSATT.; Only the Family, Business Associates, and Close Friends Present.', 'name': None, 'seo': None, 'sub': None}",[],1907-01-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/052dceed-9537-5a73-a275-22c22963aca9,0,nyt://article/052dceed-9537-5a73-a275-22c22963aca9,
,https://www.nytimes.com/1907/01/01/archives/letter-to-the-editor-3-no-title.html,,,8,The New York Times,[],"{'main': 'Letter to the Editor 3 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Letter to the Editor 3 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1907-01-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0adbac4c-a40e-5c85-92b3-623b4b4d4e01,0,nyt://article/0adbac4c-a40e-5c85-92b3-623b4b4d4e01,
"Fraudulent claims for sewer and water main damage to the amount of approximately $750,000 have been thrown out by the Finance Department of the city, according to a statement issued yesterday by Controller Metz. Many of these claims, as shown by the statement, were put in by William O. Miles, who was indicted in Kings County in connection with the claims, tried, convicted, and sentenced to imprisonment for one year.  ",https://www.nytimes.com/1907/01/01/archives/fraud-claims-for-750000-controller-metz-reports-on-those-withdrawn.html,,,14,The New York Times,[],"{'main': 'FRAUD CLAIMS FOR $750,000.; Controller Metz Reports on Those Withdrawn Last Year.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FRAUD CLAIMS FOR $750,000.; Controller Metz Reports on Those Withdrawn Last Year.', 'name': None, 'seo': None, 'sub': None}",[],1907-01-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0b6cad26-5861-5471-804d-851ec35251dc,0,nyt://article/0b6cad26-5861-5471-804d-851ec35251dc,
"NEW ORLEANS, Dec. 31. -- Three Jockeys fell with their mounts and two of them were severely injured during the third race at the Fair Grounds to-day. At the three-quarters pole, Expect-To-See fell, knocking Jockey Austin unconscious. The Scout fell over them, throwing and slightly injuring Jockey Noone, and Jockey Smith's collar bone was broken as his mount, Harry Gardiner, stumbled over the mess. Sir Mincemeat won the race by twelve lengths.  ",https://www.nytimes.com/1907/01/01/archives/three-jockeys-injured-austin-noone-and-smith-thrown-at-new-orleans.html,,,10,The New York Times,[],"{'main': 'THREE JOCKEYS INJURED.; Austin, Noone, and Smith Thrown at New Orleans -- Racing at Night.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'THREE JOCKEYS INJURED.; Austin, Noone, and Smith Thrown at New Orleans -- Racing at Night.', 'name': None, 'seo': None, 'sub': None}",[],1907-01-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0f932d77-87de-58c4-b9c4-dd9997c5199f,0,nyt://article/0f932d77-87de-58c4-b9c4-dd9997c5199f,
"MONTCLAIR, N.J., Dec. 31. -- Miss Sohpie Ellis of Bloomfield Avenue, Caldwell, N.J., in a spirit of fun, answered a matrimonial advertisement published by Henry Dominyi of Buffalo, who wanted a wife. Miss Ellis, in starting the correspondence with Dominyi, gave him the name of her friend.  ",https://www.nytimes.com/1907/01/01/archives/courtship-by-mail-failed-buffalo-man-thought-jersey-girls-lark.html,,,1,The New York Times,[],"{'main': ""COURTSHIP BY MAIL FAILED.; Buffalo Man Thought Jersey Girl's Lark Serious, but Didn't Get a Wife."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""COURTSHIP BY MAIL FAILED.; Buffalo Man Thought Jersey Girl's Lark Serious, but Didn't Get a Wife."", 'name': None, 'seo': None, 'sub': None}",[],1907-01-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/11dc0496-ac25-5057-972e-e0abb4849b1e,0,nyt://article/11dc0496-ac25-5057-972e-e0abb4849b1e,
,https://www.nytimes.com/1907/01/01/archives/texas-railroads-warned-unless-car-famine-is-quickly-relieved-state.html,,,14,The New York Times,[],"{'main': 'TEXAS RAILROADS WARNED.; Unless Car Famine Is Quickly Relieved State Will Ask for Receivers.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'TEXAS RAILROADS WARNED.; Unless Car Famine Is Quickly Relieved State Will Ask for Receivers.', 'name': None, 'seo': None, 'sub': None}",[],1907-01-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/128703c6-c439-53b8-8d74-9f319138bee7,0,nyt://article/128703c6-c439-53b8-8d74-9f319138bee7,
