abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri
"Manchester, Bertha",https://www.nytimes.com/1893/06/01/archives/the-murder-still-a-mystery-there-is-yet-no-clue-to-the-identity-of.html,"Manchester, Bertha",,2,The New York Times,[],"{'main': ""THE MURDER STILL A MYSTERY.; There Is Yet No Clue to the Identity of Miss Manchester's Assassins."", 'kicker': None, 'content_kicker': None, 'print_headline': ""THE MURDER STILL A MYSTERY.; There Is Yet No Clue to the Identity of Miss Manchester's Assassins."", 'name': None, 'seo': None, 'sub': None}",[],1893-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/01ab3a2f-f761-5c97-a72a-430085bf4e8b,0,nyt://article/01ab3a2f-f761-5c97-a72a-430085bf4e8b
,https://www.nytimes.com/1893/06/01/archives/in-sympathy-with-farnham-post.html,,,4,The New York Times,[],"{'main': 'In Sympathy with Farnham Post.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'In Sympathy with Farnham Post.', 'name': None, 'seo': None, 'sub': None}",[],1893-06-01T05:00:00+0000,article,None,Archives,"{'original': 'VETERAN', 'person': [{'firstname': 'Veteran', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/04e5abca-7e2d-58ab-9818-b939bb071176,0,nyt://article/04e5abca-7e2d-58ab-9818-b939bb071176
Street-Sprinkling Association; Contract (Ten Years) with City,https://www.nytimes.com/1893/06/01/archives/commissioner-daly-surprised-didnt-know-of-the-street-sprinkling.html,Street-Sprinkling Association; Contract (Ten Years) with City,,12,The New York Times,[],"{'main': ""COMMISSIONER DALY SURPRISED.; Didn't Know of the Street Sprinkling Association Till He Advertised for Bids."", 'kicker': None, 'content_kicker': None, 'print_headline': ""COMMISSIONER DALY SURPRISED.; Didn't Know of the Street Sprinkling Association Till He Advertised for Bids."", 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 2, 'major': 'N'}]",1893-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/05634552-fcef-5972-b794-4bfefafd76f5,0,nyt://article/05634552-fcef-5972-b794-4bfefafd76f5
Revolution Fomented by Pierola,https://www.nytimes.com/1893/06/01/archives/trouble-brewing-in-peru-pierola-said-to-be-preparing-to-load-a.html,Revolution Fomented by Pierola,,9,The New York Times,[],"{'main': 'TROUBLE BREWING IN PERU.; Pierola Said to be Preparing to Load a Revolution.', 'kicker': None, 'content_kicker': None, 'print_headline': 'TROUBLE BREWING IN PERU.; Pierola Said to be Preparing to Load a Revolution.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Peru', 'rank': 1, 'major': 'N'}]",1893-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/059f72ac-e49e-50a1-9c36-4023b8f0081b,0,nyt://article/059f72ac-e49e-50a1-9c36-4023b8f0081b
English-Speaking Nations' Union; Forum Article,https://www.nytimes.com/1893/06/01/archives/mr-carnegies-prediction-he-believes-the-englandspeaking-world-will.html,English-Speaking Nations' Union; Forum Article,,2,The New York Times,[],"{'main': ""MR. CARNEGIE'S PREDICTION.; He Believes the England-Speaking World Will Unite and Be Supreme."", 'kicker': None, 'content_kicker': None, 'print_headline': ""MR. CARNEGIE'S PREDICTION.; He Believes the England-Speaking World Will Unite and Be Supreme."", 'name': None, 'seo': None, 'sub': None}",[],1893-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/05a857d0-b67e-566b-b4e1-91f8fdd5cf35,0,nyt://article/05a857d0-b67e-566b-b4e1-91f8fdd5cf35
"CHICAGO, May 81 -- Wright covered about 1,000,000 bushels of wheat through Swartz  Dupee on Monday and to-day, and Baldwin @ Farnum were also credited with heavy purchases of short wheat on his account. Largely as a result of this the tension in the wheat and corn markets, which made such an anxious time for the bulls Monday, was perceptibly relaxed to-day.  ",https://www.nytimes.com/1893/06/01/archives/chicago-produce-markets-prices-for-wheat-closed-with-a-good-advance.html,,,11,The New York Times,[],"{'main': 'CHICAGO PRODUCE MARKETS.; Prices for Wheat Closed with a Good Advance and Provisions Were Easier.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'CHICAGO PRODUCE MARKETS.; Prices for Wheat Closed with a Good Advance and Provisions Were Easier.', 'name': None, 'seo': None, 'sub': None}",[],1893-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/098f4df5-f407-54f6-bf8f-ed150521bc51,0,nyt://article/098f4df5-f407-54f6-bf8f-ed150521bc51
,https://www.nytimes.com/1893/06/01/archives/a-tramp-of-2500-miles-walked-from-central-america-to-texas-in-six.html,,,2,The New York Times,[],"{'main': 'A TRAMP OF 2,500 MILES.; Walked from Central America to Texas in Six Months.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'A TRAMP OF 2,500 MILES.; Walked from Central America to Texas in Six Months.', 'name': None, 'seo': None, 'sub': None}",[],1893-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0b371587-6fbb-5c53-98aa-1299fcff4dd2,0,nyt://article/0b371587-6fbb-5c53-98aa-1299fcff4dd2
"The Pittsburg Club played without an error of any description yesterday against Brooklyn, but in spite of that the Smoky City youths failed to win. This was due to the fact that the Brooklyn players found ample use for their bats in one inning, and in that short period knocked out enough runs to win the game.  ",https://www.nytimes.com/1893/06/01/archives/pittsburgh-errorless-game-brooklyn-however-won-the-contest-by-a.html,,,6,The New York Times,[],"{'main': 'PITTSBURGH ERRORLESS GAME.; Brooklyn, However, Won the Contest by a Streak of Batting.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'PITTSBURGH ERRORLESS GAME.; Brooklyn, However, Won the Contest by a Streak of Batting.', 'name': None, 'seo': None, 'sub': None}",[],1893-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0b89f2da-bd8f-550e-98e3-d9e07850a08a,0,nyt://article/0b89f2da-bd8f-550e-98e3-d9e07850a08a
Police Parade; Review by Infanta Eulalie (Cut of Superintendent Byrnes),https://www.nytimes.com/1893/06/01/archives/byrnes-parades-his-host-newyorks-splendid-police-reviewed-by-the-in.html,Police Parade; Review by Infanta Eulalie (Cut of Superintendent Byrnes),,8,The New York Times,[],"{'main': ""BYRNES PARADES HIS HOST; NEW-YORK'S SPLENDID POLICE REVIEWED BY THE INFANTA. Their Soldierlike Bearing; Impresses the Royal Visitor -- An Ovation All Along the Line -- Brokers Do Honor to the Gallant Superintendent -- The Crowd Loyal to All the Old Favorites -- The Grand Stand in Madison Square a Bower of Beauty -- The Marching Never Excelled."", 'kicker': None, 'content_kicker': None, 'print_headline': ""BYRNES PARADES HIS HOST; NEW-YORK'S SPLENDID POLICE REVIEWED BY THE INFANTA. Their Soldierlike Bearing; Impresses the Royal Visitor -- An Ovation All Along the Line -- Brokers Do Honor to the Gallant Superintendent -- The Crowd Loyal to All the Old Favorites -- The Grand Stand in Madison Square a Bower of Beauty -- The Marching Never Excelled."", 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}]",1893-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0b9ab8af-8579-57cb-97d3-6233d12ec749,0,nyt://article/0b9ab8af-8579-57cb-97d3-6233d12ec749
Annual Meeting; Election,https://www.nytimes.com/1893/06/01/archives/anger-in-the-church-club-caused-by-an-anonymous-charge-against-one.html,Annual Meeting; Election,,5,The New York Times,[],"{'main': 'ANGER IN THE CHURCH CLUB.; Caused by an Anonymous Charge Against One of the Nominating Committee.', 'kicker': None, 'content_kicker': None, 'print_headline': 'ANGER IN THE CHURCH CLUB.; Caused by an Anonymous Charge Against One of the Nominating Committee.', 'name': None, 'seo': None, 'sub': None}",[],1893-06-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0da76182-7119-5a2e-8269-0dbb04474d3c,0,nyt://article/0da76182-7119-5a2e-8269-0dbb04474d3c
