abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri
"PARTICULARS OF THE TRIAL OF DR. DOY. The St. Louis Democrat has a letter from St. Joseph, giving fuller particulars of the trial and conviction of Dr. JOHN DOY for kidnapping a slave: ST. JOSEPH, MO.; Friday. June 24, 1859. The Doy trial is closed and Dr. JOHN Doy found guilty and sentenced to five years in the Penitentiary.  ",https://www.nytimes.com/1859/07/01/archives/from-kansas.html,,,2,The New York Times,[],"{'main': 'From Kansas.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'From Kansas.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/07acc284-0bdc-5aff-96a7-d88006cfe76c,0,nyt://article/07acc284-0bdc-5aff-96a7-d88006cfe76c
"The news by the Arabia arrived here last evening. To correspondence, and to detailed extracts from European journals, we devote a large portion of space. The ex-Minister to Spain, Mr. DODGE, has published a card, in which he says that while the prospect of acquiring Cuba by purchase under present circumstances is inauspicions,  ",https://www.nytimes.com/1859/07/01/archives/news-of-the-day.html,,,4,The New York Times,[],"{'main': 'NEWS OF THE DAY.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'NEWS OF THE DAY.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/146fe68a-9953-5650-89bd-e5c45646f00a,0,nyt://article/146fe68a-9953-5650-89bd-e5c45646f00a
,https://www.nytimes.com/1859/07/01/archives/railroads.html,,,7,The New York Times,[],"{'main': 'RAILROADS.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'RAILROADS.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/19b3a2dc-6724-5580-ada9-885dab9fe385,0,nyt://article/19b3a2dc-6724-5580-ada9-885dab9fe385
"The following suggestive communication was addirected to the gentlemen whose names are annexed, by Collector SCHELL, yesterday. CUSTOM-HOUSE, New-York, June 30, 1859. Mr.-----. Sir: In pursuance to the determination of the Honorable Secretary of the Treasury to reduce the expense of collecting the revenue in the several districts of the United States,  ",https://www.nytimes.com/1859/07/01/archives/removals-from-the-newyork-custom-house.html,,,4,The New York Times,[],"{'main': 'Removals from the New-York Custom House.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Removals from the New-York Custom House.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1d8dc7d4-9e66-5bdf-a440-55ce97942dad,0,nyt://article/1d8dc7d4-9e66-5bdf-a440-55ce97942dad
,https://www.nytimes.com/1859/07/01/archives/article-3-no-title.html,,,2,The New York Times,[],"{'main': 'Article 3 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 3 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/20ca8151-8531-5746-934c-c91212caf80b,0,nyt://article/20ca8151-8531-5746-934c-c91212caf80b
"To-day Capt. PILSBURY takes his place as Superintendent of Police. It is no reflection upon but rather a compliment to the Commissioners who have secured his services and endowed him with ample powers, to add that we expect to see henceforth a new order of things in and about the Department.  ",https://www.nytimes.com/1859/07/01/archives/the-right-man-in-the-right-place.html,,,4,The New York Times,[],"{'main': 'The Right Man in the Right Place.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The Right Man in the Right Place.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/2248174c-c87b-59a4-b35b-cefa31772f0e,0,nyt://article/2248174c-c87b-59a4-b35b-cefa31772f0e
,https://www.nytimes.com/1859/07/01/archives/smith-obrien-to-the-irish-in-america.html,,,2,The New York Times,[],"{'main': ""Smith O'Brien to the Irish in America."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""Smith O'Brien to the Irish in America."", 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/3045b54b-7bc8-5f56-95db-c987ae30022b,0,nyt://article/3045b54b-7bc8-5f56-95db-c987ae30022b
"A TESTIMONIAL TO CHARLES KEAN.--The London Spectator, of the 11th, says: ""On the various stages of the metropolis, there has been nothing like novelty this week; but an announcement has appeared in the public journals which will, doubtless, produce great excitement in theatrical circles.  ",https://www.nytimes.com/1859/07/01/archives/article-4-no-title.html,,,2,The New York Times,[],"{'main': 'Article 4 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 4 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/32cac257-3bbe-5f33-8d25-a751c597f40a,0,nyt://article/32cac257-3bbe-5f33-8d25-a751c597f40a
"THE UNDERGROUND RAILROAD IN ORANGE COUNTY--The Goshen (N. Y.) Independent says: ""A branch of the Underground Railroad has been established in this county. The facts, as it is informed upon good authority, are these: A negro made his appearance in Chester one day last week, and represented that he was a runaway slave, eight days out from the State of Delaware;  ",https://www.nytimes.com/1859/07/01/archives/article-1-no-title.html,,,2,The New York Times,[],"{'main': 'Article 1 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/3660524b-a1dd-5c20-870d-944d8ec190be,0,nyt://article/3660524b-a1dd-5c20-870d-944d8ec190be
"FURTHER ISSUE OF CENTRAL PARK STOCK--MISCELLANEOUS BUSINESS. The Mayor sent a Message to the Board of Aldermen last evening, in which he assigns his reasons for declining to approve the appointment of any more Commissioners of Deeds; he says there are 340 persons exercising the duties of the office in this City, while by law only 300 are allowed.  ",https://www.nytimes.com/1859/07/01/archives/municipal.html,,,4,The New York Times,[],"{'main': 'MUNICIPAL.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'MUNICIPAL.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/3b4ac8d3-ce26-5066-84ad-48e56a363cf4,0,nyt://article/3b4ac8d3-ce26-5066-84ad-48e56a363cf4
"The partisans of Austria in the present Italian war have done their best to obscure the true state of the case, by dwelling vehemently upon the probability that the Emperor NAPOLEON, should he succeed in driving the House of Hapsburg back to its Transalpino do. minions, would merely replace their doubleheaded vulture with the Imperial eagle of  ",https://www.nytimes.com/1859/07/01/archives/french-influence-in-italy.html,,,4,The New York Times,[],"{'main': 'French Influence in Italy.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'French Influence in Italy.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/4223f079-a72c-5e55-a5ef-5e2b3f52f0bd,0,nyt://article/4223f079-a72c-5e55-a5ef-5e2b3f52f0bd
"The mails by the steamship Arabia, from Liverpool, June 18, were received last evening. We enlarge and amend the meagre summary forwarded by telegraph with the letters of our English and Continental Correspondents, and extracts from our European exchanges.  ",https://www.nytimes.com/1859/07/01/archives/european-news-the-mails-by-the-arabia-highly-interesting.html,,,1,The New York Times,[],"{'main': 'EUROPEAN NEWS.; THE MAILS BY THE ARABIA. HIGHLY INTERESTING CORRESPONDENCE. Details of the Battle of Malegnano. Incidents, Anecdotes and Facts of the War. GENERAL INTELLIGENCE.', 'kicker': '2', 'content_kicker': None, 'print_headline': 'EUROPEAN NEWS.; THE MAILS BY THE ARABIA. HIGHLY INTERESTING CORRESPONDENCE. Details of the Battle of Malegnano. Incidents, Anecdotes and Facts of the War. GENERAL INTELLIGENCE.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/4737599b-e7c3-5ce9-a093-9f2afbea6d54,0,nyt://article/4737599b-e7c3-5ce9-a093-9f2afbea6d54
"The receipts into the Treasury for the week ending Monday last were $4,679,000, of which about, $1,25 0,000 were from customs. The Grafts paid amounted to $3,175,000, principally on account of Treasury Notes. The balance in the Treasury is $3,600,000. From thirty to thirty-five passports continue to be issued daily from the State Department, about threefourths of them to naturalized citizens.  ",https://www.nytimes.com/1859/07/01/archives/news-by-telegraph-from-washington-condition-of-the.html,,,4,The New York Times,[],"{'main': 'NEWS BY TELEGRAPH.; From Washington. CONDITION OF THE TREASURY--PASSPORTS--POST AGE STAMPS.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'NEWS BY TELEGRAPH.; From Washington. CONDITION OF THE TREASURY--PASSPORTS--POST AGE STAMPS.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/48e68e39-8b5d-531b-b100-9ac416f96167,0,nyt://article/48e68e39-8b5d-531b-b100-9ac416f96167
,https://www.nytimes.com/1859/07/01/archives/steamboats.html,,,7,The New York Times,[],"{'main': 'STEAMBOATS.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'STEAMBOATS.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/4a5012eb-544a-53bb-bf57-26c1c30ea9f1,0,nyt://article/4a5012eb-544a-53bb-bf57-26c1c30ea9f1
""" Ion"" writes from Washington to the Baltimore Sun: ""The refusal of the Nicaraguan Government to alter the Transit treaty, in conformity with the demand of this Government, and the assurances and desire of Gen. JEREZ, was not anticipated, but may be explained.  ",https://www.nytimes.com/1859/07/01/archives/the-nicaragun-transit.html,,,2,The New York Times,[],"{'main': 'The Nicaragun Transit.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The Nicaragun Transit.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/59843d45-31fb-57f0-a2de-d83159699893,0,nyt://article/59843d45-31fb-57f0-a2de-d83159699893
"A Commencement at a College--say Yale, Union, Princeton, Columbia, or any other you prefer--where the Pierian spring is supposed to gush in illimitable volume for the use and benefit of the masculine gender exclusively, is a very good thing to talk about.  ",https://www.nytimes.com/1859/07/01/archives/commencements.html,,,4,The New York Times,[],"{'main': 'COMMENCEMENTS.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'COMMENCEMENTS.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/60b15786-cdd0-5ff9-98f1-ceffaf13acf7,0,nyt://article/60b15786-cdd0-5ff9-98f1-ceffaf13acf7
"A contest between the above clubs took place on Thursday,at the Elysian Fields, Hoboken, in presence of nearly three thousand spectators; the result terminated in favor of the Excelsiors; the respective scores being, for Excelsior twenty-six runs, and Kaickerbocker twenty-two runs.  ",https://www.nytimes.com/1859/07/01/archives/base-ball-excelsior-club-of-south-brooklynversus-knickerbocker-club.html,,,4,The New York Times,[],"{'main': 'Base Ball.; EXCELSIOR CLUB, OF SOUTH BROOKLYN,VERSUS KNICKERBOCKER CLUB, OF NEW-YORK.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Base Ball.; EXCELSIOR CLUB, OF SOUTH BROOKLYN,VERSUS KNICKERBOCKER CLUB, OF NEW-YORK.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/6b397ba3-e094-5fcb-81d2-f262a98dba87,0,nyt://article/6b397ba3-e094-5fcb-81d2-f262a98dba87
,https://www.nytimes.com/1859/07/01/archives/financial.html,,,6,The New York Times,[],"{'main': 'FINANCIAL.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FINANCIAL.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/73718331-9e5b-52da-91a7-57abc8347263,0,nyt://article/73718331-9e5b-52da-91a7-57abc8347263
,https://www.nytimes.com/1859/07/01/archives/from-utah-the-national-intelligencer-publishes-the-following-letter.html,,,2,The New York Times,[],"{'main': 'FROM UTAH.; The National Intelligencer publishes the following letter from Camp Floyd:', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FROM UTAH.; The National Intelligencer publishes the following letter from Camp Floyd:', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/74ec9e0c-af99-55ed-99f2-2fb57497ece0,0,nyt://article/74ec9e0c-af99-55ed-99f2-2fb57497ece0
,https://www.nytimes.com/1859/07/01/archives/insurance.html,,,6,The New York Times,[],"{'main': 'INSURANCE.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'INSURANCE.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/76b04fc7-b51f-54b3-827b-05add8c78621,0,nyt://article/76b04fc7-b51f-54b3-827b-05add8c78621
"At a recent meeting of the Polytechnic Association at the Cooper Union, Prof. MASON, of Poughkeepsie, presided. By request, PETER COOPER, Esq., read an interesting article on ""The Evils of Paper Currency,"" which was an appropriate introduction to ""Gold,"" the subject selected for discussion. Prof. J. C. DRAFER, being called upon,  ",https://www.nytimes.com/1859/07/01/archives/goldproducing-districts-a-discussion-at-the-polytechnic-association.html,,,2,The New York Times,[],"{'main': 'GOLD-PRODUCING DISTRICTS.; A Discussion at the Polytechnic Association.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'GOLD-PRODUCING DISTRICTS.; A Discussion at the Polytechnic Association.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/76fcd8b1-a94b-5611-87f6-d25baabc6ea5,0,nyt://article/76fcd8b1-a94b-5611-87f6-d25baabc6ea5
,https://www.nytimes.com/1859/07/01/archives/law-reports-united-states-district-court-decision-in-admiralty.html,,,3,The New York Times,[],"{'main': 'LAW REPORTS.; UNITED STATES DISTRICT COURT Decision in Admiralty. SUPERIOR COURT COMMON PLEAS COURT CALENDAR SUPREME COURT MARINE COURT.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'LAW REPORTS.; UNITED STATES DISTRICT COURT Decision in Admiralty. SUPERIOR COURT COMMON PLEAS COURT CALENDAR SUPREME COURT MARINE COURT.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/7ac32960-eba4-54bd-81da-6345d3dc2c37,0,nyt://article/7ac32960-eba4-54bd-81da-6345d3dc2c37
,https://www.nytimes.com/1859/07/01/archives/miniature-almanacthis-day.html,,,8,The New York Times,[],"{'main': 'MINIATURE ALMANAC--THIS DAY.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'MINIATURE ALMANAC--THIS DAY.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/7c5d0b92-af01-5e2f-8e31-fb868924bf74,0,nyt://article/7c5d0b92-af01-5e2f-8e31-fb868924bf74
"To the Italian Committee in New York: The Polish Exiles in America, in a mass meeting assembled, resolved, in view of the present strug. gle in Europe, to assume such a political character as our nation has always upheld towards an oppressed people struggling for liberty.  ",https://www.nytimes.com/1859/07/01/archives/poles-and-italians.html,,,2,The New York Times,[],"{'main': 'Poles and Italians.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Poles and Italians.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/859e151f-6cd1-56f8-8e95-ff9142d3d694,0,nyt://article/859e151f-6cd1-56f8-8e95-ff9142d3d694
"SHERWOOD--In this City, on Wednesday, June 29, at 7 o'clock P. M. GEORGE E. SHERWOOD, aged 39 years, 2 months and 14 days. The funeral will take place from his late residence, No. 8 West 31st st.on Saturday morning, at 11 o'clock. The relatives and friends of the family are invited to attend, without further invitation. His remains will be taken Rye Westchester Co., for interment.  ",https://www.nytimes.com/1859/07/01/archives/died.html,,,5,The New York Times,[],"{'main': 'DIED.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'DIED.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/89a2cbef-2a6d-51ff-b7a8-08cf85103aaf,0,nyt://article/89a2cbef-2a6d-51ff-b7a8-08cf85103aaf
,https://www.nytimes.com/1859/07/01/archives/article-2-no-title.html,,,2,The New York Times,[],"{'main': 'Article 2 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 2 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/8b89e575-d8e8-55ca-9b45-9cdbd901191c,0,nyt://article/8b89e575-d8e8-55ca-9b45-9cdbd901191c
"There is no pleasure in visiting he haunts of wretched men and women, and none in writing about them. Indeed if we tell what makes their abodes most wretched, cleanly people think we have sullied our sheet. Still, it is wholesome to known how humanity suffers in our midst, how it even contents itself amidst its suffering. We continued our rambles in the Fourth Ward last week.  ",https://www.nytimes.com/1859/07/01/archives/the-abodes-of-the-poor-cow-bay-at-midnight-visits-to-the-cellars.html,,,2,The New York Times,[],"{'main': 'THE ABODES OF THE POOR.; Cow Bay at Midnight. Visits to the Cellars and Attics of the Fourth Ward.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'THE ABODES OF THE POOR.; Cow Bay at Midnight. Visits to the Cellars and Attics of the Fourth Ward.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/8d25fcec-3572-5782-b9cb-4549352c2387,0,nyt://article/8d25fcec-3572-5782-b9cb-4549352c2387
"Mr. WINTHROP ON THE SLAVE TRADE.--Among the letters from prominent men, addressed some time since to Mr. HIRAM KETCHUM, as Chairman of the Committee of Old Whigs, is one from the Hon. ROBERT C. WINTHROP, not heretofore published, and which appears in this morning's TIMES.  ",https://www.nytimes.com/1859/07/01/archives/article-5-no-title.html,,,4,The New York Times,[],"{'main': 'Article 5 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 5 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/9fa81a79-920e-5219-9258-ce270c2395f1,0,nyt://article/9fa81a79-920e-5219-9258-ce270c2395f1
"In obedience to an order from the Hon. ISAAC TOUCAY., Secretary of the Navy, May 17, 1859, Chief Engineers ISHERWOOD, EVARETT, KING and FARRON, have completed their experiments on the United States steamer San Jacinta's boilers, at the New-York Navy as follows : (The boiler were built by JAMES MURPHY  Co.)  ",https://www.nytimes.com/1859/07/01/archives/examination-of-boilers-for-the-united-states-navy.html,,,2,The New York Times,[],"{'main': 'Examination of Boilers for the United States Navy.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Examination of Boilers for the United States Navy.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/a2bdce58-a805-5d5d-90c0-6b835325dec7,0,nyt://article/a2bdce58-a805-5d5d-90c0-6b835325dec7
"[Per lsatel at Charleston] EXCHANGE--NEW-York, Baltimore, Boston, Charleston and Philadelphia, 5263, premium for 60 days. FREIGHTS--To Poits north of Hatteras, 11/2 ? box Sugar: 51/2 ? hogshead Sugar; 31/2 @1? hogshend Molasses. There have been several arrivals of large vessels, but they are not in demand--smaller vessels having the preference.  ",https://www.nytimes.com/1859/07/01/archives/havana-markets-to-june-25.html,,,5,The New York Times,[],"{'main': 'Havana Markets to June 25.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Havana Markets to June 25.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/a3bb6aea-8c2b-52c1-8009-f079f8f17578,0,nyt://article/a3bb6aea-8c2b-52c1-8009-f079f8f17578
"DEDICATION OF THE FIRST CUNGREGATIONAL METHODIST CHURCH.-'This church, recently erected on State near Hoyt-street, was formally dedicated last evening, the Rev. Dr. Sroees and others, taking part in the exercises. Not the least interesting part of proceedings, was the presentation of a silver ser. vice to the Church, consisting of four pieces.  ",https://www.nytimes.com/1859/07/01/archives/brooklyn-intelligence.html,,,8,The New York Times,[],"{'main': 'BROOKLYN INTELLIGENCE.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'BROOKLYN INTELLIGENCE.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/a7457462-19cc-5d52-b7e2-98d735bf27c2,0,nyt://article/a7457462-19cc-5d52-b7e2-98d735bf27c2
"There is a vulgar notion, fit to be classed with those vulgar errors upon which Sir THOMAS BROWN shed so scathing a flood of light, that all men who speak the German tongue are united in their hatred of NAPOLEON Il, and in their advocacy of Austrian tyranny in Italy.  ",https://www.nytimes.com/1859/07/01/archives/the-germans-and-napoleon.html,,,4,The New York Times,[],"{'main': 'The Germans and Napoleon.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The Germans and Napoleon.', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/af7bc08e-fdce-5b7e-a091-5fdb7f2bf1da,0,nyt://article/af7bc08e-fdce-5b7e-a091-5fdb7f2bf1da
"COURT OF APPEALS, JUNE 30.--No. 88.--Bissell vs. Michigan Southern Railroad Company. Argued. Mr. C. Tracy for appellant; Mr. R. Parker for respondent. No. 69--Harris vs. Northern Indiana Railroad Company. Argued. Mr. C. Tracy for appellant; Mr. M. Poster for respondent.  ",https://www.nytimes.com/1859/07/01/archives/article-6-no-title.html,,,5,The New York Times,[],"{'main': 'Article 6 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 6 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/b3992a0e-2837-5498-8564-440fce1c28fa,0,nyt://article/b3992a0e-2837-5498-8564-440fce1c28fa
"WILLIAMSON-FERGUSON,-In this City, on Wednesday, June 29, by the Rev, E.J. Hamilton, of Obster, Bay. L.N., WILLIAMSON, Esq., to Miss MARGARET B. PEROUSON, both of this City. MILLER-BOYLE-In this City, on Wednesday, June 29, by the Rev. E J Hamitee, of Oyster Bay. L. L, JOHN MILLER Esq, of Canada West, to Miss MARY ANN BOYLE, of this City.  ",https://www.nytimes.com/1859/07/01/archives/married.html,,,5,The New York Times,[],"{'main': 'MARRIED', 'kicker': '1', 'content_kicker': None, 'print_headline': 'MARRIED', 'name': None, 'seo': None, 'sub': None}",[],1859-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/cfee427f-9f9f-5b24-b6f2-f1849331e8fe,0,nyt://article/cfee427f-9f9f-5b24-b6f2-f1849331e8fe
