abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri
"Fifty-six white-robed young ladies, members of the graduating class of Grammar School No. 76, of which Miss Kate G. Broderick is the Principal, entertained their parents and friends at the schoolhouse, at Lexington-avenue and Sixty-eighth-street, for nearly three hours yesterday morning.  ",https://www.nytimes.com/1886/07/01/archives/fiftysix-young-graduates.html,,,8,The New York Times,[],"{'main': 'FIFTY-SIX YOUNG GRADUATES.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FIFTY-SIX YOUNG GRADUATES.', 'name': None, 'seo': None, 'sub': None}",[],1886-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/009b80ff-8ef9-5fd9-a7ab-687239a43232,0,nyt://article/009b80ff-8ef9-5fd9-a7ab-687239a43232
Gladstone's Letter to Electors of London,https://www.nytimes.com/1886/07/01/archives/fateful-day-in-england-fridays-polling-looked-for-with-anxiety.html,Gladstone's Letter to Electors of London,,5,The New York Times,[],"{'main': ""FATEFUL DAY IN ENGLAND; FRIDAY'S POLLING LOOKED FOR WITH ANXIETY. THREE UNOPPOSED TORIES ELECTED YESTERDAY--A LETTER FROM MR. GLADSTONE TO THE PEOPLE OF LONDON."", 'kicker': None, 'content_kicker': None, 'print_headline': ""FATEFUL DAY IN ENGLAND; FRIDAY'S POLLING LOOKED FOR WITH ANXIETY. THREE UNOPPOSED TORIES ELECTED YESTERDAY--A LETTER FROM MR. GLADSTONE TO THE PEOPLE OF LONDON."", 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Ireland', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'England', 'rank': 2, 'major': 'N'}]",1886-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/041c0bd0-227b-56bf-b7ed-659a98a718a3,0,nyt://article/041c0bd0-227b-56bf-b7ed-659a98a718a3
"ALBANY, N.Y., June 30.-- The hearing before the Governor in the case of Gen. Shaler has been postponed until 2 o'clock to-morrow.  ",https://www.nytimes.com/1886/07/01/archives/the-shaler-hearing-postponed.html,,,4,The New York Times,[],"{'main': 'THE SHALER HEARING POSTPONED.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'THE SHALER HEARING POSTPONED.', 'name': None, 'seo': None, 'sub': None}",[],1886-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/04ae2e29-6804-5e8f-80cd-9cc325f461d1,0,nyt://article/04ae2e29-6804-5e8f-80cd-9cc325f461d1
"SAN FRANCISCO, Cal., June 30.--Sight drafts on New York, 10; telegraphic,15.  ",https://www.nytimes.com/1886/07/01/archives/san-francisco-exchange.html,,,1,The New York Times,[],"{'main': 'SAN FRANCISCO, EXCHANGE.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'SAN FRANCISCO, EXCHANGE.', 'name': None, 'seo': None, 'sub': None}",[],1886-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/07cdd63a-e420-5eb9-a00c-5c62f9b3996d,0,nyt://article/07cdd63a-e420-5eb9-a00c-5c62f9b3996d
Third-Avenue Line; Striker J. Patterson Sentenced,https://www.nytimes.com/1886/07/01/archives/must-choose-wise-leaders.html,Third-Avenue Line; Striker J. Patterson Sentenced,,8,The New York Times,[],"{'main': 'MUST CHOOSE WISE LEADERS.', 'kicker': None, 'content_kicker': None, 'print_headline': 'MUST CHOOSE WISE LEADERS.', 'name': None, 'seo': None, 'sub': None}",[],1886-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0861a5f2-678a-5705-9d99-6c76efb5f431,0,nyt://article/0861a5f2-678a-5705-9d99-6c76efb5f431
Prohibition Vote in Copiah County,https://www.nytimes.com/1886/07/01/archives/king-alcohol-buried-bloody-copiah-transformed-to-a-prohibition.html,Prohibition Vote in Copiah County,,1,The New York Times,[],"{'main': 'KING ALCOHOL BURIED.; ""BLOODY COPIAH"" TRANSFORMED TO A PROHIBITION STRONGHOLD.', 'kicker': None, 'content_kicker': None, 'print_headline': 'KING ALCOHOL BURIED.; ""BLOODY COPIAH"" TRANSFORMED TO A PROHIBITION STRONGHOLD.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Louisiana', 'rank': 1, 'major': 'N'}]",1886-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0e9d5f4b-b4ca-5a93-82cc-380d21d4fc36,0,nyt://article/0e9d5f4b-b4ca-5a93-82cc-380d21d4fc36
The Mets play in St. Louis to-day and the Brooklyns in Louisville.  Six straight victories away from home is a creditable achievement for the Giants.  ,https://www.nytimes.com/1886/07/01/archives/notes-of-the-game.html,,,2,The New York Times,[],"{'main': 'NOTES OF THE GAME.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'NOTES OF THE GAME.', 'name': None, 'seo': None, 'sub': None}",[],1886-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/1386cd8c-0b3a-5045-a950-82ac38d75541,0,nyt://article/1386cd8c-0b3a-5045-a950-82ac38d75541
"NEWBURG, N.Y., June 30.--Yesterday afternoon an affray occurred on the corner of Liberty and Broad streets, Newburg, in which a Newburg man named John Farrington, aged 65 years, a painter by occupation, was roughly handled and punished by O.B. Welling, Jr., a much younger man.  ",https://www.nytimes.com/1886/07/01/archives/thrashed-by-an-angry-husband.html,,,3,The New York Times,[],"{'main': 'THRASHED BY AN ANGRY HUSBAND.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'THRASHED BY AN ANGRY HUSBAND.', 'name': None, 'seo': None, 'sub': None}",[],1886-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/13c2553d-f01f-550b-af23-be012aec323d,0,nyt://article/13c2553d-f01f-550b-af23-be012aec323d
"NYACK, N.Y., June 30.--A novel game of baseball may be expected to take place in Rockland County at an early day.  ",https://www.nytimes.com/1886/07/01/archives/a-novel-ball-game-proposed.html,,,3,The New York Times,[],"{'main': 'A NOVEL BALL GAME PROPOSED.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'A NOVEL BALL GAME PROPOSED.', 'name': None, 'seo': None, 'sub': None}",[],1886-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/14f8e5e6-5feb-589f-aa7d-a25098250bef,0,nyt://article/14f8e5e6-5feb-589f-aa7d-a25098250bef
Humbug,https://www.nytimes.com/1886/07/01/archives/amusements-roland-reed-in-humbug.html,Humbug,,4,The New York Times,[],"{'main': 'AMUSEMENTS.; ROLAND REED IN ""HUMBUG.""', 'kicker': None, 'content_kicker': None, 'print_headline': 'AMUSEMENTS.; ROLAND REED IN ""HUMBUG.""', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'AMUSEMENTS', 'rank': 1, 'major': 'N'}]",1886-07-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/15d4da46-91d4-5f5b-a89a-d6c0f54d1493,0,nyt://article/15d4da46-91d4-5f5b-a89a-d6c0f54d1493
