abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri
,https://www.nytimes.com/1908/03/01/archives/new-feature-of-saxe-bill-lawyer-thinks-it-will-cut-off-debtors.html,,,THE,8,The New York Times,[],"{'main': ""NEW FEATURE OF SAXE BILL.; Lawyer Thinks It Will Cut Off Debtors' Avenue of Escape."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""NEW FEATURE OF SAXE BILL.; Lawyer Thinks It Will Cut Off Debtors' Avenue of Escape."", 'name': None, 'seo': None, 'sub': None}",[],1908-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/069e4a26-3911-5c34-a251-d61ab64b6d31,0,nyt://article/069e4a26-3911-5c34-a251-d61ab64b6d31
,https://www.nytimes.com/1908/03/01/archives/racing-auto-kills-man-track-inspector-hurled-to-death-and-motorists.html,,,,1,The New York Times,[],"{'main': 'RACING AUTO KILLS MAN.; Track Inspector Hurled to Death and Motorists Make Their Escape.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'RACING AUTO KILLS MAN.; Track Inspector Hurled to Death and Motorists Make Their Escape.', 'name': None, 'seo': None, 'sub': None}",[],1908-03-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/06d6f65d-fcd3-5508-9df5-e161cd73fc45,0,nyt://article/06d6f65d-fcd3-5508-9df5-e161cd73fc45
The United States Bureau of Education has been making an elaborate investigation as to the age at which pupils leave the public schools in the various States. This has been in charge of Prof. THORNDIKE of Columbia for the past four years. The Washington correspondence of The Boston Transcript gives an abstract of the results reached. They are striking.  ,https://www.nytimes.com/1908/03/01/archives/waste-in-schools.html,,,,8,The New York Times,[],"{'main': 'WASTE IN SCHOOLS.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'WASTE IN SCHOOLS.', 'name': None, 'seo': None, 'sub': None}",[],1908-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0911daf1-c787-543b-9bf8-268bed7101b7,0,nyt://article/0911daf1-c787-543b-9bf8-268bed7101b7
"LISBON, Feb. 29. -- King Manuel to-day issued a decree fixing March 5 as the date of the next general election and another convoking the regular Cortes on April 29. At the same time the decrees issued by ex-Premier France for the reorganization of the House of Peers, and giving the new Chamber of Deputies constituent powers are revoked.  ",https://www.nytimes.com/1908/03/01/archives/opens-court-scandal-king-manuel-of-portugal-to-permit-investigation.html,,,THE,2,The New York Times,[],"{'main': ""OPENS COURT SCANDAL.; King Manuel of Portugal to Permit Investigation of His Father's Reign."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""OPENS COURT SCANDAL.; King Manuel of Portugal to Permit Investigation of His Father's Reign."", 'name': None, 'seo': None, 'sub': None}",[],1908-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0abadbc0-f0c9-5cd6-9fd1-7a3c9e44d141,0,nyt://article/0abadbc0-f0c9-5cd6-9fd1-7a3c9e44d141
,https://www.nytimes.com/1908/03/01/archives/darwin-medal-in-1909-will-commemorate-jubilee-of-publication-of.html,,,THE,1,The New York Times,[],"{'main': 'DARWIN MEDAL IN 1909.; Will Commemorate Jubilee of Publication of ""Origin of the Species.""', 'kicker': '1', 'content_kicker': None, 'print_headline': 'DARWIN MEDAL IN 1909.; Will Commemorate Jubilee of Publication of ""Origin of the Species.""', 'name': None, 'seo': None, 'sub': None}",[],1908-03-01T05:00:00+0000,article,None,Archives,"{'original': 'By Marconi Transatlantic Wireless Telegraph To the New York Times', 'person': [{'firstname': 'Marconi', 'middlename': 'Transatlantic', 'lastname': 'Wireless', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0b1caee5-df44-5d8f-8312-103e3cf84bc1,0,nyt://article/0b1caee5-df44-5d8f-8312-103e3cf84bc1
"CALLAO, Peru, Feb. 29. -- With the ships in excellent condition, despite their long voyage from Hampton Roads, Admiral Evans's battleship fleet left Callao this morning on the last and longest leg of their journey to Magdalena Bay, Lower California, 3,102 nautical miles away.  ",https://www.nytimes.com/1908/03/01/archives/evanss-fleet-off-for-magdalena-bay-battleships-leave-callao-in-fine.html,,,,5,The New York Times,[],"{'main': ""EVANS'S FLEET OFF FOR MAGDALENA BAY; Battleships Leave Callao in Fine Condition for Last Leg of Their Voyage. THOUSANDS BID FAREWELL President Pardo Reviews Them and Is Honored -- Magdalena Bay Is Made a Port of Entry."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""EVANS'S FLEET OFF FOR MAGDALENA BAY; Battleships Leave Callao in Fine Condition for Last Leg of Their Voyage. THOUSANDS BID FAREWELL President Pardo Reviews Them and Is Honored -- Magdalena Bay Is Made a Port of Entry."", 'name': None, 'seo': None, 'sub': None}",[],1908-03-01T05:00:00+0000,article,None,Archives,"{'original': 'Special Cable to THE NEW YORK TIMES', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0b6c432e-3aa5-5642-bb06-757b78a3cb40,0,nyt://article/0b6c432e-3aa5-5642-bb06-757b78a3cb40
,https://www.nytimes.com/1908/03/01/archives/taft-indorsed-at-cleveland.html,,,,4,The New York Times,[],"{'main': 'Taft Indorsed at Cleveland.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Taft Indorsed at Cleveland.', 'name': None, 'seo': None, 'sub': None}",[],1908-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0c18c069-ca87-56e0-8ec9-4f2d0186b564,0,nyt://article/0c18c069-ca87-56e0-8ec9-4f2d0186b564
"CHICAGO, Feb. 29. -- A protest against the Thomas car, the American contestant in the New York to Paris race, was made by the crews of the De Dion and Zust cars to-day. It was addressed to the Paris Matin and NEW YORK TIMES and read:  ",https://www.nytimes.com/1908/03/01/archives/thomas-to-paris-even-if-no-reward-if-car-has-unwittingly-violated.html,,,,2,The New York Times,[],"{'main': 'THOMAS TO PARIS EVEN IF NO REWARD; If Car Has Unwittingly Violated Rules, as Zust and De Dion Allege. PROTEST BY TWO CREWS They Say That Improper Means Were Taken -- Roberts and Thomas Make Specific Denials.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'THOMAS TO PARIS EVEN IF NO REWARD; If Car Has Unwittingly Violated Rules, as Zust and De Dion Allege. PROTEST BY TWO CREWS They Say That Improper Means Were Taken -- Roberts and Thomas Make Specific Denials.', 'name': None, 'seo': None, 'sub': None}",[],1908-03-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/0e6dea78-598f-52b3-8567-5d6a4e981bfb,0,nyt://article/0e6dea78-598f-52b3-8567-5d6a4e981bfb
"Two big fires on the upper east side last night started simultaneously at 11:10 o'clock -- one in the City Railway car barn on the block bounded by First and Second Avenues and Ninety-sixth and Ninety-seventh Streets, which was destroyed, and the other in the big paint factory of George W. Grote  Co., running from 430 to 436 East 102d Street, which was also destroyed.  ",https://www.nytimes.com/1908/03/01/archives/big-car-barns-and-factory-burn-1500000-fires-start-at-the-same-time.html,,,,1,The New York Times,[],"{'main': 'BIG CAR BARNS AND FACTORY BURN; $1,500,000 Fires Start at the Same Time in City Railway Building and Paint Shop. 150 CARS ARE DESTROYED Barns Occupying Entire Block at 97th Street and Second Avenue In Ruins -- Fires Five Blocks Apart. 150 Cars Probably Burned. Truck and Engine Collide. 300 Workmen Flee from Flames. 104 Horses Saved. Horses Add to Excitement. 6 CAR BARN FIRES IN 2 YEARS. Heavy Losses Suffered by the Company Within the Last Year. JEANES NEGRO FUND PLANS.> J.H. Dillard Elected to Spend $50,000 Income on Rural Schools in South.', 'kicker': '2', 'content_kicker': None, 'print_headline': 'BIG CAR BARNS AND FACTORY BURN; $1,500,000 Fires Start at the Same Time in City Railway Building and Paint Shop. 150 CARS ARE DESTROYED Barns Occupying Entire Block at 97th Street and Second Avenue In Ruins -- Fires Five Blocks Apart. 150 Cars Probably Burned. Truck and Engine Collide. 300 Workmen Flee from Flames. 104 Horses Saved. Horses Add to Excitement. 6 CAR BARN FIRES IN 2 YEARS. Heavy Losses Suffered by the Company Within the Last Year. JEANES NEGRO FUND PLANS.> J.H. Dillard Elected to Spend $50,000 Income on Rural Schools in South.', 'name': None, 'seo': None, 'sub': None}",[],1908-03-01T05:00:00+0000,article,None,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/109228ae-2acd-5132-ab5c-239e2e83602e,0,nyt://article/109228ae-2acd-5132-ab5c-239e2e83602e
"PATERSON, N.J., Feb. 29. -- The body of the Rev. Leo Heinrics, the Franciscan priest murdered in St. Elizabeth's Church, in Denver, last Sunday, arrived here at 10:15 o'clock to-day. As there was some doubt about the exact time of arrival of the train no public demonstration was arranged, but more than 500 persons were at the station when the train drew in.  ",https://www.nytimes.com/1908/03/01/archives/slain-priests-body-lying-in-state-monks-and-societies-as-escort-for.html,,,,6,The New York Times,[],"{'main': ""SLAIN PRIEST'S BODY LYING IN STATE; Monks and Societies as Escort for Father Heinrics, Who Was Shot on the Altar. THOUSANDS AT THE CHURCH Requiem Mass To-morrow, with the Provincial of the Order as Celebrant -- Eulogy by Dean McNulty."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""SLAIN PRIEST'S BODY LYING IN STATE; Monks and Societies as Escort for Father Heinrics, Who Was Shot on the Altar. THOUSANDS AT THE CHURCH Requiem Mass To-morrow, with the Provincial of the Order as Celebrant -- Eulogy by Dean McNulty."", 'name': None, 'seo': None, 'sub': None}",[],1908-03-01T05:00:00+0000,article,None,Archives,"{'original': 'Special to The New York Times', 'person': [{'firstname': '', 'middlename': None, 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/1102c8a2-bd1a-57a0-8eff-3af3f044f9d8,0,nyt://article/1102c8a2-bd1a-57a0-8eff-3af3f044f9d8
