abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri,subsection_name
"Jefferson, Joseph; The Oranges that Grow on His Farm",https://www.nytimes.com/1875/02/01/archives/fruit-from-rip-van-winkles-farm.html,"Jefferson, Joseph; The Oranges that Grow on His Farm",,,8,The New York Times,[],"{'main': 'FRUIT FROM ""RIP VAN WINKLE\'S"" FARM.', 'kicker': None, 'content_kicker': None, 'print_headline': 'FRUIT FROM ""RIP VAN WINKLE\'S"" FARM.', 'name': None, 'seo': None, 'sub': None}",[],1875-02-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/01579925-e7f4-5004-b46a-de765d002861,0,nyt://article/01579925-e7f4-5004-b46a-de765d002861,
,https://www.nytimes.com/1875/02/01/archives/the-proposed-law-library.html,,,,8,The New York Times,[],"{'main': 'THE PROPOSED LAW LIBRARY.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'THE PROPOSED LAW LIBRARY.', 'name': None, 'seo': None, 'sub': None}",[],1875-02-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/031a8172-df6d-523b-91cc-3878d7f39660,0,nyt://article/031a8172-df6d-523b-91cc-3878d7f39660,
Disturbances,https://www.nytimes.com/1875/02/01/archives/the-west-indies-the-united-states-gunboat-fortune-at.html,Disturbances,,,5,The New York Times,[],"{'main': 'THE WEST INDIES.; THE UNITED STATES GUNBOAT FORTUNE AT KINGSTON--JAMAICAN POLITICS--TROUBLE IN HAYTI.', 'kicker': None, 'content_kicker': None, 'print_headline': 'THE WEST INDIES.; THE UNITED STATES GUNBOAT FORTUNE AT KINGSTON--JAMAICAN POLITICS--TROUBLE IN HAYTI.', 'name': None, 'seo': None, 'sub': None}",[],1875-02-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/03413d37-8e0f-5a2d-842a-9522054ac5d6,0,nyt://article/03413d37-8e0f-5a2d-842a-9522054ac5d6,
Liquor Commissioner; Annual Report,https://www.nytimes.com/1875/02/01/archives/the-massachusetts-liquor-commissioner.html,Liquor Commissioner; Annual Report,,,2,The New York Times,[],"{'main': 'THE MASSACHUSETTS LIQUOR COMMISSIONER.', 'kicker': None, 'content_kicker': None, 'print_headline': 'THE MASSACHUSETTS LIQUOR COMMISSIONER.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Massachusetts', 'rank': 1, 'major': 'N'}]",1875-02-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0341da96-e3f4-5452-a9dc-428997e434c3,0,nyt://article/0341da96-e3f4-5452-a9dc-428997e434c3,
United States Claims on; Diario de la Marina on,https://www.nytimes.com/1875/02/01/archives/extract-from-the-diario-of-havana-on-the-claims-of-the-united.html,United States Claims on; Diario de la Marina on,,,1,The New York Times,[],"{'main': 'EXTRACT FROM THE ""DIARIO,"" OF HAVANA, ON THE CLAIMS OF THE UNITED STATES AND GREAT BRITAIN.', 'kicker': None, 'content_kicker': None, 'print_headline': 'EXTRACT FROM THE ""DIARIO,"" OF HAVANA, ON THE CLAIMS OF THE UNITED STATES AND GREAT BRITAIN.', 'name': None, 'seo': None, 'sub': None}",[],1875-02-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/039f3c76-e326-5297-9976-19779f8fcdab,0,nyt://article/039f3c76-e326-5297-9976-19779f8fcdab,
,https://www.nytimes.com/1875/02/01/archives/a-discouragement-to-womans-rights-in-maine.html,,,,1,The New York Times,[],"{'main': ""A DISCOURAGEMENT TO WOMAN'S RIGHTS IN MAINE."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""A DISCOURAGEMENT TO WOMAN'S RIGHTS IN MAINE."", 'name': None, 'seo': None, 'sub': None}",[],1875-02-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/04279f21-31cb-500c-8e10-c0004bc3a50f,0,nyt://article/04279f21-31cb-500c-8e10-c0004bc3a50f,
Federal Government of the State,https://www.nytimes.com/1875/02/01/archives/federal-government-of-louisiana.html,Federal Government of the State,,,4,The New York Times,[],"{'main': 'FEDERAL GOVERNMENT OF LOUISIANA.', 'kicker': None, 'content_kicker': None, 'print_headline': 'FEDERAL GOVERNMENT OF LOUISIANA.', 'name': None, 'seo': None, 'sub': None}",[],1875-02-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/05d63bd7-0cee-5496-88e1-88373a453093,0,nyt://article/05d63bd7-0cee-5496-88e1-88373a453093,
,https://www.nytimes.com/1875/02/01/archives/spain-press-decrees-just-issued-allegiance-of-the-father-of-don.html,,,,1,The New York Times,[],"{'main': 'SPAIN.; PRESS DECREES JUST ISSUED ALLEGIANCE OF THE FATHER OF DON CARLOS.', 'kicker': None, 'content_kicker': None, 'print_headline': 'SPAIN.; PRESS DECREES JUST ISSUED ALLEGIANCE OF THE FATHER OF DON CARLOS.', 'name': None, 'seo': None, 'sub': None}",[],1875-02-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/09d8eedd-73a1-5020-a792-edcb33d9b532,0,nyt://article/09d8eedd-73a1-5020-a792-edcb33d9b532,
,https://www.nytimes.com/1875/02/01/archives/latest-shipping-news-by-cable.html,,,,8,The New York Times,[],"{'main': 'LATEST SHIPPING NEWS BY CABLE.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'LATEST SHIPPING NEWS BY CABLE.', 'name': None, 'seo': None, 'sub': None}",[],1875-02-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0ae4b410-6012-59c5-834d-ac710823cfcd,0,nyt://article/0ae4b410-6012-59c5-834d-ac710823cfcd,
,https://www.nytimes.com/1875/02/01/archives/murder-will-out.html,,,,2,The New York Times,[],"{'main': 'MURDER WILL OUT.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'MURDER WILL OUT.', 'name': None, 'seo': None, 'sub': None}",[],1875-02-01 05:00:00+00:00,article,,Archives,"{'original': '', 'person': [], 'organization': None}",Archives,nyt://article/0af2bd7a-ee07-59f8-9ae4-a8dd7d92892b,0,nyt://article/0af2bd7a-ee07-59f8-9ae4-a8dd7d92892b,
